"Year","ANCHL","BEUTI","NPGO","ONI","PDO","SST"
2009,-0.407177720173544,1.51698034062318,0.193861640603583,-1.34237538287287,-0.973687252546232,-0.380407292077652
2010,-0.819634517680888,0.395019542870378,1.39093804023715,-0.360323061774853,-1.06141075669764,-0.280829497483026
2011,-0.726622849096834,-0.489094606324565,0.537268025124166,0.786116278289575,0.333000167500123,-0.775097459743624
2012,-0.784816595885328,-0.010529600092668,1.1097099383474,-0.99438727778814,-0.608390869587381,-1.73647580392083
2013,-0.75856987211535,0.340005041376112,0.528468288172647,-0.494821531838278,-0.838828731238843,-0.342386679596068
2014,0.956529618714793,1.01251677254719,-0.761353884730683,-0.351783476374001,-0.363550641582704,0.841683823401846
2015,-0.214557529091826,0.0257124325495185,-1.61192977110603,-0.0251443347913986,0.611882352339676,1.58942253553967
2016,0.791132218789277,-1.02910886966291,-0.483115124390432,1.05938301111685,1.33592858809683,0.874272919814634
2017,1.9637172465397,-1.76150105388624,-0.903847152257803,1.72333577603312,1.56505714371618,0.209817454065039
