year,month,47N,46N,45N,44N,43N,42N,41N,40N,39N,38N,37N,36N,35N,34N,33N,32N,31N
2007,11,-0.55,0.098,0.562,-0.299,2.95,5.412,6.617,9.899,9.757,4.708,5.27,3.29,0.94,0.392,0.101,0.203,0.513
2007,12,-11.284,-6.743,-10.553,-8.077,-8.81,-3.348,-0.459,5.29,6.841,3.147,6.3,1.773,5.862,2.792,1.995,1.787,1.455
2008,1,-12.934,-4.004,-5.914,-6.47,-6.318,-2.799,-0.729,-0.717,0.173,-4.725,-6.24,-4.58,1.7,-0.05,0.95,0.851,0.778
2008,2,-5.764,2.069,-1.289,-5.923,2.376,4.43,3.257,19.584,15.419,7.768,9.267,11.911,8.231,3.766,2.579,2.805,2.412
2008,3,-2.693,3.107,0.956,-3.172,2.214,8.546,5.071,20.937,26.171,14.024,29.621,29.658,23.068,14.127,3.871,3.911,4.413
2008,4,2.626,1.793,5.266,-0.449,12.835,13.328,9.087,20.96,22.793,13.895,26.55,26.687,29.387,15.406,3.223,3.131,3.63
2008,5,5.254,3.901,10.097,4.552,18.511,25.144,21.747,31.84,40.162,27.598,25.757,22.655,15.838,7.59,1.344,1.232,2.42
2008,6,3.432,1.877,4.376,5.418,14.731,30.522,21.516,36.433,39.454,22.705,17.097,22.76,13.495,4.55,0.428,0.505,1.511
2008,7,4.367,2.241,5.031,7.738,14.064,15.962,13.607,13.211,13.561,6.544,5.253,9.536,3.564,0.699,0.066,0.182,0.55
2008,8,0.114,0.135,0.815,0.723,2.752,6.901,8.835,14.167,15.841,7.392,4.026,2.605,1.23,0.119,0.01,0.096,0.403
2008,9,0.215,0.708,2.087,2.266,6.93,14.96,14.672,10.513,4.644,0.956,0.403,0.371,0.355,0.089,0.012,0.134,0.577
2008,10,-0.394,-0.256,-0.438,-0.552,0.441,3.11,4.456,8.018,8.455,4.574,2.83,1.68,1.036,0.306,0.023,0.141,0.293
2008,11,-2.778,-0.901,-1.025,-2.217,-3.143,-2.858,-3.405,-0.962,1.164,0.696,2.474,1.559,1.835,0.353,0.052,0.055,0.391
2008,12,-3.751,-0.642,-0.92,-0.735,-0.173,1.911,3.835,6.221,6.34,1.746,4.941,1.83,2.338,0.586,0.269,0.527,0.332
2009,1,-4.249,-0.544,0.529,-2.774,3.361,4.96,6.421,4.769,5.413,1.871,4.812,2.391,2.375,-0.15,-0.171,0.87,0.335
2009,2,-4.328,3.291,0.501,-2.501,-2.006,-6.771,-7.816,-2.469,-1.243,-1.513,-0.651,-0.577,0.954,0.94,1.209,0.946,0.508
2009,3,-1.181,0.318,1.458,-2.829,2.479,8.935,12.428,22.132,26.478,19.815,20.156,12.81,11.754,4.53,1.365,1.148,2.096
2009,4,4.006,1.627,5.814,2.835,15.406,23.264,16.77,24.908,27.489,20.036,23.403,23.692,21.234,10.755,1.965,2.014,2.869
2009,5,0.973,1.944,4.815,1.088,12.541,16.019,11.786,30.847,26.164,17.238,13.58,11.23,9.645,4.861,0.755,1.429,1.528
2009,6,0.514,0.879,2.868,2.898,5.192,11.323,11.335,16.252,15.854,7.954,5.278,4.731,2.317,1.259,0.379,0.605,1.183
2009,7,1.245,1.39,4.598,7.908,12.565,14.985,16.187,10.678,13.123,5.978,4.909,4.645,2.62,0.411,0.025,0.178,0.518
2009,8,0.401,0.426,1.492,1.868,2.91,6.607,6.177,5.887,5.684,3.298,2.826,1.628,1.023,0.389,0.02,0.164,0.673
2009,9,-0.003,-0.023,-0.021,0.011,1.185,1.814,2.58,3.716,3.422,2.805,1.929,1.539,0.84,0.112,0.018,0.126,0.587
2009,10,-0.035,0.028,0.008,-0.642,2.425,4.518,5.778,9.259,9.848,7.12,4.359,2.891,1.18,0.299,0.017,0.15,0.46
2009,11,-1.619,-0.512,-1.8,-2.649,-1.58,0.264,1.441,3.961,7.944,4.602,6.714,4.657,3.17,0.65,0.076,0.115,0.482
2009,12,-8.728,-3.092,-4.174,-5.188,-4.011,-1.859,-5.607,-0.468,-1.357,-0.067,-3.65,-0.428,-1.567,0.178,0.237,0.242,0.513
2010,1,-21.08,-3.687,-9.561,-8.368,-12.727,-13.755,-16.158,-6.868,-2.49,-4.034,-2.691,-0.668,-0.305,-0.328,0.262,0.033,-0.044
2010,2,-7.999,-1.536,-1.632,-1.591,-7.498,-2.039,-3.28,1.774,0.826,-1.401,-0.133,1.351,0.665,0.558,0.385,0.487,0.946
2010,3,-4.772,0.138,-1.151,-2.548,-3.436,2.204,0.089,6.745,8.798,5.354,7.259,9.572,7.126,4.18,1.225,1.041,2.23
2010,4,-0.796,0.908,0.72,-1.785,2.418,7.53,6.702,15.751,20.924,14.755,13.229,10.231,10.308,6.638,1.925,1.415,2.729
2010,5,0.257,-0.042,1.197,-0.032,4.001,8.967,8.31,14.504,18.487,17.398,22.709,21.348,19.127,10.441,1.769,1.643,3.915
2010,6,0.218,0.207,0.482,1.097,5.926,14.303,15.512,25.298,31.701,23.533,22.481,16.467,16.138,5.337,2.112,2.436,1.497
2010,7,4.198,4.15,6.774,15.631,31.953,33.695,34.115,28.127,26.393,13.033,6.82,5.647,4.561,2.063,0.592,0.731,0.956
2010,8,1.634,2.151,2.789,3.376,9.604,11.979,8.127,19.743,18.372,10.554,7.902,4.828,4.92,2.13,0.119,0.508,0.831
2010,9,-0.195,0.09,-0.018,-0.294,1.384,3.322,2.34,4.93,5.376,3.052,4.013,3.063,2.156,1.078,0.091,0.23,0.647
2010,10,-0.006,0.01,-0.035,-0.391,-0.918,1.116,1.234,3.744,4.444,2.298,0.909,0.742,0.522,0.29,0.046,0.088,0.471
2010,11,-1.637,-0.469,-0.99,-1.738,-2.652,-2.269,0.29,2.766,6.146,4.001,5.625,3.143,2.28,1.082,0.575,0.563,0.359
2010,12,-12.629,-3.719,-9.392,-8.013,-11.105,-10.566,-13.368,-7.068,-3.95,-2.732,-3.141,-1.748,-1.202,0.908,0.76,-0.655,0.484
2011,1,-6.79,-2.586,0.121,-3.669,-3.555,1.192,-0.165,4.891,5.237,5.171,5.127,2.04,3.252,-0.577,-0.425,-0.682,-0.359
2011,2,-0.113,0.394,1.85,-1.811,1.861,4.429,6.243,4.646,7.107,4.748,6.293,2.628,2.293,0.496,0.872,0.111,0.035
2011,3,-18.572,-2.237,-8.544,-4.081,-9.353,-6.235,-7.931,-5.714,-1.285,1.375,1.707,4.505,5.525,3.637,1.945,2.038,3.988
2011,4,1.385,1.164,3.24,-0.243,8.747,12.392,9.53,18.525,16.158,13.929,15.664,12.69,15.436,8.363,1.254,1.882,3.675
2011,5,0.643,0.293,0.8,0.064,7.293,10.161,12.032,18.855,24.877,14.716,15.616,13.235,11.44,10.182,1.377,1.317,2.791
2011,6,0.528,0.421,0.993,1.27,4.386,12.654,10.667,23.744,26.033,16.443,15.948,11.273,11.463,4.109,0.572,0.99,1.106
2011,7,3.205,2.456,2.693,4.351,8.127,11.677,10.651,14.942,18.616,6.981,7.106,4.658,3.255,0.767,0.086,0.508,0.969
2011,8,2.445,1.672,2.12,1.781,2.891,7.049,7.511,9.968,12.855,9.161,6.836,3.131,2.315,0.435,0.048,0.335,0.685
2011,9,0.175,0.448,0.553,1.756,3.489,4.585,4.883,6.5,4.337,3.338,1.963,0.506,0.49,0.158,0.032,0.239,0.5
2011,10,0,-0,0.011,0.048,0.87,2.451,4.189,4.812,3.399,1.931,1.583,0.681,0.687,0.199,0.071,0.196,0.569
2011,11,-3.036,-0.766,-1.497,-2.036,-2.089,-4.321,-2.199,-0.91,3.759,2.864,1.819,1.927,0.799,0.217,0.101,0.16,0.047
2011,12,-3.062,-1.355,3.266,-0.814,6.272,10.707,10.836,13.709,11.095,3.028,-0.691,0.374,0.385,0.417,0.41,0.128,0.184
2012,1,-16.877,-5.841,-10.551,-9.346,-7.976,-8.093,-3.409,0.181,2.599,2.775,3.743,2.501,2.73,0.797,0.956,0.356,0.792
2012,2,-4.101,0.422,0.562,-1.133,6.224,10.078,8.573,14.829,20.855,16.775,20.011,13.584,11.554,5.572,2.282,1.058,2.21
2012,3,-16.321,-2.306,-14.831,-11.776,-11.123,-7.013,-7.703,-5.401,-0.643,-3.345,0.814,1.553,4.335,4.823,3.29,2.592,4.719
2012,4,-5.826,-0.095,-3.867,-4.297,-4.471,-0.496,-2.029,4.827,9.997,6.392,11.035,16.992,15.102,7.529,2.121,1.955,2.738
2012,5,1.874,2.353,4.752,2.903,12.239,19.385,21.829,19.713,32.041,17.049,25.262,19.663,21.47,9.007,1.425,1.594,2.629
2012,6,0.013,0.096,0.762,0.478,5.284,10.494,14.485,20.571,29.181,21.78,18.337,13.848,9.777,3.473,0.699,0.862,1.4
2012,7,3.253,2.439,2.482,2.191,5.111,9.158,9.781,17.58,17.74,10.787,7.178,4.411,3.299,0.892,0.099,0.472,0.919
2012,8,2.213,2.265,2.375,2.699,5.955,8.189,6.239,8.136,8.836,5.92,3.545,3.354,2.129,0.185,0.007,0.101,0.632
2012,9,0.711,1.136,2.184,3.731,7.336,8.299,6.69,8.099,5.24,2.728,2.249,1.861,0.742,0.062,0.007,0.123,0.708
2012,10,-0.374,0.372,0.124,0.487,1.793,1.075,0.859,0.023,1.631,1.121,0.418,0.225,0.107,0.015,0.007,0.134,0.631
2012,11,-2.497,-1.311,-1.172,-2.018,-2.566,-2.504,-1.981,-1.038,-0.22,-0.323,0.044,0.289,0.107,0.012,0.035,0.114,0.372
2012,12,-1.914,-3.279,-1.014,-3.342,-0.858,-1.89,-0.3,0.971,1.887,1.963,0.568,0.931,1.281,0.592,0.279,0.529,1.255
2013,1,0.557,1.035,-0.335,-2.632,3.357,2.173,4.179,6.167,7.699,4.485,8.218,6.032,6.726,2.521,2.054,1.454,1.646
2013,2,-0.983,-1.544,-0.963,1.036,3.905,12.054,14.937,20.15,21.821,17.369,12.899,13.269,13.169,6.513,2.925,2.794,4.537
2013,3,-0.373,-0.198,-1.249,-0.126,2.491,7.215,7.078,12.592,17.677,12.425,9.91,11.219,10.558,5.762,1.966,1.773,3.626
2013,4,1.29,0.554,1.51,2.402,9.357,22.307,23.641,35.214,41.843,32.431,20.3,21.516,19.282,11.62,3.977,2.65,5.065
2013,5,0.408,0.908,1.952,3.541,6.581,13.796,11.333,20.393,22.949,16.247,16.85,19.902,15.532,12.002,3.862,1.559,2.584
2013,6,0.6,0.332,1.265,3.411,8.337,17.488,17.242,26.106,26.28,17.219,11.988,14.122,12.393,6.681,2.351,0.816,2.323
2013,7,4.595,2.176,3.721,11.145,19.317,28.209,31.745,30.687,22.459,13.095,4.963,5.523,4.958,2.135,0.223,0.594,1.378
2013,8,0.63,1.775,1.599,2.603,3.803,3.819,3.386,7.756,8.687,8.198,5.38,4.636,4.649,3.688,0.33,0.791,2.007
2013,9,0.335,0.358,0.287,0.199,1,1.945,1.633,3.106,4.653,4.421,3.318,4.591,4.754,3.168,0.241,0.338,1.155
2013,10,0.061,0.086,0.287,1.03,4.203,7.658,6.797,10.898,10.806,8.925,5.333,4.358,2.719,0.469,0.015,0.167,0.669
2013,11,-0.372,0.354,-0.212,0.617,1.073,2.859,1.646,4.101,5.993,6.477,4.302,2.322,1.579,0.127,0.026,0.119,0.267
2013,12,1.059,1.835,-0.233,2.57,7.29,10.281,8.657,11.422,10.575,4.754,5.733,2.745,2.71,0.383,0.262,0.48,0.528
2014,1,-2.799,0.917,-3.516,-0.089,-2.207,0.008,-2.205,2.075,0.965,-0.488,2.116,2.328,1.82,0.199,0.128,0.298,0.15
2014,2,-6.795,-2.175,-5.451,-3.462,-5.834,-4.148,-3.907,-1.275,1.423,1.321,2.2,3.937,4.954,1.456,0.459,0.754,1.307
2014,3,-2.29,-1.086,-3.749,-1.267,1.21,3.763,3.573,6.026,3.836,1.956,0.51,1.43,2.158,1.414,0.402,0.642,2.314
2014,4,0.271,0.214,1.109,0.847,4.866,5.544,7.656,10.334,10.452,9.833,7.396,8.401,10.247,5.591,1.524,1.22,3.101
2014,5,0.004,-0.079,0.306,1.069,4.385,8.972,10.033,16.942,22.189,19.9,15.202,16.279,12.828,5.76,0.694,0.406,1.056
2014,6,1.302,0.406,1.656,5.939,13.361,31.011,34.822,37.949,34.233,20.057,11.879,12.466,8.154,2.446,0.206,0.317,0.886
2014,7,2.376,0.94,1.181,3.687,7.012,13.633,12.861,8.649,7.378,5.973,3.595,1.911,1.102,0.296,0.098,0.169,0.674
2014,8,2.831,1.133,1.375,3.964,4.811,9.381,10.414,13.026,11.138,3.034,1.809,0.349,0.49,0.159,0.006,0.128,0.775
2014,9,0.383,0.271,0.265,0.921,0.861,1.343,2.414,2.99,3.164,1.433,0.449,0.216,0.506,0.088,0.003,0.146,1.323
2014,10,-0.001,-0.005,0.013,0.02,0.086,0.071,0.422,0.658,0.632,0.281,0.315,0.188,0.118,0.006,0.001,0.064,0.734
2014,11,-0.284,-0.03,-0.008,-0.001,-0.003,-0.018,-0.085,0,0.025,0.035,0.076,0.143,0.062,0.003,0.003,0.096,0.425
2014,12,-0.83,-0.069,-0.262,0.005,-0.038,-0.248,-0.153,0.163,0.356,0.151,0.134,0.269,0.219,0.027,0.031,0.088,0.407
2015,1,-0.928,-0.956,-0.297,-0.281,0.137,-0.184,0.088,0.186,0.416,0.251,0.759,0.521,0.32,-0.05,0.014,0.135,0.078
2015,2,-0.475,-0.545,-0.818,-0.342,-0.004,-0.217,0.028,0.041,1.166,0.515,0.417,0.702,0.801,0.191,0.033,0.183,0.561
2015,3,-0.284,-0.155,-0.031,-0.204,0.262,0.441,1.768,4.224,5.11,4.182,3.003,3.432,2.416,0.548,0.076,0.172,0.498
2015,4,0.263,0.171,0.779,1.308,5.639,11.253,14.167,22.896,22.211,21.715,13.043,14.897,12.251,3.828,0.607,0.532,1.496
2015,5,3.238,1.757,2.608,4.55,8.661,20.148,20.892,26.84,27.514,17.522,9.97,10.462,8.873,5.285,1.462,0.88,1.832
2015,6,5.282,3.452,5.254,8.677,10.975,22.711,19.885,19.7,17.491,11.681,7.399,6.084,6.871,3.96,0.836,0.497,1.034
2015,7,1.969,2.372,1.792,3.069,3.422,5.68,4.764,8.122,6.59,3.06,0.816,1.832,1.541,0.737,0.158,0.224,0.756
2015,8,2.832,1.286,1.775,2.588,2.652,3.401,4.161,4.939,5.085,1.651,1.209,0.336,0.422,0.438,0.094,0.172,0.906
2015,9,0.448,0.512,0.512,1.286,1.979,3.421,4.877,6.1,4.097,2.323,0.76,0.186,0.046,0.057,0.01,0.094,0.761
2015,10,-0.021,-0.021,-0.166,-0.185,0.34,0.675,2.26,1.403,0.957,0.311,0.073,0.045,0.021,0,0.002,0.082,0.739
2015,11,-0.062,0.006,-0.006,-0.035,-0.048,-0.038,0.206,0.77,1.766,1.341,1.979,1.107,0.571,0.019,0.008,0.142,0.611
2015,12,-1.053,-1.025,-1.42,-1.655,-2.177,-1.972,-2.229,-0.12,1.275,0.901,1.574,1.875,1.627,0.471,0.146,0.375,0.873
2016,1,-5.03,-4.033,-3.128,-3.367,-4.345,-5.772,-8.323,-4.844,-5.571,-1.493,-1.7,-0.348,0.722,0.215,0.221,0.442,0.858
2016,2,-1.818,-1.755,-1.985,-2.069,-2.241,-1.567,-2.105,0.281,0.759,0.686,2.276,2.884,2.278,0.91,0.474,0.595,0.926
2016,3,-1.694,-2.211,-2.329,-3.393,-3.714,-3.296,-2.775,0.73,2.094,2.883,2.948,4.437,5.091,2.348,0.358,0.842,2.49
2016,4,0.043,0.082,0.405,-0.209,1.637,4.222,3.873,8.872,13.095,11.897,10.087,13.522,11.416,7.229,3.244,1.339,2.469
2016,5,1.866,1.563,3.664,5.72,9.166,16.95,20.675,23.379,19.51,13.788,5.361,8.009,6.247,4.233,1.205,1.209,2.135
2016,6,3.008,2.534,2.859,4.241,6.42,10.955,10.528,21.131,19.4,15.792,10.508,10.138,8.295,8.108,2.24,0.997,1.174
2016,7,1.784,1.33,2.387,4.033,7.965,17.314,23.526,26.645,20.05,15.477,7.956,8.12,5.519,2.627,0.805,0.414,0.658
2016,8,2.654,0.827,1.611,5.064,7.951,15.014,16.543,10.36,8.25,3.982,2.548,2.942,2.135,0.89,0.112,0.158,0.818
2016,9,0.726,0.713,2.015,3.324,3.276,8.471,9.638,10.732,10.373,4.885,3.532,2.436,1.741,0.322,0.038,0.135,0.739
2016,10,-0.024,-0.02,-0.337,-0.612,-1.472,-1.087,-1.476,0.183,1.013,0.33,1.126,1.251,1.241,0.284,0.026,0.191,0.861
2016,11,0,0,0,-0.002,0.003,-0.05,-0.125,-0.06,0.007,0.279,0.663,1.042,0.996,0.229,0.025,0.167,0.424
2016,12,-0.572,0.062,-0.126,0.239,0.134,0.874,0.903,2.356,3.118,1.971,3.953,3.263,2.206,0.532,0.226,0.45,0.657
2017,1,-6.221,-1.958,-3.904,-1.599,-2.08,-3.708,-4.085,0.128,-0.16,-0.285,-0.972,0.384,1.005,0.455,0.248,0.37,0.685
2017,2,-1.326,-2.67,-1.018,-2.811,-1.299,-5.401,-3.794,-1.727,-1.422,0.645,-1.263,0.53,2.15,1.065,0.637,1.002,1.998
2017,3,-3.609,-2.794,-4.663,-3.82,-4.394,-1.945,-2.597,1.66,3.607,3.923,4.604,7.425,7.451,3.465,0.98,1.134,2.01
2017,4,-1.831,-1.668,-2.735,-2.077,-0.685,-0.47,0.051,7.284,8.559,8.157,7.017,11.015,11.675,9.74,2.852,2.156,4.948
2017,5,1.56,0.911,3.911,3.919,8.629,15.811,17.726,29.545,30.684,25,17.217,17.98,15.358,9.801,3.138,1.369,2.237
2017,6,1.965,1.899,3.119,4.416,8.018,15.387,10.237,18.116,20.73,15.916,11.665,14.985,11.423,7.675,3.415,1.169,2.088
2017,7,3.098,1.342,1.975,7.81,10.673,21.464,20.43,26.437,24.207,13.538,9.757,8.684,5.474,2.656,0.476,0.469,0.792
2017,8,2.15,1.109,3.799,4.374,7.269,12.377,11.446,13.155,8.977,2.456,5.055,3.545,2.107,1.191,0.308,0.241,0.79
2017,9,1.444,1.235,1.486,0.397,2.566,5.276,6.045,4.558,6.09,-0.752,0.361,1.686,1.137,0.607,0.112,0.226,0.871
2017,10,0.301,0.325,0.583,1.387,1.744,4.686,4.989,10.242,10.005,6.56,3.793,3.125,1.644,0.275,0.01,0.103,0.518
2017,11,-0.939,-0.756,-1.349,-1.685,-2.054,-3.341,-3.137,-0.791,-0.466,0.154,0.072,0.588,0.553,0.115,0.027,0.221,0.578
2017,12,-0.213,0.257,-0.187,-0.036,0.415,1.353,1.458,3.035,3.236,2.071,2.166,1.679,1.124,-0.019,0.039,0.129,0.125
2018,1,-3.667,-2.572,-3.014,-1.655,-2.801,-2.316,-2.003,-1.304,-0.251,0.458,0.572,1.466,1.643,0.804,0.21,0.393,0.758
2018,2,3.753,0.861,1.912,0.375,6.238,9.877,12.505,15.83,17.288,12.977,10.367,7.705,6.282,1.911,0.591,0.434,0.668
2018,3,-0.204,-4.905,-0.974,-0.648,1.261,1.213,0.921,2.798,2.576,0.235,0.333,2.09,1.751,2.557,1.073,1.248,2.502
2018,4,0.233,-2.009,-1.471,-1.557,0.259,1.851,3.896,7.421,11.541,9.34,6.526,9.41,10.783,11.26,2.623,2.386,4.755
2018,5,1.98,0.995,3.672,4.533,10.441,20.616,20.162,27.972,29.461,19.525,13.016,17.212,14.908,9.829,2.701,1.796,3.691
2018,6,0.381,0.896,1.119,1.741,6.593,18.588,18.507,30.202,33.899,24.909,18.374,22.643,16.756,7.352,0.911,0.619,1.907
2018,7,4.073,2.014,3.394,5.817,13.384,22.063,25.111,22.898,17.698,8.057,5.462,6.713,3.575,2.906,1.104,0.381,0.514
2018,8,2.915,1.134,2.248,3.479,5.807,9.23,9.34,14.646,15.679,7.778,5.185,5.471,2.418,0.854,0.08,0.145,0.709
2018,9,0.252,0.439,1.2,2.221,1.174,8.432,9.102,12.205,13.525,8.627,5.195,4.51,2.347,0.375,0.009,0.163,0.866
2018,10,0.107,0.303,0.348,0.598,2.17,3.29,4.658,4.418,4.326,3.94,1.588,1.596,0.6,0.065,0.008,0.08,0.287
2018,11,-0.245,-0.141,-0.31,-0.51,0.208,1.331,2.077,4.448,5.091,1.526,1.245,0.685,0.179,0.009,0.008,0.074,0.302
2018,12,-2.446,-2.185,-2.896,-1.958,-1.479,-0.811,-0.231,1.376,2.228,2.064,2.201,2.075,1.864,0.527,0.106,0.282,0.716
2019,1,-2.575,-1.985,-1.953,-1.789,-3.253,-4.016,-5.852,-2.924,-4.101,-1.952,-2.422,-0.734,-0.329,-0.022,0.137,0.27,0.502
2019,2,1.892,0.313,0.564,0.044,1.319,0.764,0.807,2.698,4.299,2.285,0.802,3.03,3.287,1.873,0.824,0.732,1.034
2019,3,-1.141,0.398,-0.124,-0.877,-0.419,0.499,-0.771,1.896,2.753,2.017,2.459,4.35,4.363,3.248,1.27,1.19,2.677
2019,4,-0.124,-0.206,0.378,0.941,6.354,13.982,13.746,24.324,20.871,12.911,9.829,11.248,8.825,5.17,1.091,0.942,2.168
2019,5,3.742,2.421,2.811,6.034,10.101,19.137,10.745,13.901,17.315,10.946,5.25,7.539,6.845,4.732,1.223,0.985,2.134
2019,6,3.473,3.495,5.887,11.673,20,31.58,34.645,43.998,39.943,16.905,9.53,9.716,5.808,2.585,0.549,0.709,1.005
2019,7,1.781,1.069,1.81,3.128,4.681,12.21,15.774,25.436,27.213,16.21,10.202,13.027,7.7,4.001,0.874,0.625,1.259
2019,8,1.988,1.176,1.34,2.407,3.104,4.968,11.05,10.695,11.442,3.503,6.099,7.168,4.607,2.209,0.271,0.447,0.925
2019,9,0.429,0.688,0.233,0.548,1.324,3.952,3.685,8.363,9.937,4.293,2.53,3.511,2.353,0.895,0.199,0.173,0.711
2019,10,0.054,0.093,0.289,0.598,3.634,9.518,8.447,7.783,6.361,4.08,3.718,4.523,3.213,0.351,0.005,0.113,0.51
2019,11,0.168,0.71,1.233,3.814,5.275,4.137,4.726,5.764,6.422,3.933,2.712,1.805,0.886,0.099,0.015,0.065,0.213
2019,12,-3.647,-2.509,-3.52,-3.112,-4.325,-5.715,-6.857,-5.115,-2.968,-3.124,-2.912,-0.176,0.094,0,0.052,0.161,0.433
2020,1,-6.119,-3.587,-9.548,-4.463,-6.191,-1.684,-3.517,0.61,2.827,1.881,3.012,5.265,4.988,1.559,0.276,0.429,0.848
2020,2,1.5,0.02,0.719,1.171,9.14,14.93,20.299,23.609,22.093,15.698,10.199,8.06,4.866,0.949,0.262,0.474,0.775
2020,3,0.994,0.824,1.31,2.158,4.205,8.051,8.038,12.832,11.349,4.962,1.945,1.706,1.449,0.748,0.412,0.496,1.386
2020,4,1.958,3.1,3.272,3.84,7.493,10.447,9.149,12.444,15.231,10.482,9.511,12.914,10.93,4.324,0.712,0.74,2.081
2020,5,-0.388,-0.358,-0.976,-0.496,2.893,5.485,3.455,11.816,16.398,9.021,8.226,11.524,10.186,7.407,1.363,0.777,2.641
2020,6,1.173,0.952,3.171,4.471,10.759,17.749,18.512,26.475,27.05,15.51,12.397,13.62,10.328,3.57,0.815,0.545,1.488
2020,7,2.758,2.183,6.159,6.895,16.015,26.331,21.774,33.425,21.492,9.731,10.41,10.377,5.902,2.035,0.196,0.433,1.379
2020,8,2.053,2.281,3.848,6.656,13.452,23.965,21.202,21.191,16.289,7.413,6.766,8.067,5.231,2.548,0.344,0.347,1.139
2020,9,-0.693,-0.646,-1.958,-1.315,0.481,2.67,-1.153,1.324,4.839,2.113,3.812,5.166,2.48,0.388,0.019,0.127,0.622
2020,10,0.295,0.761,0.74,1.991,3.84,12.968,14.471,12.767,8.4,3.201,2.504,2.104,0.649,0.06,0.004,0.078,0.688
2020,11,-0.331,-0.352,-0.81,-0.731,-0.618,-0.25,1.321,5.213,7.688,4.672,5.507,5.789,5.154,1.122,0.082,0.245,0.626
2020,12,-2.08,-0.793,-2.891,-1.51,-1.151,0.236,0.269,3.476,6.203,4.618,5.466,5.717,4.326,1.21,0.282,0.364,0.503
2021,1,-2.999,-2.102,-4.732,-2.584,-1.807,-4.177,-4.048,3.07,3.997,3.262,6.213,5.795,5.027,2.069,0.73,0.598,1.044
2021,2,1.945,1.504,-0.721,0.715,1.672,5.219,8.174,19.548,22.337,17.981,12.283,12.263,11.306,6.091,1.859,1.915,3.316
