#YY,MM,DD,hh,mm,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
#yr,mo,dy,hr,mn,degT,m/s,m/s,m,sec,sec,deg,T   hPa,degC,degC,degC,mi,ft
2014,1,2,8,50,330,2,2.6,1.03,14.81,7.81,244,1018.2,15.2,15.5,13.6,99,99
2014,1,2,9,50,269,2,2.7,0.99,14.81,7.59,279,1018.3,15,15.5,13.6,99,99
2014,1,2,10,50,306,1.8,2.2,0.86,13.79,7.41,276,1018.1,14.9,15.5,12.9,99,99
2014,1,2,11,50,333,2,2.3,0.89,14.81,7.94,258,1017.5,15,15.5,13.5,99,99
2014,1,2,12,50,303,2.3,3.1,0.88,13.79,8.02,274,1017.4,15.2,15.5,13.1,99,99
2014,1,2,13,50,228,1.4,1.8,0.81,13.79,7.87,274,1017.6,15.1,15.4,13.5,99,99
2014,1,2,14,50,241,1.9,2.2,0.76,13.79,7.64,271,1017.7,14.8,15.4,13.4,99,99
2014,1,2,15,50,212,1.1,1.4,0.79,13.79,7.69,258,1018,15,15.4,13.2,99,99
2014,1,2,16,50,258,1.1,1.4,0.92,13.79,8.23,251,1018.4,15.4,15.5,13.6,99,99
2014,1,2,17,50,310,1.3,1.5,0.77,13.79,7.77,265,1018.9,15.4,15.5,13.5,99,99
2014,1,2,18,50,278,0.6,0.8,0.84,13.79,8.38,272,1018.8,15.7,15.7,13.7,99,99
2014,1,2,19,50,318,0.9,1.2,0.75,13.79,7.96,263,1017.6,15.8,15.7,13.5,99,99
2014,1,2,20,50,268,1.1,1.5,0.78,12.9,7.95,280,1016.6,16.5,15.9,12.7,99,99
2014,1,2,21,50,288,1.9,2.3,0.78,13.79,7.92,261,1015.9,16.5,16.1,13.2,99,99
2014,1,2,22,50,278,1.6,2,0.86,12.12,8.89,263,1015.9,16.7,16.2,13,99,99
2014,1,2,23,50,336,0.9,1.2,0.88,12.9,9.07,264,1015.6,16.2,16.4,13.3,99,99
2014,1,3,0,50,313,1.7,2.1,0.71,12.12,8.23,267,1015.6,16.3,16.5,13.9,99,99
2014,1,3,1,50,274,1.7,2.1,0.81,12.9,8.8,268,1015.8,16,16.3,13.5,99,99
2014,1,3,2,50,307,1.8,2.3,0.71,13.79,7.64,258,1016,15.8,15.9,13.5,99,99
2014,1,3,3,50,309,2.3,2.7,0.76,13.79,7.7,262,1015.9,15.7,15.8,13.2,99,99
2014,1,3,4,50,303,2.8,3.4,0.75,12.9,7.95,264,1016.1,15.6,15.6,12.5,99,99
2014,1,3,5,50,287,2.5,3,0.71,12.9,8.13,287,1016.1,15.8,15.6,12.1,99,99
2014,1,3,6,50,281,2.4,2.9,0.77,13.79,8.39,266,1016,15.7,15.6,12.3,99,99
2014,1,3,7,50,265,1.9,2.4,0.71,12.9,8.64,260,1015.7,15.9,15.5,11.5,99,99
2014,1,3,8,50,205,2.6,3.1,0.59,13.79,8.11,249,1015.6,15.3,15.5,13.1,99,99
2014,1,3,9,50,199,3.3,3.8,0.68,12.9,9.11,261,1015.6,15.1,15.5,13.6,99,99
2014,1,3,10,50,185,2.9,3.3,0.74,12.9,9.32,251,1015.5,14.9,15.5,13.7,99,99
2014,1,3,11,50,190,3.2,3.7,0.74,12.9,9.14,250,1015.2,14.8,15.4,13.6,99,99
2014,1,3,12,50,187,1.8,2.1,0.77,12.9,9.24,241,1015,14.7,15.4,13.6,99,99
2014,1,3,13,50,148,2.5,2.8,0.72,12.9,8.93,257,1015.6,14,15.4,13,99,99
2014,1,3,14,50,103,2,2.9,99,99,99,999,1015.8,13.2,15.4,12.5,99,99
2014,1,3,15,50,113,1.9,2.8,0.65,12.9,7.55,283,1016.3,12.8,15.4,12.2,99,99
2014,1,3,16,50,130,2.5,3.8,0.66,12.9,7.73,281,1016.6,12,15.4,11.5,99,99
2014,1,3,17,50,116,2.5,3.5,0.59,12.9,7.74,250,1016.7,11.9,15.4,11.5,99,99
2014,1,3,18,50,125,3.9,5,0.52,12.12,7.5,278,1015.6,11.9,15.4,11.5,99,99
2014,1,3,19,50,142,3.3,4.8,0.6,12.9,8.32,254,1014.7,12,15.4,11.6,99,99
2014,1,3,20,50,152,2.4,3.4,0.56,12.9,7.72,253,1014.1,11.8,15.5,11.3,99,99
2014,1,3,21,50,218,1,2.8,0.62,12.9,8.24,273,1013.7,12.1,15.5,11.4,99,99
2014,1,3,22,50,254,2.6,3.6,0.57,12.12,7.26,270,1013.5,12.8,15.5,11.7,99,99
2014,1,3,23,50,20,0.7,1.1,0.6,12.9,8.03,270,1013.2,13.2,15.5,11.8,99,99
2014,1,4,0,50,110,0.4,0.8,0.72,12.12,8.28,274,1013.3,13.2,15.5,11.8,99,99
2014,1,4,1,50,203,2,2.8,0.61,10.81,7.67,260,1013.7,13.5,15.5,12,99,99
2014,1,4,2,50,207,1,1.6,0.73,11.43,8.58,261,1013.7,13.4,15.5,12.2,99,99
2014,1,4,3,50,225,1,1.6,0.58,12.12,7.25,279,1014,13.6,15.5,12.3,99,99
2014,1,4,4,50,254,0.4,1.4,0.65,12.12,7.1,296,1014.4,13.4,15.4,12,99,99
2014,1,4,5,50,346,0.7,1.3,0.67,12.9,6.84,285,1014.4,13.4,15.5,12.1,99,99
2014,1,4,6,50,163,0.8,1.6,0.64,12.12,6.98,268,1014.8,13.4,15.5,12.1,99,99
2014,1,4,7,50,203,1.3,2.1,0.59,12.12,6.73,280,1014.5,13.5,15.5,11.8,99,99
2014,1,4,8,50,155,0.5,1.1,0.58,12.9,7.19,252,1014.2,13.3,15.5,11.4,99,99
2014,1,4,9,50,45,1.1,1.4,0.62,12.12,7.8,265,1014.2,13.4,15.4,11.6,99,99
2014,1,4,10,50,89,2.8,3.6,0.62,12.9,7.85,231,1014,13.8,15.4,11.7,99,99
2014,1,4,11,50,113,3,3.7,0.67,11.43,8,260,1014,13.9,15.4,11.6,99,99
2014,1,4,12,50,127,3.1,4.4,0.64,12.12,8.24,249,1013.7,13.6,15.4,11.3,99,99
2014,1,4,13,50,139,3.2,4.3,0.58,10.81,7.3,274,1014,13.6,15.3,11,99,99
2014,1,4,14,50,137,2.7,3.6,0.63,12.9,7.28,236,1014.4,13.8,15.3,10.9,99,99
2014,1,4,15,50,134,2.5,3.2,0.65,11.43,7.2,256,1014.7,14,15.3,10.9,99,99
2014,1,4,16,50,88,2.6,3.2,0.6,11.43,6.38,271,1015.3,14,15.3,11.1,99,99
2014,1,4,17,50,84,2.2,2.9,0.74,11.43,7.02,276,1015.8,14.6,15.5,11.4,99,99
2014,1,4,18,50,95,2,3.6,0.75,11.43,7.59,271,1015.6,14.4,15.7,10.8,99,99
2014,1,4,19,50,118,1.9,2.9,0.78,13.79,7.86,268,1014.7,14.4,15.8,10.5,99,99
2014,1,4,20,50,193,0.1,0.5,0.7,14.81,7.16,245,1014,16,16,11.1,99,99
2014,1,4,21,50,146,0.9,1.7,0.68,11.43,7.16,242,1013.8,14.9,16.3,10.7,99,99
2014,1,4,22,50,231,1.1,1.6,0.69,13.79,7.08,269,1013.9,14.8,16.6,10.9,99,99
2014,1,4,23,50,269,1.4,1.9,0.76,13.79,7.89,247,1014.1,14.4,16.1,11.1,99,99
2014,1,5,0,50,304,2.2,3,0.73,12.9,7.78,91,1014.3,14.5,16.1,11.3,99,99
2014,1,5,1,50,309,3.1,3.7,0.76,12.9,7.96,261,1014.8,14.5,15.8,11.9,99,99
2014,1,5,2,50,318,3.4,3.9,0.68,12.9,7.54,255,1015.3,14.5,15.8,12,99,99
2014,1,5,3,50,331,3.8,4.5,0.71,12.9,7.77,241,1015.6,14.8,15.7,12.2,99,99
2014,1,5,4,50,335,4,4.5,0.73,12.9,7.26,269,1016,14.7,15.7,12.7,99,99
2014,1,5,5,50,339,4.2,4.9,0.72,12.12,6.12,280,1016.2,14.6,15.6,12.7,99,99
2014,1,5,6,50,351,4.4,5.1,0.68,11.43,5.58,279,1016.2,14.7,15.6,12.9,99,99
2014,1,5,7,50,357,4.3,5.2,0.79,12.9,5.94,268,1016.3,14.6,15.6,12.8,99,99
2014,1,5,8,50,358,3.4,4,0.7,12.9,5.92,267,1016.4,14.3,15.6,12.4,99,99
2014,1,5,9,50,10,3.5,4,0.67,13.79,6.2,285,1016.7,14.4,15.6,12.8,99,99
2014,1,5,10,50,65,3,3.5,0.74,12.12,6.54,275,1017,14.6,15.6,12.9,99,99
2014,1,5,11,50,88,1.9,3,0.71,12.12,6.81,256,1017.3,14.4,15.6,12.7,99,99
2014,1,5,12,50,85,2,3.2,0.7,12.9,7.12,244,1017.4,14.1,15.6,12.2,99,99
2014,1,5,13,50,92,2.4,3,0.74,12.12,7.49,272,1017.6,14,15.6,12.1,99,99
2014,1,5,14,50,65,1.8,2.4,0.67,11.43,6.97,279,1018.1,14.1,15.5,12.4,99,99
2014,1,5,15,50,45,1.9,2.4,0.7,12.12,6.8,271,1018.8,14.4,15.5,12.6,99,99
2014,1,5,16,50,61,2.3,2.7,0.65,10.81,6.74,263,1019.6,14.9,15.6,12.9,99,99
2014,1,5,17,50,58,1.2,1.6,0.69,11.43,6.5,254,1020.2,14.9,15.7,12.6,99,99
2014,1,5,18,50,189,0.2,0.6,0.71,12.9,6.5,239,1020.2,15.9,15.8,13.1,99,99
2014,1,5,19,50,264,1.5,2,0.66,10.81,6.51,269,1019.3,15.3,15.9,12.7,99,99
2014,1,5,20,50,274,2.8,3.4,0.65,12.12,6.49,272,1018.6,15.6,15.9,12.8,99,99
2014,1,5,21,50,266,3.7,4.3,0.64,10,6.75,271,1018.2,15.7,15.8,13.1,99,99
2014,1,5,22,50,266,3.5,4,0.68,10.81,6.71,269,1018.3,15.9,15.8,13.1,99,99
2014,1,5,23,50,243,3.7,4.3,0.65,11.43,6.79,254,1018.4,16.2,15.8,12.8,99,99
2014,1,6,0,50,217,2.1,2.5,0.62,12.12,6.24,207,1018.6,16,15.8,12.7,99,99
2014,1,6,1,50,290,2.1,2.5,0.64,10.81,6.72,277,1019,15.7,15.8,12.6,99,99
2014,1,6,2,50,263,2.6,3.2,0.6,12.12,6.37,252,1019.5,16.1,15.7,11.8,99,99
2014,1,6,3,50,295,2.9,3.3,0.58,12.12,6.51,241,1019.6,16,15.6,11.9,99,99
2014,1,6,4,50,11,2.2,2.5,0.49,11.43,5.95,239,1019.9,15.7,15.5,13.3,99,99
2014,1,6,5,50,3,2.2,2.5,0.54,10.81,6.31,240,1020.2,15.7,15.5,12.9,99,99
2014,1,6,6,50,31,2.5,2.7,0.53,12.12,5.85,231,1020.3,16.5,15.5,10.5,99,99
2014,1,6,7,50,75,2.7,3.2,0.47,11.43,5.77,282,1020.2,16,15.5,11.5,99,99
2014,1,6,8,50,67,2.3,3,0.47,10.81,6.23,283,1020.1,15.8,15.5,10.5,99,99
2014,1,6,9,50,66,4.1,4.8,0.49,12.9,5.57,187,1020.1,17.1,15.6,7.4,99,99
2014,1,6,10,50,52,5.3,6.2,0.46,12.9,5.62,97,1019.9,18.5,15.6,2.9,99,99
2014,1,6,11,50,85,4.8,5.5,0.45,10.81,6.11,263,1019.9,16.3,15.6,9.2,99,99
2014,1,6,12,50,58,3.5,3.8,0.42,12.9,6.29,205,1020,16.9,15.6,7.6,99,99
2014,1,6,13,50,59,2.1,2.4,0.46,10,6.09,240,1020.5,15.9,15.6,10.3,99,99
2014,1,6,14,50,77,1.5,1.9,0.46,12.12,6.09,209,1021.2,15.6,15.5,10.1,99,99
2014,1,6,15,50,39,1.5,1.7,0.45,11.43,6.12,181,1021.9,15.9,15.5,10.5,99,99
2014,1,6,16,50,54,1.5,1.7,0.45,16,6.22,315,1022.4,16.3,15.5,8.5,99,99
2014,1,6,17,50,38,1.5,1.7,0.45,14.81,5.94,300,1022.7,16.4,15.5,9.7,99,99
2014,1,6,18,50,352,0.8,1.1,0.5,14.81,5.06,277,1022.4,16.7,15.6,9.5,99,99
2014,1,6,19,50,324,2.3,2.7,0.47,14.81,5.11,277,1021.3,16.6,15.8,9.6,99,99
2014,1,6,20,50,280,1,1.4,0.44,11.43,5.55,155,1020.5,17,15.8,11.8,99,99
2014,1,6,21,50,266,2,2.6,0.44,12.12,5.28,187,1020,17.7,16,9.6,99,99
2014,1,6,22,50,318,3.8,4.8,0.4,12.12,6.75,225,1019.6,16.9,16,10.3,99,99
2014,1,6,23,50,306,2.7,3.3,0.43,12.9,7.42,281,1019.3,16.8,15.8,10.5,99,99
2014,1,7,0,50,293,4.5,5.2,0.42,12.9,7.96,280,1019.5,16.7,15.8,9.9,99,99
2014,1,7,1,50,314,5.7,6.9,0.45,12.12,5.48,224,1019.5,16.7,15.6,8.6,99,99
2014,1,7,2,50,323,5.1,5.9,0.57,12.12,4.21,269,1019.5,16.3,15.4,9.9,99,99
2014,1,7,3,50,12,1.1,2.2,0.58,3.45,3.79,331,1019.6,16.4,15.4,9.2,99,99
2014,1,7,4,50,332,6.4,7.3,0.68,14.81,3.86,303,1019.8,17.4,15.3,6.6,99,99
2014,1,7,5,50,320,5.2,5.9,0.61,14.81,3.81,325,1019.9,16.9,15.3,7.7,99,99
2014,1,7,6,50,325,5.2,6,0.62,14.81,4.39,221,1019.7,16.4,15.4,9.1,99,99
2014,1,7,7,50,303,4.9,5.8,0.62,14.81,4.86,284,1019.2,16,15.4,9.9,99,99
2014,1,7,8,50,302,3.7,4.3,0.61,14.81,5.16,285,1018.6,15.7,15.3,10.4,99,99
2014,1,7,9,50,306,3.2,3.7,0.57,13.79,5.52,228,1018.9,15.7,15.3,10,99,99
2014,1,7,10,50,303,3.2,4.5,0.67,14.81,6.98,305,1018.7,15.7,15.3,9.2,99,99
2014,1,7,11,50,341,3.2,4.1,0.63,14.81,6.16,300,1018.5,15.2,15.2,5.7,99,99
2014,1,7,12,50,338,2.2,2.6,0.66,14.81,6.33,224,1018.3,14.9,15.2,7.3,99,99
2014,1,7,13,50,338,4,4.6,0.65,14.81,6.38,289,1018.7,14.9,15.3,8.4,99,99
2014,1,7,14,50,5,2.4,2.9,0.7,13.79,6.6,223,1018.9,14.8,15.3,8.6,99,99
2014,1,7,15,50,48,3.1,3.6,0.7,12.9,6.23,266,1018.7,14.9,15.2,10.7,99,99
2014,1,7,16,50,331,1.8,2.2,0.68,13.79,5.84,242,1020,15.3,15.2,11,99,99
2014,1,7,17,50,11,3,3.6,0.76,13.79,6.35,283,1020.4,15.2,15.3,9,99,99
2014,1,7,18,50,58,3,3.4,0.76,13.79,6.45,280,1019.8,15.3,15.4,7.4,99,99
2014,1,7,19,50,38,1.6,2,0.83,13.79,6.41,329,1019.2,15.5,15.6,9.5,99,99
2014,1,7,20,50,43,1.2,1.7,0.83,13.79,6.47,294,1017.9,15.6,15.7,9.4,99,99
2014,1,7,21,50,356,0.8,1.1,0.86,13.79,7.15,244,1018,15.9,15.8,8.6,99,99
2014,1,7,22,50,63,0.3,0.6,0.78,13.79,6.29,261,1017.7,16.4,16,8.7,99,99
2014,1,7,23,50,81,0.6,1.1,0.79,13.79,6.59,284,1017.6,15.5,16,9.4,99,99
2014,1,8,0,50,254,2.3,2.7,0.86,13.79,6.93,262,1017.7,15.4,15.8,10,99,99
2014,1,8,1,50,210,1.3,1.6,0.8,12.9,6.58,251,1017.6,15.3,15.6,11,99,99
2014,1,8,2,50,128,0.7,1.2,0.71,13.79,6.2,253,1017.6,15.2,15.5,11.3,99,99
2014,1,8,3,50,175,0.4,1,0.83,12.9,6.61,230,1017.9,15.1,15.5,12.1,99,99
2014,1,8,4,50,122,0.7,1.1,0.95,13.79,7.11,271,1018.2,15.1,15.4,12.8,99,99
2014,1,8,5,50,24,0.6,1.3,0.91,12.12,6.43,273,1018.4,15.1,15.5,12.1,99,99
2014,1,8,6,50,274,1.9,2.4,0.99,12.9,6.42,257,1018.4,15.7,15.6,9.8,99,99
2014,1,8,7,50,294,4.5,5.2,1.14,12.9,6.74,257,1017.9,15.7,15.5,10.9,99,99
2014,1,8,8,50,252,2.4,3.4,1.26,12.12,6.1,266,1017.9,15.4,15.4,11.6,99,99
2014,1,8,9,50,280,2.7,3.3,1.12,12.9,5.66,273,1017.9,15.3,15.4,11.9,99,99
2014,1,8,10,50,354,3.2,4.5,1.18,12.9,5.59,271,1017.5,15.2,15.4,11.5,99,99
2014,1,8,11,50,355,4.3,4.8,1.2,6.25,5.52,264,1017.5,14.7,15.4,11.8,99,99
2014,1,8,12,50,355,3.1,4.5,1.12,6.25,5.52,258,1016.9,14.8,15.4,11.9,99,99
2014,1,8,13,50,16,3.8,4.7,1.27,12.9,6.15,278,1017.1,14.4,15.4,11.1,99,99
2014,1,8,14,50,68,2.7,3.5,1.22,11.43,5.96,265,1017.4,14.2,15.3,12,99,99
2014,1,8,15,50,46,1,1.5,1.19,12.9,6.02,276,1018.2,14.3,15.2,12.4,99,99
2014,1,8,16,50,24,1.5,2.1,1.19,12.9,5.84,285,1019.1,14.1,15.2,12.5,99,99
2014,1,8,17,50,44,3.2,3.9,1.04,12.12,5.71,272,1020,13.1,15.3,12.2,99,99
2014,1,8,18,50,43,1.7,2.4,0.95,12.12,5.94,292,1019.5,13.2,15.4,12.4,99,99
2014,1,8,19,50,39,2.4,3.3,0.94,12.12,6.15,291,1018.3,12.5,15.5,11.9,99,99
2014,1,8,20,50,64,3,3.7,0.91,12.12,6.08,273,1017.2,12.8,15.5,12.2,99,99
2014,1,8,21,50,53,1.9,2.3,0.86,12.12,6,276,1016.9,12.9,15.6,12.4,99,99
2014,1,8,22,50,76,1.7,2.2,0.94,12.12,6.33,273,1016.6,13.2,15.6,12.7,99,99
2014,1,8,23,50,199,0.1,0.4,0.88,11.43,5.9,269,1016.7,13.5,15.6,13,99,99
2014,1,9,0,50,195,3.2,4,0.85,11.43,5.56,281,1016.5,12.8,15.6,12.5,99,99
2014,1,9,1,50,192,1.9,2.4,0.93,11.43,5.9,263,1016.9,13.1,15.5,12.8,99,99
2014,1,9,2,50,197,2.3,2.9,1.04,11.43,5.86,266,1017.4,13.4,15.5,13.2,99,99
2014,1,9,3,50,101,1.3,1.8,1.24,11.43,6.05,254,1017.3,13.5,15.5,13.3,99,99
2014,1,9,4,50,51,1.8,2.2,1.26,6.25,5.87,262,1017.8,14,15.4,13.3,99,99
2014,1,9,5,50,35,2,2.4,1.09,6.25,5.56,258,1018,14.3,15.5,12.8,99,99
2014,1,9,6,50,82,2.1,2.6,1.09,11.43,6.03,274,1018.1,14.8,15.5,11.7,99,99
2014,1,9,7,50,59,3,3.8,1.02,10.81,5.62,260,1017.7,14.8,15.4,11.3,99,99
2014,1,9,8,50,75,4.5,5.5,0.97,12.12,5.85,262,1017.2,14.5,15.4,11.7,99,99
2014,1,9,9,50,75,4.2,5.3,1.02,10.81,5.96,264,1017.1,14.5,15.4,12.3,99,99
2014,1,9,10,50,98,4.1,4.9,1.06,12.12,6.05,252,1017.3,13.4,15.3,12.5,99,99
2014,1,9,11,50,97,2.9,3.6,1.05,10.81,6.34,262,1017,13.4,15.3,12.2,99,99
2014,1,9,12,50,46,2.2,2.8,0.96,10,6.35,248,1017.3,14.1,15.3,11.1,99,99
2014,1,9,13,50,89,1.3,2.3,0.9,10,6.44,276,1017.1,14,15.3,10.7,99,99
2014,1,9,14,50,93,1.9,3.6,0.89,11.43,6.5,254,1017.3,13.9,15.3,10.7,99,99
2014,1,9,15,50,42,1.6,2.9,0.84,8.33,6.15,265,1018.3,13.9,15.3,10.6,99,99
2014,1,9,16,50,48,1.3,2.2,0.8,10,6.39,262,1019.2,14,15.3,10.5,99,99
2014,1,9,17,50,249,0.4,1.1,0.82,16,6.33,68,1019.6,14.3,15.4,10.3,99,99
2014,1,9,18,50,277,2.2,3.7,0.81,8.33,6.16,262,1019.2,13.9,15.5,10.3,99,99
2014,1,9,19,50,256,1.9,2.5,0.85,16,6.38,193,1017.8,14.2,15.5,10.3,99,99
2014,1,9,20,50,267,3.1,3.9,0.8,16,6.13,248,1016.8,14.4,15.6,10.1,99,99
2014,1,9,21,50,219,1.9,2.5,0.81,16,6.07,312,1015.8,14.6,15.7,10.1,99,99
2014,1,9,22,50,182,1.5,1.9,0.82,10.81,6.01,267,1015.6,14.8,15.7,10.4,99,99
2014,1,9,23,50,249,2.2,3,0.84,14.81,5.85,291,1015.7,15.2,15.7,10.6,99,99
2014,1,10,0,50,283,3,3.7,0.91,16,6.08,298,1015.1,15.2,15.7,10,99,99
2014,1,10,1,50,271,3.4,4.5,1.07,5.88,6.06,263,1014.8,14.8,15.6,10.8,99,99
2014,1,10,2,50,316,4.7,5.9,1.24,7.69,6.14,259,1015.5,15.5,15.5,11.6,99,99
2014,1,10,3,50,333,6.3,7.3,1.51,8.33,5.38,260,1016,15.5,15.5,12.1,99,99
2014,1,10,4,50,359,4.8,5.9,1.36,5.88,5.23,271,1016.7,15.2,15.5,12.5,99,99
2014,1,10,5,50,5,2.7,3.3,1.19,7.69,5.36,267,1016.9,15.1,15.5,12.1,99,99
2014,1,10,6,50,142,0.5,1.9,1.14,6.25,5.48,269,1017.2,15.1,15.4,12.9,99,99
2014,1,10,7,50,8,1,1.4,1.09,9.09,5.65,261,1017.3,15,15.4,13.1,99,99
2014,1,10,8,50,350,2.5,3,1.11,14.81,5.88,242,1017.6,15,15.4,13.6,99,99
2014,1,10,9,50,50,1.8,2.4,1.05,14.81,6.03,267,1017.3,14.8,15.4,13,99,99
2014,1,10,10,50,20,1.1,1.8,1.09,10,6.34,285,1017.1,14.8,15.3,12.8,99,99
2014,1,10,11,50,65,1.2,1.7,1.07,14.81,6.47,277,1017.2,14.7,15.3,13,99,99
2014,1,10,12,50,131,0.9,1.4,1.03,14.81,6.53,256,1017.1,14.5,15.3,13,99,99
2014,1,10,13,50,128,2.7,3.6,1,14.81,6.52,270,1017.2,14.6,15.3,12.6,99,99
2014,1,10,14,50,180,2.6,3.3,0.99,14.81,6.88,265,1017.9,14.4,15.2,13,99,99
2014,1,10,15,50,144,2.3,2.7,1.08,14.81,7.02,235,1018.7,14.5,15.2,12.8,99,99
2014,1,10,16,50,145,2.1,2.6,1.09,14.81,6.84,267,1019.7,15,15.2,13,99,99
2014,1,10,17,50,139,2.7,3.5,1.15,14.81,6.94,263,1020.1,15,15.2,12.8,99,99
2014,1,10,18,50,140,3.1,3.7,1.12,14.81,7.05,277,1019.8,14.9,15.4,13,99,99
2014,1,10,19,50,157,2.7,3.3,1.19,13.79,7.14,251,1018.9,15,15.7,13,99,99
2014,1,10,20,50,159,3,3.7,1.15,13.79,6.93,270,1017.7,15.1,15.8,13.1,99,99
2014,1,10,21,50,171,2.7,3.3,1.11,14.81,6.66,244,1016.8,15.4,15.7,13.2,99,99
2014,1,10,22,50,192,2.3,2.7,1.08,13.79,6.5,266,1016.7,15.6,15.7,12.3,99,99
2014,1,10,23,50,165,2.2,2.7,1.1,13.79,6.73,250,1016.7,15.7,15.7,11.9,99,99
2014,1,11,0,50,200,2.1,2.6,1.04,14.81,6.8,254,1016.9,15.3,15.4,12.1,99,99
2014,1,11,1,50,177,1.1,1.4,1.05,13.79,6.99,264,1017,15.1,15.5,12.4,99,99
2014,1,11,2,50,81,2.3,3.3,1.06,12.9,6.97,242,1017.6,15.1,15.6,12.8,99,99
2014,1,11,3,50,109,3.6,4.4,1.06,13.79,7.7,256,1017.9,15,15.6,12.3,99,99
2014,1,11,4,50,130,4.6,5.4,0.91,12.12,7.38,252,1018.3,15.1,15.6,12.2,99,99
2014,1,11,5,50,149,3.8,4.4,1,13.79,8.44,236,1018.7,15,15.4,13,99,99
2014,1,11,6,50,148,2.1,2.9,1.02,13.79,8.28,236,1018.9,15,15.4,13,99,99
2014,1,11,7,50,79,1.2,1.6,1,12.12,7.85,258,1019.1,14.8,15.4,12.5,99,99
2014,1,11,8,50,94,1.9,2.4,1.02,13.79,7.91,233,1019.1,14.8,15.4,12.4,99,99
2014,1,11,9,50,88,3.1,3.6,1.07,13.79,8.02,262,1019.2,14.8,15.4,13.5,99,99
