#YY,MM,DD,hh,mm,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
#yr,mo,dy,hr,mn,degT,m/s,m/s,m,sec,sec,deg,T   hPa,degC,degC,degC,mi,ft
2014,3,3,20,50,273,3.4,4.3,1.49,10.81,7.63,270,1018.6,14.5,15.4,10.7,99,99
2014,3,3,21,50,271,4.4,5.4,1.32,10.81,7.46,263,1018.2,14.4,15.4,11.5,99,99
2014,3,3,22,50,283,5.9,6.9,1.28,10,7.1,272,1017.7,14.5,15.3,11.1,99,99
2014,3,3,23,50,277,6.2,7.3,1.33,10,6.63,268,1017.3,14.3,15.4,11.7,99,99
2014,3,4,0,50,288,6.3,7.5,1.36,9.09,6.3,273,1016.9,14.3,15.3,11.7,99,99
2014,3,4,1,50,286,6.7,8,1.39,9.09,6.03,271,1017.4,14.6,15.2,11.6,99,99
2014,3,4,2,50,284,5.1,6,1.35,9.09,6.07,269,1017.8,14.6,15.1,12.1,99,99
2014,3,4,3,50,288,6.8,8,1.46,11.43,5.71,275,1017.7,14.1,15.1,12.1,99,99
2014,3,4,4,50,292,3.7,4.3,1.5,12.12,5.54,270,1017.4,14.1,15.1,12.3,99,99
2014,3,4,5,50,314,1.8,2.5,1.39,12.12,5.65,275,1017.3,14.2,15,12.1,99,99
2014,3,4,6,50,276,5,6,1.37,10.81,5.51,267,1018,14.5,15,12.3,99,99
2014,3,4,7,50,299,2.7,3.2,1.35,11.43,5.66,244,1017.1,14.5,15,12.3,99,99
2014,3,4,8,50,293,1.3,2,1.36,9.09,5.88,255,1017.1,14.6,15,11.8,99,99
2014,3,4,9,50,286,3.9,4.6,1.3,10.81,6.04,271,1017.1,14.6,15,11.8,99,99
2014,3,4,10,50,283,2.5,3.1,1.33,9.09,6.08,248,1016.9,14.5,15,11.8,99,99
2014,3,4,11,50,279,0.2,0.5,1.3,10.81,5.75,259,1016.3,14.2,15,12,99,99
2014,3,4,12,50,195,1.6,2.1,1.44,19.05,6.09,282,1015.6,14.2,15,12,99,99
2014,3,4,13,50,262,0.9,2,1.36,10,6,263,1016.2,14.2,15,11.6,99,99
2014,3,4,14,50,336,0.9,1.7,1.44,6.67,6.11,259,1016.7,14.8,15,10.9,99,99
2014,3,4,15,50,322,6.3,7.4,1.5,6.67,5.92,260,1016.6,14.6,15.1,11.4,99,99
2014,3,4,16,50,309,7.6,9,1.51,6.67,5.83,264,1016.5,14.9,15.1,11.3,99,99
2014,3,4,17,50,310,7.9,9.2,1.55,6.25,5.69,260,1017.2,15.3,15.1,11,99,99
2014,3,4,18,50,320,4.5,5.7,1.52,5.88,5.56,264,1017.2,14.9,15.2,11.4,99,99
2014,3,4,19,50,330,2.8,3.6,1.5,17.39,5.79,279,1016.9,15.1,15.3,12,99,99
2014,3,4,20,50,335,2.8,3.9,1.41,5.88,5.74,262,1016.2,15.4,15.5,12.2,99,99
2014,3,4,21,50,305,2.9,4.1,1.34,19.05,5.96,273,1015.6,15.7,15.6,12.8,99,99
2014,3,4,22,50,289,3.5,4.4,1.44,5.88,6.11,265,1015.2,15.5,15.7,13,99,99
2014,3,4,23,50,297,3.9,4.9,1.52,5.56,5.85,264,1015,15.4,15.6,13.3,99,99
2014,3,5,0,50,288,5.1,6.5,1.64,17.39,6.09,289,1014.6,15.5,15.5,13.1,99,99
2014,3,5,1,50,282,7.6,9.3,1.78,17.39,6.14,277,1014.6,15,15.4,13.5,99,99
2014,3,5,2,50,286,5,6.2,1.68,17.39,5.79,283,1015.3,14.7,15.3,13.5,99,99
2014,3,5,3,50,282,1.8,2.5,1.76,17.39,6.12,230,1016.4,14.9,15.3,13.7,99,99
2014,3,5,4,50,259,1.1,1.8,1.73,16,6.2,266,1016.7,14.7,15.3,13.3,99,99
2014,3,5,5,50,288,0.3,0.7,2.04,16,6.63,285,1017,14.7,15.3,13.5,99,99
2014,3,5,6,50,354,4.9,5.6,2.14,17.39,6.85,272,1017,14.8,15.3,13.5,99,99
2014,3,5,7,50,351,4.5,5.4,2.14,14.81,7.3,274,1016.9,14.5,15.2,13.3,99,99
2014,3,5,8,50,16,2.1,2.7,1.85,16,7.33,269,1017.2,14.9,15.3,13.5,99,99
2014,3,5,9,50,63,2.5,3.8,1.71,17.39,7.85,267,1017.1,15,15.3,13.5,99,99
2014,3,5,10,50,39,2.9,4.4,1.71,16,7.84,264,1016.6,14.9,15.4,13.2,99,99
2014,3,5,11,50,42,1.9,3.6,1.95,17.39,8.64,273,1016.6,14.8,15.4,13,99,99
2014,3,5,12,50,112,2.1,3.4,2.01,16,9,271,1016.7,14.9,15.5,13,99,99
2014,3,5,13,50,78,1.6,3.2,1.7,16,8.08,280,1017.1,14.8,15.5,13,99,99
2014,3,5,14,50,59,1,2.5,1.84,16,8.71,269,1017.8,14.8,15.5,13,99,99
2014,3,5,15,50,57,1.6,2.7,1.77,14.81,7.98,274,1018.3,15.1,15.5,13,99,99
2014,3,5,16,50,309,2.7,3.8,2.16,16,9.01,274,1019.1,15.1,15.6,13,99,99
2014,3,5,17,50,325,1.1,2,1.93,16,7.88,278,1018.6,15.2,15.6,12.7,99,99
2014,3,5,18,50,349,0.3,1.4,1.75,16,7.67,262,1018.7,15.1,15.7,12.4,99,99
2014,3,5,19,50,265,3,4.6,1.8,16,8.23,258,1018.7,14.9,15.8,12.8,99,99
2014,3,5,20,50,277,4.4,5.6,1.6,14.81,7.94,250,1017.9,14.3,15.8,12.5,99,99
2014,3,5,21,50,286,5.1,6.2,1.53,14.81,8.5,267,1017.2,14.1,15.7,12.3,99,99
2014,3,5,23,50,314,5.3,6.8,1.6,13.79,8.35,280,1016.8,14.1,15.7,12.7,99,99
2014,3,6,0,50,271,3.5,4.7,1.54,14.81,8.2,262,1016.6,14.3,15.7,12.7,99,99
2014,3,6,1,50,267,2.4,3,1.57,14.81,8.42,254,1016.5,14.3,15.6,12.9,99,99
2014,3,6,2,50,288,2.1,3,1.34,12.9,7.7,267,1016.9,14.4,15.6,12.8,99,99
2014,3,6,4,50,281,3.9,4.9,1.54,12.9,7.25,250,1017,15.1,15.5,13.3,99,99
2014,3,6,5,50,274,4.3,5.2,1.45,14.81,6.9,271,1016.5,15.1,15.5,13.2,99,99
2014,3,6,6,50,263,3.8,4.8,1.64,12.9,7.23,251,1016.9,15,15.5,13.2,99,99
2014,3,6,7,50,315,0.8,1.3,1.57,12.9,6.58,263,1016.6,15,15.5,13.3,99,99
2014,3,6,8,50,246,1.6,2.2,1.62,12.9,7.54,263,1017.2,15,15.5,13.5,99,99
2014,3,6,9,50,223,0.7,1.2,1.46,13.79,7.27,258,1017,15,15.6,13.7,99,99
2014,3,6,10,50,210,1.7,2.5,1.54,16,7.71,256,1016.7,15,15.5,13.9,99,99
2014,3,6,11,50,351,0.5,0.9,1.59,14.81,8.41,260,1016.7,15,15.5,13.8,99,99
2014,3,6,12,50,95,1.5,2.3,1.44,14.81,7.58,254,1016.6,14.9,15.5,13.6,99,99
2014,3,6,13,50,130,1.1,1.5,1.67,13.79,7.57,256,1017.3,15.3,15.5,13.4,99,99
2014,3,6,14,50,336,2.4,3.4,1.72,12.12,7.63,266,1017.7,16,15.5,13.1,99,99
2014,3,6,15,50,217,1.1,1.7,1.66,12.12,6.65,252,1018,16.2,15.5,13.4,99,99
2014,3,6,16,50,336,3.2,4.9,1.5,13.79,6.39,270,1018.2,15.8,15.6,13.6,99,99
2014,3,6,17,50,323,4.4,5.5,1.71,14.81,6.54,246,1018.4,15.8,15.7,13.7,99,99
2014,3,6,18,50,15,2.5,3.3,1.47,12.12,6.24,267,1017.8,15.7,15.8,13.6,99,99
2014,3,6,19,50,348,0.4,0.8,1.63,14.81,6.52,262,1017.9,15.8,16.1,13.5,99,99
2014,3,6,20,50,163,0.9,1.5,1.4,13.79,6.18,282,1016.5,16.2,16.3,13.6,99,99
2014,3,6,21,50,242,1.7,2.4,1.4,13.79,7.01,245,1015.7,16.5,17,14,99,99
2014,3,6,22,50,273,6.6,7.7,1.42,13.79,7.24,257,1014.8,16.5,16.9,14,99,99
2014,3,6,23,50,286,7.5,9.2,1.62,12.9,6.63,279,1014.3,16,16.3,13.2,99,99
2014,3,7,0,50,279,8.5 1,0.3,1.79,13.79,5.94,258,1014,15.5,15.9,12.7,99,99
2014,3,7,1,50,283,6.6,7.8,2.08,6.25,6.03,274,1014.3,15.5,15.5,12.2,99,99
2014,3,7,2,50,342,2.7,4.1,1.92,6.25,5.91,273,1014.7,15.9,15.4,11.5,99,99
2014,3,7,3,50,304,8,9.5,2.11,7.14,5.94,270,1014.2,16.8,15.4,10.3,99,99
2014,3,7,4,50,298,9.7 1,1.8,2.06,5.88,5.66,278,1014.2,16.4,15.3,10.2,99,99
2014,3,7,5,50,323,7.1,8.7,1.98,7.69,5.73,262,1014.9,16.2,15.3,10.8,99,99
2014,3,7,6,50,334,5.1,6.1,2.02,13.79,6.06,305,1015.1,15.9,15.4,11.6,99,99
2014,3,7,7,50,343,4.6,5.6,1.91,7.14,6.08,262,1015,15.9,15.4,11.6,99,99
2014,3,7,8,50,286,4.3,5.3,1.83,13.79,6.23,268,1014.8,16.1,15.5,11.4,99,99
2014,3,7,9,50,301,4.9,6.9,1.74,14.81,6.25,294,1014.3,15.8,15.5,11.7,99,99
2014,3,7,10,50,311,6.5,7.6,1.71,14.81,6.62,284,1013.6,15.6,15.6,12.4,99,99
2014,3,7,11,50,347,4.8,5.6,1.82,16,6.79,289,1013.7,15.5,15.5,12.7,99,99
2014,3,7,12,50,323,3.8,4.6,1.85,12.9,6.88,254,1013.9,15.6,15.5,12.3,99,99
2014,3,7,13,50,310,3.9,4.7,1.83,13.79,7.14,271,1014.5,15.6,15.5,11.3,99,99
2014,3,7,14,50,258,3.6,5.1,1.83,13.79,7.07,240,1014.6,15.4,15.5,12.1,99,99
2014,3,7,15,50,310,3.8,4.8,1.69,12.9,6.95,260,1015.3,15.6,15.6,11,99,99
2014,3,7,16,50,302,3.7,4.5,1.8,12.9,6.9,267,1016,15.1,15.6,12.1,99,99
2014,3,7,17,50,315,4.4,5.2,1.83,12.12,7.19,271,1016.3,15.7,15.7,11.5,99,99
2014,3,7,18,50,344,2.2,3.1,1.98,14.81,7.41,259,1016,16,15.8,11.2,99,99
2014,3,7,19,50,289,2.1,3.5,1.89,13.79,7.02,270,1015.7,16,15.9,11.1,99,99
2014,3,7,20,50,283,2.7,3.7,1.89,13.79,7.28,268,1014.6,15.9,16,11.6,99,99
2014,3,7,21,50,277,4.3,5.4,2.01,13.79,7.78,255,1014.1,16.1,16.2,12,99,99
2014,3,7,22,50,299,4.8,5.8,1.71,12.9,7.58,273,1013.3,16.1,16.2,12.9,99,99
2014,3,7,23,50,297,4,4.9,1.94,12.9,8.03,275,1013.2,16.3,16.1,12.9,99,99
2014,3,8,0,50,307,5,7.1,1.82,14.81,7.44,259,1013,16.8,16.1,12.1,99,99
2014,3,8,1,50,310,5.1,5.9,1.87,13.79,6.85,269,1013.1,16.2,16,13.2,99,99
2014,3,8,2,50,320,2.8,3.7,1.8,14.81,6.51,259,1013.5,16,15.8,13.1,99,99
2014,3,8,3,50,326,2.1,2.8,2.06,13.79,7.21,288,1013.6,15.9,15.8,13,99,99
2014,3,8,4,50,325,6.1,6.9,1.87,12.9,6.91,270,1013.8,16.3,15.7,11.9,99,99
2014,3,8,5,50,313,6.3,8.1,1.88,13.79,6.76,284,1013.9,16.3,15.6,11.7,99,99
2014,3,8,6,50,327,6,7.1,1.87,12.9,6.83,261,1013.9,16.6,15.6,11.6,99,99
2014,3,8,7,50,340,7.8,9.3,2.21,13.79,7.5,277,1014.1,16.3,15.5,11.8,99,99
2014,3,8,8,50,342,7.5,8.9,1.9,12.12,6.45,285,1014.1,15.8,15.5,12.4,99,99
2014,3,8,9,50,343,6.6,7.7,1.88,11.43,6.38,263,1014,15.6,15.6,12.7,99,99
2014,3,8,10,50,346,4.9,5.8,1.9,13.79,7.25,267,1014.1,16,15.6,12.2,99,99
2014,3,8,11,50,339,2.8,3.4,1.8,14.81,7.74,260,1014.6,16.3,15.7,11.9,99,99
2014,3,8,12,50,343,2.9,3.3,1.77,13.79,7.78,260,1015.3,16.5,15.8,12,99,99
2014,3,8,13,50,338,1.6,2,1.76,12.9,8.03,263,1015.8,16.9,15.8,11.3,99,99
2014,3,8,14,50,359,1,1.6,1.72,12.12,7.9,264,1016.8,17.3,15.8,10.2,99,99
2014,3,8,15,50,331,0.8,1.3,1.79,12.12,8.17,253,1017.9,17.8,15.9,9.1,99,99
2014,3,8,16,50,65,0.6,1.5,1.7,12.9,8.05,259,1018.5,18.4,16,7.7,99,99
2014,3,8,17,50,206,0.3,0.7,1.8,12.9,7.97,256,1018.9,18.3,16.2,8.8,99,99
2014,3,8,18,50,272,1.6,2.2,99,99,99,999,1018.9,18.6,16.4,10.5,99,99
2014,3,8,19,50,222,1.8,2.3,1.55,12.9,7.55,255,1018.9,18.8,16.9,12.2,99,99
2014,3,8,20,50,243,3.9,4.7,1.5,12.12,7.61,257,1018.3,19.4,17.7,9.9,99,99
2014,3,8,21,50,243,6.5,7.3,1.43,12.9,7.86,234,1017.8,19.6,17.3,8.6,99,99
2014,3,8,22,50,260,3.6,4.2,1.44,12.12,8.17,260,1017.3,18.9,17.2,11.2,99,99
2014,3,8,23,50,284,4.7,5.5,1.41,11.43,8.51,265,1017.3,18.8,17,11.5,99,99
2014,3,9,0,50,302,4,4.8,1.46,12.9,8.52,259,1017.4,17.8,16.7,12.9,99,99
2014,3,9,1,50,302,4.2,5,1.29,11.43,8.39,270,1017.7,17.3,16.8,12.8,99,99
2014,3,9,4,50,332,4.8,5.5,1.18,11.43,7.41,258,1018.8,16.6,16.2,11.8,99,99
2014,3,9,5,50,332,3.8,4.3,1.15,12.9,7.87,254,1019.1,16.9,16,11.7,99,99
2014,3,9,6,50,336,4.5,5.3,1.14,12.12,7.49,264,1019.1,16.5,16.1,11.4,99,99
2014,3,9,7,50,343,3.3,3.7,1.1,12.12,7.57,275,1019.3,16.3,16,12.2,99,99
2014,3,9,8,50,9,3.1,3.9,1.2,11.43,7.64,262,1019.5,16.7,15.7,11.9,99,99
2014,3,9,9,50,72,2.4,3.3,1.14,11.43,7.81,259,1019.4,17.1,15.8,11.7,99,99
2014,3,9,10,50,78,4.9,6.2,1.06,11.43,7.94,255,1019,17.6,15.8,10.6,99,99
2014,3,9,11,50,88,4.6,5.7,1.11,12.9,8.31,236,1018.7,17.7,15.8,10.3,99,99
2014,3,9,12,50,98,3.8,4.8,1.08,11.43,8.23,250,1018.9,18,16,9.9,99,99
2014,3,9,13,50,84,3.3,3.9,1.07,12.12,8.42,250,1019.1,17.4,16.1,10.9,99,99
2014,3,9,14,50,95,5.8,6.7,1.1,10.81,7.99,256,1019.4,18.2,16.1,8.6,99,99
2014,3,9,15,50,94,4.9,5.6,0.98,12.12,6.95,250,1019.9,18,16.1,9.2,99,99
2014,3,9,16,50,93,3.9,4.9,1.03,11.43,7.87,250,1020.4,17.7,16.1,10.8,99,99
2014,3,9,17,50,84,3.3,3.8,1.03,11.43,7.82,227,1020.7,17.7,16.2,10.8,99,99
2014,3,9,18,50,100,1.7,2.2,0.87,10,7.25,247,1020.9,18.2,16.6,11.1,99,99
2014,3,9,19,50,91,1.4,1.9,0.93,10.81,7.15,253,1020.5,18.6,17,11.7,99,99
2014,3,9,20,50,209,3.8,4.6,0.98,10.81,7.6,267,1020,18.8,17.4,13.2,99,99
2014,3,9,21,50,234,3,3.6,0.86,10.81,7.51,255,1019.3,18.3,17.6,12.2,99,99
2014,3,9,22,50,254,2.2,2.5,0.87,11.43,7.9,263,1018.8,19.3,18,11.5,99,99
2014,3,9,23,50,270,3.1,3.4,0.88,11.43,8.26,235,1018.5,19.3,18,12.8,99,99
2014,3,10,0,50,294,4.3,4.9,0.83,12.12,8.38,258,1018.2,18.4,17.4,13.1,99,99
2014,3,10,1,50,311,4.6,5.2,0.8,11.43,8.51,271,1018,17.7,17.4,12.1,99,99
2014,3,10,2,50,326,6.1,7,0.7,12.9,8.06,235,1017.8,18.3,16.8,10.2,99,99
2014,3,10,3,50,324,4.6,5.1,0.88,11.43,8.5,261,1018,18.3,16.5,9.7,99,99
2014,3,10,4,50,320,4.4,5.5,0.78,10.81,8.27,275,1018.2,18.1,16.5,9.9,99,99
2014,3,10,5,50,323,3.9,4.5,0.89,10.81,9.06,279,1018.4,17.6,16.4,11.3,99,99
2014,3,10,6,50,333,4.4,5.1,0.82,10.81,8.89,271,1018.3,17.1,16.4,11.7,99,99
2014,3,10,7,50,333,5.5,6.7,0.87,10.81,8.56,256,1017.9,16.9,16.4,11.2,99,99
2014,3,10,8,50,326,5.2,6.6,1.01,11.43,7.39,273,1017.8,16.8,16.4,11,99,99
2014,3,10,9,50,327,4.3,4.9,1,11.43,6.81,290,1017.3,16.3,16.3,11.4,99,99
2014,3,10,10,50,323,3.9,4.4,1.03,11.43,7.65,270,1016.7,16.1,16.4,11.7,99,99
2014,3,10,11,50,305,2.6,3.2,1.07,11.43,7.85,256,1016.4,16.3,16.5,11.7,99,99
2014,3,10,12,50,297,3.1,4,1.01,16,7.01,278,1016.5,16.4,16.3,11.3,99,99
2014,3,10,13,50,296,3.4,4.3,1.08,11.43,7.5,270,1017,16.3,16.2,10,99,99
2014,3,10,14,50,313,3.7,4.3,1.03,11.43,7.41,273,1017.5,16,16.2,11.4,99,99
2014,3,10,15,50,294,3.8,4.6,1.17,11.43,7.92,263,1018.2,15.8,16.2,12.5,99,99
2014,3,10,16,50,302,3.8,4.5,1.14,11.43,7.74,269,1018.6,15.6,16.3,12.7,99,99
2014,3,10,17,50,295,3.7,4.4,1.15,11.43,7.47,267,1018.9,15.7,16.4,12.5,99,99
2014,3,10,18,50,263,2,2.6,1.01,11.43,6.65,257,1018.5,16.2,16.5,11.8,99,99
2014,3,10,19,50,232,2.6,3.1,1.07,10.81,7.01,260,1018,16.3,16.8,12.3,99,99
2014,3,10,20,50,256,4.3,5.4,1.13,14.81,6.92,280,1017.3,16.2,16.8,11.9,99,99
2014,3,10,21,50,220,4,4.7,1.13,14.81,6.55,229,1016.4,16.2,16.8,12.2,99,99
2014,3,10,22,50,252,4.7,5.8,1.18,10.81,7.09,267,1015.9,16.4,16.9,12,99,99
2014,3,10,23,50,260,3.9,4.6,1.07,12.12,6.96,250,1015.3,16.7,16.8,12.2,99,99
2014,3,11,0,50,342,2.5,3.1,1.23,14.81,7.16,274,1015.3,16.4,16.6,12.6,99,99
2014,3,11,1,50,221,0.6,1.5,1.31,12.12,7.56,276,1015.1,16.3,16.8,12.3,99,99
2014,3,11,2,50,247,2,2.6,1.35,14.81,7.7,266,1015.1,16,16.7,13.1,99,99
2014,3,11,3,50,165,1.1,1.6,1.22,12.9,7.26,282,1015,15.9,16.5,13.3,99,99
2014,3,11,4,50,131,2,2.5,1.32,12.9,7.57,278,1015.2,16,16.4,13.8,99,99
2014,3,11,5,50,84,3.4,4.3,1.26,16,7.01,266,1015.2,16,16.4,13.9,99,99
2014,3,11,6,50,82,3,3.8,1.33,14.81,7.59,278,1015.3,16,16.5,14,99,99
2014,3,11,7,50,108,3.2,4,1.32,13.79,7.16,274,1015.1,16,16.4,13.6,99,99
2014,3,11,8,50,161,4,4.8,1.36,11.43,7.01,262,1014.6,15.7,16.4,13.8,99,99
2014,3,11,9,50,127,2.3,3.3,1.5,11.43,7.46,259,1014.4,15.9,16.4,13.5,99,99
2014,3,11,10,50,107,2.2,3.6,1.49,10,7.04,270,1014,15.7,16.4,13.5,99,99
2014,3,11,11,50,87,3.1,3.8,1.45,14.81,6.89,251,1013.7,15.5,16.4,13.8,99,99
2014,3,11,12,50,89,3.8,4.9,1.45,16,6.91,256,1013.8,15.5,16.4,13.9,99,99
2014,3,11,13,50,95,4,5.3,1.39,13.79,7.14,257,1014.2,15.4,16.5,13.5,99,99
2014,3,11,14,50,101,4,4.8,1.26,12.9,7.16,259,1014.6,15.4,16.4,13.5,99,99
2014,3,11,15,50,91,4.6,5.3,1.3,13.79,7.63,264,1015.2,15.5,16.4,13.4,99,99
2014,3,11,16,50,90,5,6.1,1.26,14.81,7.68,254,1015.2,15.6,16.5,13.6,99,99
2014,3,11,17,50,108,4.3,5.2,1.25,16,7.42,253,1015.5,15.8,16.5,13.6,99,99
2014,3,11,18,50,112,4.6,5.6,1.24,11.43,7.79,262,1015.4,15.9,16.5,13.4,99,99
2014,3,11,19,50,136,5.2,6.3,1.14,11.43,7.42,252,1014.9,16,16.4,13.6,99,99
2014,3,11,20,50,133,5.8,6.7,1.16,10.81,7.07,257,1014.1,16.3,16.5,13.7,99,99
2014,3,11,21,50,139,4.5,5.3,1.09,14.81,6.75,254,1013.4,16.3,16.5,14,99,99
2014,3,11,22,50,186,0.6,1.3,1.18,12.9,7.56,249,1013.3,16.7,16.5,14.3,99,99
2014,3,11,23,50,289,0.9,2.1,1.11,16,7.05,282,1013.3,17.2,16.7,14.3,99,99
2014,3,12,0,50,275,2.1,2.6,1.11,13.79,7.38,263,1013,16.3,16.8,14,99,99
2014,3,12,1,50,276,3.2,4.1,1.02,16,7.03,275,1013.2,15.9,16.6,14,99,99
2014,3,12,2,50,301,2.9,3.5,1.08,13.79,7.54,266,1013.4,15.8,16.5,14,99,99
2014,3,12,4,50,276,1.8,2.5,1.13,14.81,8.43,276,1014,15.8,16.4,14,99,99
2014,3,12,5,50,156,3,3.6,1.01,13.79,8.4,299,1014.3,15.7,16.5,14.1,99,99
2014,3,12,6,50,133,4.2,4.9,1.1,12.9,8.66,287,1014.7,15.4,16.5,13.4,99,99
2014,3,12,7,50,126,4.6,5.5,1.08,12.12,8.49,266,1014.8,15.3,16.5,13,99,99
2014,3,12,8,50,121,3.9,4.7,1.05,11.43,7.8,258,1014.9,15.3,16.5,12.9,99,99
2014,3,12,9,50,106,2.8,3.7,0.97,12.12,7.42,220,1014.6,15.2,16.4,12.9,99,99
2014,3,12,10,50,80,3.5,4.6,0.97,12.12,7.7,241,1014,15.2,16.5,12.8,99,99
2014,3,12,11,50,112,4.6,5.6,1.01,12.12,8.21,261,1013.8,15,16.5,12.9,99,99
2014,3,12,12,50,122,5.4,6.2,0.86,10.81,7.6,242,1014.1,15,16.5,12.8,99,99
2014,3,12,13,50,125,5.8,6.9,0.81,12.12,7.13,259,1014.7,15.1,16.3,12.9,99,99
2014,3,12,14,50,134,5.7,6.6,0.84,12.9,7.28,247,1015.2,15.2,16.2,12.8,99,99
2014,3,12,15,50,119,5.5,6.8,0.85,12.12,7.56,251,1015.4,15.5,16.2,12.7,99,99
2014,3,12,16,50,123,5.3,6.2,0.9,12.12,7.73,247,1015.9,16,16.2,11.9,99,99
2014,3,12,17,50,121,5.1,5.8,0.84,12.9,7.6,254,1015.9,16.2,16.3,11.5,99,99
2014,3,12,18,50,132,4,4.7,0.83,11.43,7.58,263,1015.7,16.3,16.4,11.6,99,99
2014,3,12,19,50,160,4.4,5.1,0.85,13.79,7.92,255,1015.4,16,16.5,12.8,99,99
2014,3,12,20,50,177,5,5.8,0.71,13.79,7.23,264,1014.5,16.2,16.6,12.8,99,99
2014,3,12,21,50,195,6.1,6.9,0.83,11.43,7.45,245,1013.9,16,16.6,13.2,99,99
2014,3,12,22,50,209,5.6,6.4,0.78,13.79,6.59,242,1013.3,15.9,16.5,13.2,99,99
2014,3,12,23,50,241,4.4,5.3,0.75,13.79,6.94,247,1012.9,15.8,16.5,13.2,99,99
2014,3,13,0,50,220,4.9,5.8,0.74,12.12,6.79,229,1013,15.6,16.4,12.7,99,99
2014,3,13,1,50,211,3.9,4.8,0.78,13.79,6.6,260,1013.4,15.4,16.3,12.5,99,99
2014,3,13,2,50,255,1.8,2.6,0.71,13.79,6.3,275,1013.6,15.2,16.3,12.5,99,99
2014,3,13,3,50,15,1.2,2.5,0.82,12.9,7.43,265,1014.1,15.1,16.3,12.2,99,99
2014,3,13,4,50,118,2,2.7,0.78,12.9,7.32,289,1014.5,15.3,16.3,11.9,99,99
2014,3,13,5,50,137,1.2,1.8,0.84,11.43,7.73,281,1014.6,15.2,16.3,12.1,99,99
2014,3,13,6,50,78,3.7,4.7,0.74,13.79,7.97,277,1014.8,15.6,16.3,11.7,99,99
2014,3,13,7,50,95,4.4,5.1,0.77,12.12,7.91,208,1014.5,15.5,16.3,11.3,99,99
2014,3,13,8,50,85,3.7,4.5,0.87,17.39,7.27,293,1014.4,15.3,16.3,10.7,99,99
2014,3,13,9,50,72,3.5,4,0.87,17.39,7.57,266,1013.9,15.1,16.3,10.5,99,99
2014,3,13,10,50,90,3.7,4.5,0.82,17.39,7.06,236,1013.5,15.1,16.3,10.8,99,99
2014,3,13,11,50,108,5.9,7.1,0.76,17.39,6.44,321,1013.1,14.8,16.3,10.9,99,99
2014,3,13,12,50,93,4.3,5.3,0.78,17.39,5.33,191,1013.3,14.9,16.3,9.8,99,99
2014,3,13,13,50,80,3.2,4.4,0.75,17.39,6.03,223,1013.7,14.9,16.2,10,99,99
2014,3,13,14,50,94,5,6,0.75,17.39,6.09,87,1013.7,15.1,16.1,10.1,99,99
2014,3,13,15,50,67,2.9,3.8,0.77,17.39,6.47,300,1014.6,15.5,16.2,9.5,99,99
2014,3,13,16,50,68,2.7,3.3,0.71,17.39,6.49,272,1015,15.6,16.2,9.8,99,99
2014,3,13,17,50,21,2.1,2.7,0.81,17.39,7.89,250,1015.1,15.7,16.4,10.3,99,99
2014,3,13,18,50,19,2.3,3.1,0.71,17.39,7.68,257,1014.8,15.5,16.6,10.8,99,99
2014,3,13,19,50,328,2,2.7,0.73,16,7.78,306,1014.8,15.4,16.8,10.5,99,99
2014,3,13,20,50,313,2.9,3.7,0.78,17.39,7.48,262,1014.2,15.2,16.9,11.4,99,99
2014,3,13,21,50,281,2.6,3.7,0.86,16,8.58,248,1013.7,15.5,17,11,99,99
2014,3,13,22,50,271,4.1,5,0.66,16,7.63,304,1013.5,15.6,17.1,11.4,99,99
2014,3,13,23,50,264,4.8,5.7,0.72,16,7.8,209,1013.4,15.8,17,11.5,99,99
2014,3,14,0,50,232,4.3,5.3,0.72,16,7.42,265,1013.4,15.7,16.7,11.7,99,99
2014,3,14,1,50,239,5.5,6.4,0.84,16,7.2,91,1013.5,15.3,16.3,11.8,99,99
2014,3,14,2,50,247,3.4,4.3,0.75,16,5.62,263,1013.8,15.3,16.1,12.5,99,99
2014,3,14,3,50,157,0.9,1.2,0.75,16,4.88,264,1014.6,15.4,16.1,12.8,99,99
2014,3,14,4,50,152,2.2,2.9,0.74,16,4.96,304,1015.1,15.4,16.1,12.8,99,99
2014,3,14,5,50,160,2.8,3.4,0.76,16,5.48,349,1015.7,15.5,16.1,13.1,99,99
2014,3,14,6,50,151,2.2,2.7,0.74,16,6.5,316,1016,15.4,16.2,13,99,99
2014,3,14,7,50,135,1.5,2.1,0.76,16,6.62,313,1016.1,15.5,16.2,12.8,99,99
2014,3,14,8,50,121,2,2.5,0.83,14.81,6.84,213,1016.2,15.4,16.3,12.7,99,99
2014,3,14,9,50,73,1.6,2.2,0.73,16,6.42,222,1016.3,15.3,16.2,12.3,99,99
2014,3,14,11,50,101,0.5,1,0.88,14.81,6.97,264,1016.2,15.1,16.3,12.6,99,99
2014,3,14,12,50,104,1.1,1.5,0.9,12.9,6.4,270,1016.5,15,16.3,12.7,99,99
2014,3,14,13,50,190,0.1,0.5,0.86,16,6.15,287,1017,14.8,16.3,12.6,99,99
2014,3,14,14,50,90,1.6,2.3,0.96,14.81,6.28,274,1017.5,15.2,16.3,12.6,99,99
2014,3,14,15,50,132,1.6,2.3,1.04,14.81,6.26,206,1018.2,15.6,16.2,12.3,99,99
