year,month,47N,46N,45N,44N,43N,42N,41N,40N,39N,38N,37N,36N,35N,34N,33N,32N,31N
2003,1,-0.786,-0.069,-0.534,-0.425,-0.756,-0.319,-0.944,0.189,-0.015,-0.013,0.043,0.459,0.193,0.32,0.303,0.379,0.211
2003,2,-0.139,-0.195,0.116,0.028,0.856,0.645,0.537,0.846,0.862,0.451,0.615,0.438,0.573,0.401,0.371,0.156,0.092
2003,3,-0.657,-0.144,-0.463,-0.501,-0.339,0.16,0.013,0.471,0.712,0.381,0.827,0.971,1.005,0.878,0.794,0.471,0.444
2003,4,-0.425,-0.002,-0.25,-0.29,-0.111,0.295,0.086,0.424,0.706,0.282,0.572,0.701,0.75,0.732,0.716,0.561,0.482
2003,5,0.168,0.191,0.454,0.165,1.005,1.192,0.95,1.492,1.722,1.179,1.447,1.484,1.335,0.848,0.534,0.437,0.204
2003,6,0.435,0.461,0.918,0.709,1.444,1.682,1.173,1.56,2.221,0.762,1.15,1.401,0.858,0.888,0.513,0.344,0.307
2003,7,0.346,0.406,0.68,0.549,1.184,1.479,1.305,2.179,1.78,0.548,0.641,1.183,0.503,0.501,0.317,0.213,0.144
2003,8,0.356,0.4,0.513,0.531,1.025,0.788,0.897,1.279,0.966,0.649,0.681,0.764,0.822,1.044,0.792,0.622,0.678
2003,9,0.227,0.376,0.501,0.543,0.781,0.806,0.69,0.854,0.81,0.632,0.49,0.65,0.471,0.572,0.611,0.433,0.409
2003,10,-0.183,-0.247,-0.318,-0.151,0.108,0.758,0.243,1.005,0.983,0.351,0.688,0.762,0.805,0.496,0.312,0.192,0.305
2003,11,0.003,0.135,-0.213,-0.156,0.097,0.108,-0.092,0.056,0.132,0.169,0.307,0.044,0.414,0.288,0.428,0.226,0.483
2003,12,-0.374,-0.313,-0.5,-0.493,-0.259,-0.576,-0.94,-0.46,-0.324,-0.066,-0.045,0.284,-0.018,0.123,0.269,0.19,0.223
2004,1,-0.134,-0.336,-0.336,-0.597,-0.091,-0.423,-0.877,-0.207,0.258,0.059,0.253,0.624,0.571,0.474,0.418,0.395,0.316
2004,2,-0.346,-0.046,-0.266,-0.455,-0.119,-0.369,-0.651,-0.016,0.111,-0.119,-0.208,0.084,0.201,0.38,0.574,0.375,0.328
2004,3,0.077,0.01,0.233,-0.069,0.668,1.4,1.027,1.255,1.58,0.969,1.228,1.044,1.121,0.79,0.55,0.496,0.471
2004,4,0.052,0.126,0.117,0.153,0.51,0.903,0.469,0.593,1.02,0.272,0.915,0.777,0.732,0.737,0.672,0.491,0.528
2004,5,0.086,0.115,0.279,0.184,0.548,0.992,0.616,1.138,1.87,0.919,1.132,1.211,0.958,1.225,0.972,0.833,0.767
2004,6,0.325,0.358,0.535,0.479,0.894,1.383,0.961,1.875,1.75,0.94,1.272,1.472,1.177,0.94,0.49,0.344,0.182
2004,7,0.351,0.438,0.486,0.668,1.119,1.038,1.432,1.455,1.161,0.604,0.459,0.653,0.637,0.705,0.555,0.594,0.667
2004,8,0.192,0.262,0.364,0.455,0.673,0.462,0.552,0.811,0.663,0.443,0.464,0.595,0.559,0.504,0.362,0.469,0.472
2004,9,0.309,0.4,0.404,0.565,0.946,0.912,1.253,1.176,1.396,1.13,1.034,0.705,0.716,0.529,0.43,0.441,0.523
2004,10,0.049,0.129,0.029,0.276,0.518,0.685,0.548,0.607,0.477,0.403,0.453,0.211,0.385,0.354,0.248,0.195,0.251
2004,11,0.232,0.262,0.576,0.397,0.689,0.736,1.2,0.976,1.17,0.879,0.574,0.534,0.62,0.352,0.372,0.403,0.03
2004,12,-0.25,0.008,-0.13,-0.059,0.351,0.077,0.74,0.449,0.154,-0.168,-0.139,-0.296,-0.143,0.031,0.132,0.13,0.25
2005,1,-0.454,-0.241,-0.362,-0.268,-0.228,-0.369,-0.612,-0.271,-0.349,-0.345,0.054,0.21,0.049,0.051,0.314,0.324,0.387
2005,2,0.08,0.034,0.299,0.155,0.558,0.169,-0.027,0.218,-0.051,-0.157,-0.153,-0.162,-0.007,0.019,0.167,0.022,0.389
2005,3,-0.214,0.07,-0.271,0.195,0.018,0.039,-0.203,0.287,0.472,0.463,0.655,0.583,0.739,0.513,0.481,0.64,0.595
2005,4,-0.037,0.002,0.146,-0.15,0.163,0.8,0.351,0.91,1.159,0.479,1.033,1.193,1.366,1.03,0.815,0.597,0.37
2005,5,-0.085,0.004,-0.019,-0.156,0.114,0.654,0.382,0.837,0.941,0.675,0.853,0.912,0.761,1.021,0.749,0.591,0.499
2005,6,0.305,0.259,0.539,0.218,1.145,1.301,1.082,1.451,1.865,1.131,1.575,0.906,0.901,1.309,0.843,0.672,0.608
2005,7,0.502,0.686,0.832,1.018,1.363,1.622,1.556,1.879,1.765,0.716,0.733,0.759,0.556,0.387,0.314,0.338,0.247
2005,8,0.373,0.618,0.539,0.585,0.906,0.97,1.353,1.321,1.386,0.565,0.602,0.491,0.326,0.375,0.224,0.24,0.218
2005,9,0.398,0.527,0.545,0.641,0.899,0.7,1.537,1.084,1.323,0.994,1.073,0.802,0.726,0.772,0.519,0.43,0.454
2005,10,-0.239,-0.118,-0.298,-0.096,0.078,-0.022,0.21,0.138,0.527,0.406,0.778,0.821,0.67,0.725,0.5,0.368,0.461
2005,11,-0.149,-0.008,0.026,0.106,0.314,0.504,0.675,0.452,0.754,0.469,0.583,0.438,0.5,0.56,0.468,0.32,0.308
2005,12,-0.694,-0.169,-0.574,-0.395,-0.541,-1.032,-1.063,-0.402,0.118,0.126,-0.252,0.083,-0.014,0.213,0.347,0.269,0.391
2006,1,-0.772,-0.114,-0.428,-0.228,-0.711,-0.341,-0.692,-0.206,0.097,0.04,0.233,0.503,0.546,0.467,0.29,0.158,0.305
2006,2,0.121,-0.063,0.19,-0.074,0.433,0.583,0.256,0.581,0.786,0.548,0.48,0.623,0.354,0.361,0.29,0.078,0.341
2006,3,-0.647,-0.084,-0.648,-0.444,-0.348,0.019,-0.568,-0.293,0.311,0.373,0.423,0.743,0.648,0.452,0.692,0.393,0.378
2006,4,0.106,0.191,0.361,0.063,0.753,1.372,0.766,1.272,1.266,0.774,0.547,0.557,0.666,0.389,0.241,0.177,0.265
2006,5,0.311,0.267,0.69,0.121,1.204,1.094,0.984,1.439,1.579,0.928,1.253,1.288,1.132,0.946,0.525,0.38,0.255
2006,6,0.389,0.535,0.912,0.712,1.616,2.076,1.697,2.001,1.759,0.813,0.941,0.775,0.931,0.967,0.577,0.462,0.455
2006,7,0.437,0.511,0.842,0.791,1.69,1.886,1.367,2.054,2.074,0.908,1.039,0.634,0.67,0.576,0.311,0.198,0.243
2006,8,0.649,0.746,0.751,0.667,1.566,1.322,1.747,1.987,1.966,0.853,0.834,0.695,0.564,0.638,0.478,0.401,0.392
2006,9,0.244,0.301,0.297,0.401,0.992,0.921,1.039,1.128,1.497,0.827,0.716,0.585,0.67,0.592,0.555,0.482,0.555
2006,10,0.511,0.311,0.249,0.347,0.202,0.051,0.324,0.306,0.399,0.265,0.257,0.18,0.127,0.164,0.378,0.255,0.33
2006,11,-0.61,-0.437,-0.416,-0.781,-0.574,-0.26,-0.705,0.002,0.124,-0.118,0.227,0.338,0.362,0.222,0.354,0.251,0.338
2006,12,-0.667,-0.176,-0.481,-0.547,-0.415,-0.327,-0.501,0.304,0.173,0.044,0.203,0.24,0.221,0.201,0.375,0.051,0.195
2007,1,-0.276,-0.086,0.102,-0.106,0.745,0.647,0.469,1.162,1.082,0.715,0.615,0.343,0.557,0.305,0.522,0.356,0.271
2007,2,-0.468,-0.186,-0.176,-0.136,-0.19,-0.274,-0.063,0.49,1.057,0.382,0.53,0.879,0.473,0.615,0.626,0.653,0.456
2007,3,-0.534,-0.182,0.033,0.008,0.614,0.738,0.617,1.334,1.572,0.808,0.77,1.406,0.577,0.589,0.6,0.445,0.19
2007,4,-0.186,-0.097,0.061,-0.175,0.393,0.308,0.402,0.635,1.334,0.416,1.278,1.355,1.174,1.237,0.965,0.672,0.323
2007,5,0.331,0.323,0.712,0.353,1.094,1.246,1.195,1.452,1.729,0.949,0.841,1.043,0.687,0.785,0.629,0.566,0.6
2007,6,0.103,0.127,0.086,0.185,0.513,0.749,0.677,1.712,2.086,0.918,1.216,1.191,1.192,1.078,0.581,0.581,0.403
2007,7,0.225,0.289,0.432,0.429,0.847,1.634,1.246,1.7,1.324,0.417,0.706,0.723,0.672,0.634,0.397,0.453,0.39
2007,8,0.231,0.278,0.424,0.41,1.126,1.27,1.444,1.486,1.377,0.439,0.849,0.458,0.64,0.713,0.382,0.439,0.393
2007,9,0.164,0.141,0.345,0.431,1.037,1.158,1.357,1.382,1.424,0.868,0.973,0.794,0.736,0.719,0.62,0.62,0.424
2007,10,-0.15,0.014,0.143,0.002,0.478,0.758,0.751,0.658,0.687,0.428,0.813,0.524,0.692,0.71,0.648,0.491,0.717
2007,11,-0.137,0.006,0.083,-0.021,0.332,0.501,0.581,0.952,0.905,0.463,0.708,0.392,0.144,0.164,0.201,0.217,0.292
2007,12,-0.769,-0.485,-0.751,-0.567,-0.657,-0.26,-0.034,0.381,0.461,0.194,0.429,0.154,0.64,0.373,0.57,0.379,0.324
2008,1,-0.677,-0.228,-0.355,-0.419,-0.379,-0.145,-0.019,-0.014,0.034,-0.29,-0.439,-0.39,0.176,0.016,0.208,0.158,0.107
2008,2,-0.243,0.107,-0.072,-0.287,0.118,0.248,0.174,1.185,0.948,0.503,0.699,0.943,0.759,0.462,0.484,0.457,0.333
2008,3,-0.12,0.154,0.059,-0.168,0.136,0.51,0.291,1.163,1.377,0.749,1.734,1.684,1.383,1.303,1.011,0.875,0.698
2008,4,0.143,0.093,0.278,-0.01,0.686,0.656,0.461,0.973,1.021,0.6,1.217,1.248,1.397,1.048,0.76,0.585,0.529
2008,5,0.298,0.254,0.591,0.23,0.904,1.12,0.945,1.512,1.777,1.134,1.074,1.059,0.755,0.654,0.576,0.483,0.552
2008,6,0.341,0.343,0.559,0.415,0.987,1.572,1.228,2.054,1.85,1.027,0.955,1.523,0.962,0.666,0.487,0.323,0.509
2008,7,0.499,0.506,0.602,0.659,1.375,1.259,1.099,1.473,1.205,0.6,0.665,1.074,0.574,0.497,0.286,0.27,0.367
2008,8,0.11,0.158,0.254,0.236,0.639,1.098,1.151,2.022,1.624,0.837,0.699,0.571,0.522,0.459,0.262,0.252,0.361
2008,9,0.165,0.308,0.457,0.506,0.887,1.233,1.045,0.895,0.459,0.149,0.163,0.392,0.462,0.408,0.377,0.414,0.519
2008,10,-0.105,-0.021,-0.058,0.033,0.231,0.501,0.489,0.736,0.835,0.514,0.44,0.464,0.43,0.426,0.408,0.299,0.284
2008,11,-0.61,-0.36,-0.555,-0.589,-0.581,-0.349,-0.321,-0.079,0.195,0.086,0.355,0.34,0.644,0.362,0.293,0.119,0.392
2008,12,-0.196,-0.019,0.001,0.023,0.133,0.328,0.457,0.579,0.65,0.227,0.534,0.277,0.395,0.186,0.209,0.313,0.241
2009,1,-0.179,-0.037,0.008,-0.182,0.25,0.343,0.415,0.328,0.39,0.122,0.357,0.235,0.271,-0.038,-0.045,0.279,0.114
2009,2,-0.192,0.192,0.055,-0.171,-0.07,-0.379,-0.44,-0.138,-0.056,-0.126,-0.068,-0.043,0.123,0.156,0.38,0.246,0.097
2009,3,-0.053,0.022,0.084,-0.171,0.102,0.594,0.739,1.152,1.388,1.024,1.338,0.876,0.921,0.587,0.441,0.268,0.373
2009,4,0.221,0.108,0.317,0.173,0.79,1.129,0.761,1.103,1.171,0.827,1.063,1.264,1.112,0.958,0.682,0.542,0.552
2009,5,0.202,0.245,0.293,0.103,0.8,0.785,0.671,1.688,1.197,0.794,0.72,0.633,0.62,0.623,0.305,0.443,0.283
2009,6,0.253,0.359,0.309,0.323,0.695,1.245,1.084,1.525,1.167,0.564,0.551,0.563,0.4,0.539,0.461,0.437,0.561
2009,7,0.295,0.392,0.442,0.568,1.024,1.09,1.026,0.884,1.217,0.578,0.721,0.815,0.649,0.469,0.24,0.355,0.429
2009,8,0.135,0.206,0.29,0.347,0.779,0.838,0.831,1.384,0.949,0.701,0.65,0.552,0.429,0.44,0.343,0.446,0.485
2009,9,0.018,0.112,0.117,0.165,0.554,0.512,0.631,0.868,0.882,0.854,0.58,0.549,0.516,0.403,0.38,0.45,0.524
2009,10,-0.058,-0.015,0.013,-0.023,0.397,0.522,0.624,0.953,0.95,0.732,0.679,0.68,0.557,0.512,0.485,0.409,0.458
2009,11,-0.806,-0.382,-0.801,-0.691,-0.403,0.049,0.193,0.426,0.602,0.334,0.604,0.567,0.544,0.453,0.377,0.222,0.474
2009,12,-0.385,-0.207,-0.235,-0.376,-0.278,-0.131,-0.344,-0.016,-0.074,-0.003,-0.265,-0.027,-0.183,0.069,0.178,0.162,0.241
2010,1,-1.28,-0.344,-0.985,-0.882,-1.157,-1.147,-1.446,-0.611,-0.21,-0.434,-0.363,-0.117,-0.04,-0.107,0.288,0.007,-0.019
2010,2,-0.686,-0.171,-0.218,-0.197,-0.931,-0.214,-0.332,0.217,0.096,-0.144,-0.014,0.28,0.172,0.245,0.403,0.3,0.366
2010,3,-0.443,0.018,-0.1,-0.232,-0.401,0.282,0.036,0.68,0.833,0.53,0.857,1.069,0.815,0.674,0.67,0.461,0.594
2010,4,-0.08,0.089,0.074,-0.188,0.227,0.638,0.51,1.008,1.307,0.98,1.056,0.856,1.049,0.791,0.813,0.419,0.617
2010,5,0.051,0.04,0.157,-0.02,0.416,0.75,0.56,0.77,0.909,0.856,1.229,1.451,1.174,0.95,0.719,0.588,0.789
2010,6,0.141,0.196,0.25,0.253,0.868,1.325,1.261,1.457,1.988,1.35,1.388,1.17,1.26,0.834,0.381,0.46,0.335
2010,7,0.653,0.862,0.912,1.087,1.831,1.942,1.965,1.941,1.892,0.788,0.582,0.701,0.519,0.39,0.277,0.368,0.412
2010,8,0.234,0.204,0.274,0.27,0.817,0.965,0.867,2.237,1.387,0.757,0.744,0.543,0.667,0.665,0.451,0.545,0.588
2010,9,-0.112,-0.034,-0.082,-0.061,0.238,0.337,0.293,0.792,0.778,0.309,0.542,0.41,0.342,0.373,0.386,0.456,0.661
2010,10,-0.404,-0.243,-0.294,-0.212,-0.096,0.209,0.132,0.636,0.493,0.235,0.044,0.133,0.13,0.152,0.25,0.169,0.455
2010,11,-0.278,-0.109,-0.183,-0.349,-0.39,-0.228,0.12,0.306,0.626,0.511,0.626,0.398,0.346,0.279,0.47,0.296,0.238
2010,12,-1.288,-0.414,-1.217,-1.079,-1.441,-1.24,-1.304,-0.591,-0.305,-0.2,-0.249,-0.162,-0.043,0.163,0.206,-0.156,0.095
2011,1,-0.347,-0.199,0.015,-0.314,-0.285,0.092,-0.02,0.405,0.438,0.398,0.472,0.181,0.312,-0.062,-0.069,-0.151,-0.069
2011,2,-0.005,0.013,0.187,-0.158,0.183,0.418,0.507,0.333,0.467,0.35,0.515,0.248,0.216,0.043,0.235,0.017,-0.005
2011,3,-1.077,-0.112,-0.618,-0.298,-0.684,-0.424,-0.481,-0.326,-0.032,0.103,0.128,0.33,0.391,0.343,0.443,0.411,0.594
2011,4,0.095,0.091,0.262,-0.033,0.591,0.828,0.572,1.045,0.956,0.803,1.047,0.837,1.077,0.971,0.761,0.697,0.982
2011,5,0.058,0.029,0.079,-0.021,0.581,0.637,0.74,1.073,1.416,0.758,0.902,0.964,0.78,1.081,0.914,0.74,0.853
2011,6,0.141,0.167,0.263,0.251,0.772,1.247,0.978,1.597,1.674,1.187,1.224,0.929,0.803,0.583,0.504,0.532,0.462
2011,7,0.312,0.408,0.565,0.624,1.193,1.623,1.435,1.835,1.81,0.78,0.861,0.615,0.569,0.718,0.564,0.727,0.826
2011,8,0.261,0.378,0.364,0.308,0.952,1.327,1.109,1.859,1.839,1.196,1.019,0.711,0.869,0.788,0.576,0.639,0.691
2011,9,-0.133,0.137,-0.006,0.147,0.566,0.507,0.499,0.795,0.688,0.468,0.315,0.2,0.339,0.371,0.324,0.497,0.508
2011,10,-0.153,-0.056,0.044,0.132,0.313,0.409,0.461,0.605,0.596,0.427,0.456,0.484,0.477,0.372,0.317,0.334,0.493
2011,11,-0.602,-0.244,-0.384,-0.368,-0.284,-0.343,-0.199,-0.111,0.319,0.279,0.205,0.276,0.178,0.126,0.183,0.094,0.033
2011,12,-0.084,-0.028,0.506,0.064,0.643,0.774,0.823,0.894,0.77,0.221,-0.05,0.021,0.044,0.141,0.243,0.055,0.087
2012,1,-0.867,-0.321,-0.623,-0.521,-0.389,-0.425,-0.166,0.032,0.168,0.182,0.291,0.206,0.287,0.118,0.306,0.085,0.193
2012,2,-0.2,0.023,0.042,-0.065,0.429,0.617,0.49,0.818,1.064,0.828,1.199,0.874,0.781,0.613,0.59,0.238,0.46
2012,3,-0.724,-0.113,-0.701,-0.555,-0.542,-0.38,-0.394,-0.267,-0.043,-0.169,0.01,0.078,0.241,0.363,0.517,0.432,0.686
2012,4,-0.401,0.004,-0.25,-0.264,-0.271,-0.012,-0.101,0.288,0.59,0.377,0.683,1.001,0.886,0.585,0.362,0.372,0.479
2012,5,0.141,0.249,0.531,0.267,0.906,1.149,1.236,0.956,1.688,0.846,1.403,1.137,1.362,1.162,0.678,0.553,0.695
2012,6,-0.012,-0.016,0.172,0.022,0.584,0.763,1.108,1.295,1.793,1.233,1.092,1.021,0.86,0.865,0.604,0.584,0.731
2012,7,0.243,0.316,0.469,0.405,0.805,1.31,1.217,1.612,1.609,0.969,0.924,0.652,0.568,0.541,0.458,0.575,0.69
2012,8,0.3,0.379,0.528,0.473,0.785,1.196,0.815,1.241,1.227,0.823,0.865,0.709,0.659,0.479,0.337,0.327,0.522
2012,9,0.353,0.485,0.533,0.566,1.035,1.007,0.913,1.149,0.81,0.429,0.439,0.527,0.537,0.442,0.406,0.409,0.585
2012,10,-0.18,-0.113,-0.196,-0.075,0.106,0.148,0.154,-0.004,0.313,0.261,0.159,0.376,0.303,0.407,0.466,0.465,0.552
2012,11,-0.781,-0.524,-0.585,-0.817,-0.652,-0.564,-0.492,-0.353,-0.113,-0.033,-0.006,0.074,0.079,0.14,0.223,0.224,0.368
2012,12,-0.299,-0.562,-0.184,-0.825,-0.237,-0.264,-0.022,0.298,0.439,0.404,0.192,0.288,0.394,0.267,0.303,0.383,0.638
2013,1,0.029,0.049,-0.072,-0.27,0.301,0.165,0.373,0.478,0.59,0.332,0.673,0.592,0.725,0.335,0.44,0.348,0.333
2013,2,-0.062,-0.089,-0.069,0.06,0.246,0.627,0.76,1.039,1.143,0.928,0.76,0.964,1.02,0.654,0.538,0.558,0.732
2013,3,-0.018,0.01,-0.06,-0.003,0.138,0.372,0.347,0.55,0.843,0.607,0.522,0.707,0.744,0.481,0.294,0.38,0.656
2013,4,0.141,0.101,0.203,0.245,0.616,1.058,1.075,1.402,1.72,1.31,0.959,1.132,1.147,0.98,0.719,0.662,1.086
2013,5,0.038,0.108,0.185,0.208,0.37,0.631,0.507,1.014,1.231,0.798,0.952,1.275,1.292,1.218,0.598,0.522,0.92
2013,6,0.06,0.168,0.318,0.347,0.928,1.277,1.074,1.324,1.497,0.93,0.806,1.034,1.071,0.965,0.482,0.661,1.151
2013,7,0.66,0.851,1.231,1.292,2.014,2.345,2.163,1.961,1.564,0.644,0.287,0.473,0.588,0.642,0.434,0.598,0.864
2013,8,0.038,0.161,0.192,0.206,0.394,0.424,0.374,0.751,0.755,0.504,0.538,0.847,0.99,0.977,0.619,0.829,1.213
2013,9,-0.009,-0.015,-0.113,-0.107,0.069,0.279,0.291,0.521,0.775,0.621,0.741,1.031,1.186,0.809,0.477,0.637,0.979
2013,10,0.253,0.33,0.408,0.521,0.845,1.054,1.003,1.04,1.227,0.677,0.541,0.617,0.692,0.42,0.248,0.384,0.58
2013,11,-0.027,0.097,-0.079,0.105,0.112,0.286,0.17,0.436,0.715,0.49,0.503,0.453,0.447,0.177,0.16,0.239,0.232
2013,12,0.079,0.191,-0.033,0.17,0.456,0.614,0.568,0.872,0.918,0.374,0.56,0.379,0.488,0.165,0.26,0.294,0.255
2014,1,-0.161,0.063,-0.255,0.006,-0.134,0.006,-0.16,0.173,0.081,-0.05,0.217,0.344,0.371,0.076,0.096,0.178,0.078
2014,2,-0.333,-0.121,-0.333,-0.262,-0.429,-0.279,-0.298,-0.099,0.137,0.113,0.226,0.452,0.651,0.366,0.248,0.344,0.44
2014,3,-0.17,-0.094,-0.287,-0.089,0.123,0.263,0.272,0.395,0.312,0.184,0.052,0.196,0.357,0.346,0.308,0.401,0.734
2014,4,0.039,0.012,0.097,0.109,0.429,0.41,0.515,0.503,0.654,0.536,0.59,0.768,0.88,0.728,0.564,0.627,0.911
2014,5,0.142,0.088,0.174,0.212,0.524,0.708,0.793,1.224,1.396,1.109,1.025,1.26,1.187,0.891,0.64,0.532,0.717
2014,6,0.321,0.363,0.532,0.672,1.18,1.665,1.866,2.051,1.933,1.1,0.903,1.071,0.999,0.88,0.454,0.634,0.779
2014,7,0.488,0.607,0.735,0.899,1.181,1.381,1.166,0.707,0.715,0.37,0.308,0.362,0.42,0.47,0.301,0.513,0.604
2014,8,0.386,0.525,0.619,0.702,0.849,0.992,0.972,0.923,0.761,0.263,0.362,0.537,0.581,0.579,0.349,0.524,0.616
2014,9,-0.083,0.023,0.108,0.166,0.282,0.341,0.497,0.358,0.344,0.266,0.359,0.597,0.774,0.728,0.522,0.663,0.83
2014,10,-0.394,-0.287,-0.539,-0.34,-0.286,-0.216,-0.088,0.152,0.301,0.267,0.343,0.523,0.63,0.376,0.185,0.284,0.487
2014,11,-0.547,-0.022,-0.262,-0.114,-0.199,-0.227,-0.168,-0.039,0.005,0.083,0.146,0.235,0.306,0.183,0.204,0.326,0.412
2014,12,-0.562,-0.147,-0.664,-0.208,-0.437,-0.757,-0.814,-0.34,-0.163,0.221,0.007,0.129,0.254,0.031,0.174,0.224,0.391
2015,1,-0.144,-0.254,-0.194,-0.258,0.094,-0.004,-0.018,0.052,0.147,0.056,0.193,0.297,0.215,-0.043,0.048,0.185,0.06
2015,2,-0.151,-0.207,-0.44,-0.343,0.024,-0.372,-0.129,-0.016,0.258,0.137,0.113,0.284,0.327,0.227,0.105,0.241,0.331
2015,3,-0.078,-0.079,-0.071,-0.067,0.092,0.148,0.263,0.481,0.633,0.496,0.428,0.631,0.684,0.295,0.13,0.2,0.319
2015,4,0.165,0.184,0.237,0.335,0.719,0.969,0.979,1.314,1.483,1.395,0.888,1.222,1.263,0.89,0.454,0.437,0.726
2015,5,0.381,0.348,0.513,0.555,0.896,1.222,1.06,1.398,1.467,0.885,0.603,0.826,0.899,0.976,0.694,0.594,0.82
2015,6,0.527,0.559,0.731,0.708,0.792,1.37,1.418,1.353,0.996,0.627,0.521,0.709,0.778,0.741,0.48,0.612,0.721
2015,7,0.22,0.324,0.277,0.331,0.585,0.891,0.775,0.832,0.496,0.248,0.161,0.427,0.471,0.655,0.472,0.61,0.749
2015,8,0.254,0.349,0.321,0.378,0.567,0.615,0.501,0.527,0.409,0.195,0.4,0.819,0.819,0.878,0.543,0.626,0.712
2015,9,0.156,0.308,0.272,0.408,0.696,1.001,1.17,1.018,0.899,0.641,0.615,0.662,0.623,0.455,0.281,0.388,0.476
2015,10,-0.073,-0.048,-0.062,-0.089,0.094,0.201,0.444,0.33,0.484,0.393,0.366,0.699,0.79,0.504,0.335,0.386,0.448
2015,11,-0.041,0.007,-0.255,-0.185,-0.06,-0.034,0.142,0.316,0.57,0.447,0.679,0.766,0.794,0.385,0.464,0.496,0.49
2015,12,-0.292,-0.543,-0.964,-0.87,-1.022,-0.717,-0.56,-0.069,0.196,0.162,0.424,0.543,0.751,0.745,0.764,0.734,0.774
2016,1,-0.693,-0.767,-0.845,-0.846,-0.942,-1.036,-1.3,-0.789,-0.797,-0.177,-0.304,-0.041,0.214,0.153,0.188,0.312,0.397
2016,2,-0.258,-0.345,-0.455,-0.438,-0.317,-0.209,-0.294,0.097,0.176,0.124,0.4,0.489,0.539,0.381,0.368,0.389,0.407
2016,3,-0.288,-0.484,-0.555,-0.614,-0.532,-0.509,-0.376,-0.005,0.264,0.368,0.404,0.698,0.885,0.681,0.423,0.558,0.896
2016,4,0.023,0.025,0.062,-0.044,0.152,0.379,0.363,0.697,0.948,0.8,0.762,1.121,1.087,0.995,0.733,0.684,0.878
2016,5,0.469,0.466,0.519,0.565,0.923,1.228,1.258,1.276,1.242,0.814,0.399,0.73,0.647,0.818,0.587,0.571,0.853
2016,6,0.274,0.343,0.386,0.462,0.756,1.001,0.925,1.457,1.551,1.019,0.917,1.298,1.04,0.677,0.26,0.378,0.552
2016,7,0.345,0.392,0.483,0.722,1.104,1.331,1.77,1.857,1.577,0.904,0.619,0.852,0.836,0.627,0.279,0.411,0.574
2016,8,0.354,0.458,0.537,0.657,0.763,1.083,1.094,0.756,0.597,0.346,0.43,0.754,0.692,0.739,0.433,0.573,0.686
2016,9,0.186,0.312,0.383,0.409,0.573,0.887,0.884,0.989,1.069,0.641,0.748,0.628,0.741,0.576,0.344,0.456,0.651
2016,10,-0.472,-0.576,-1.036,-0.816,-1.083,-0.658,-0.715,-0.161,0.078,0.04,0.228,0.382,0.507,0.525,0.408,0.591,0.778
2016,11,-0.444,-0.522,-0.693,-0.749,-0.687,-0.525,-0.442,-0.112,0.033,0.119,0.305,0.512,0.587,0.36,0.312,0.355,0.394
2016,12,-0.093,-0.008,-0.086,0.156,0.075,0.384,0.236,0.673,0.559,0.327,0.517,0.542,0.422,0.231,0.301,0.379,0.385
2017,1,-0.451,-0.176,-0.47,-0.128,-0.142,-0.311,-0.338,0.058,0.002,-0.034,-0.105,0.066,0.195,0.142,0.151,0.187,0.277
2017,2,-0.112,-0.227,-0.151,-0.35,-0.11,-0.568,-0.447,-0.165,-0.075,0.115,-0.176,0.049,0.317,0.223,0.331,0.417,0.587
2017,3,-0.317,-0.248,-0.54,-0.459,-0.416,-0.178,-0.19,0.201,0.443,0.451,0.557,0.793,0.863,0.557,0.404,0.45,0.579
2017,4,-0.219,-0.19,-0.353,-0.235,-0.075,-0.026,-0.003,0.553,0.66,0.585,0.559,0.925,0.968,0.891,0.648,0.772,1.174
2017,5,0.282,0.199,0.379,0.328,0.861,1.091,1.108,1.681,1.692,1.255,0.998,1.233,1.04,0.961,0.635,0.607,0.832
2017,6,0.23,0.236,0.284,0.353,0.687,1.052,0.902,1.516,1.457,0.89,0.88,1.312,0.983,0.984,0.511,0.584,0.805
2017,7,0.523,0.602,0.81,0.932,1.135,1.836,1.67,1.922,1.531,0.727,0.739,0.899,0.779,0.496,0.247,0.355,0.451
2017,8,0.334,0.537,0.507,0.417,0.86,1.272,0.925,1.078,0.785,0.209,0.495,0.652,0.684,0.676,0.416,0.614,0.775
2017,9,0.138,0.191,0.168,0.098,0.393,0.621,0.543,0.578,0.537,0.211,0.292,0.576,0.579,0.548,0.409,0.518,0.746
2017,10,0.095,0.148,0.048,0.183,0.424,0.663,0.564,1.021,0.969,0.717,0.713,0.7,0.655,0.414,0.274,0.34,0.468
2017,11,-0.527,-0.536,-0.821,-0.695,-0.645,-0.631,-0.554,-0.18,-0.023,0.052,0.096,0.265,0.392,0.308,0.28,0.481,0.55
2017,12,-0.045,0.104,-0.009,0.032,0.209,0.341,0.307,0.527,0.509,0.283,0.43,0.495,0.396,-0.009,0.148,0.221,0.09
2018,1,-0.528,-0.459,-0.688,-0.398,-0.616,-0.434,-0.297,-0.146,-0.014,0.083,0.099,0.329,0.43,0.38,0.355,0.398,0.47
2018,2,0.313,0.046,0.25,0.108,0.786,0.963,1.048,1.299,1.474,0.944,0.848,0.811,0.775,0.43,0.394,0.271,0.309
2018,3,-0.025,-0.342,-0.062,-0.036,0.097,0.095,0.103,0.225,0.237,0.069,0.05,0.21,0.264,0.374,0.425,0.471,0.644
