#YY,MM,DD,hh,mm,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
#yr,mo,dy,hr,mn,degT,m/s,m/s,m,sec,sec,deg,T   hPa,degC,degC,degC,mi,ft
2012,11,4,19,50,168,1.4,3.1,0,99,4.4,999,1018.1,17.5,19.5,17.5,99,99
2012,11,4,20,50,170,1.4,2.2,0,99,4.61,999,1017.8,17.5,19.3,17.5,99,99
2012,11,4,21,50,180,0.6,1.5,0.01,99,4.78,999,1017.1,18,19.3,18,99,99
2012,11,4,22,50,329,0.8,1.5,0,99,4.52,999,1017.2,17.9,19.4,17.9,99,99
2012,11,4,23,50,353,1.1,2.2,0,99,4.78,999,1017.1,17.4,19.1,17.4,99,99
2012,11,5,0,50,344,1.4,2.5,0.01,99,4.64,999,1017.7,16.9,18.5,16.9,99,99
2012,11,5,1,50,348,0.3,1.2,0,99,4.28,999,1017.9,16.5,18.1,16.5,99,99
2012,11,5,2,50,180,0.1,0.7,0,99,4.31,999,1018.4,15.6,17.7,15.6,99,99
2012,11,5,3,50,347,0.6,1.4,0.01,99,5.04,999,1018.2,15.8,17.2,15.8,99,99
2012,11,5,4,50,180,0,0,0,99,4.49,999,1018.3,15,16.9,15,99,99
2012,11,5,5,50,348,0.4,1,0,99,4.35,999,1018.2,15.1,16.6,15.1,99,99
2012,11,5,6,50,180,0,0.2,0.01,99,4.88,999,1018.2,14.2,16.3,14.2,99,99
2012,11,5,7,50,354,0.4,0.8,0.01,99,4.74,999,1017.9,13.7,15.8,13.7,99,99
2012,11,5,8,50,356,0.4,0.8,0,99,4.44,999,1017.8,13.1,15.4,13.1,99,99
2012,11,5,9,50,356,0.5,1,0,99,4.42,999,1017.7,12.7,15,12.7,99,99
2012,11,5,10,50,359,0.7,1.2,0.01,99,5.65,999,1017.9,12.3,14.6,12.3,99,99
2012,11,5,11,50,8,0.5,1.3,0.01,99,4.61,999,1018.2,11.9,14.2,11.9,99,99
2012,11,5,12,50,6,0.4,1.3,0.01,99,5.27,999,1018.2,11.8,14.2,11.8,99,99
2012,11,5,13,50,31,1,2.6,0,99,4.26,999,1018.2,12.8,14.6,12.8,99,99
2012,11,5,14,50,88,1.1,2.7,0,99,4.63,999,1018.3,14.8,15.7,12.3,99,99
2012,11,5,15,50,134,1.4,2.7,0,99,4.6,999,1018.2,17,17.5,11.9,99,99
2012,11,5,16,50,145,1.3,2.4,0,99,4.45,999,1017.7,18.5,18.8,12.7,99,99
2012,11,5,17,50,148,1.2,2,0.01,99,4.78,999,1016.8,19.1,19.8,13.1,99,99
2012,11,5,18,50,168,1.8,5,0,99,4.42,999,1015.3,20.2,20.7,13.9,99,99
2012,11,5,19,50,172,1.8,3.6,0.01,99,4.84,999,1014.5,20.5,21.5,13.7,99,99
2012,11,5,20,50,148,1.7,3,0,99,4.31,999,1013.9,20.7,21.8,14.1,99,99
2012,11,5,21,50,23,0.8,2.1,0.01,99,7.27,999,1013.9,17.4,21.2,16.3,99,99
2012,11,5,22,50,107,0.9,2.8,0,99,4.54,999,1013.6,16.5,19.6,16.2,99,99
2012,11,5,23,50,111,0.3,0.9,0,99,4.37,999,1013.8,16.2,18.6,16.2,99,99
2012,11,6,0,50,111,0.5,1.5,0,99,4.67,999,1013.6,15.8,17.9,15.8,99,99
2012,11,6,1,50,90,0.9,2.6,0,99,4.43,999,1013.4,16.2,17.5,16.2,99,99
2012,11,6,2,50,165,0.5,1.8,0,99,4.33,999,1013.6,16.9,17.5,16.9,99,99
2012,11,6,3,50,300,0.3,1.7,0.01,99,4.87,999,1013.2,15.3,17.2,15.3,99,99
2012,11,6,4,50,310,1.4,2.5,0,99,4.51,999,1013.6,15.3,16.8,15.3,99,99
2012,11,6,5,50,314,2.5,4.4,0.01,99,4.83,999,1013.8,14.3,16.3,14.3,99,99
2012,11,6,6,50,317,1,2,0,99,4.71,999,1013.9,12.9,15.6,12.9,99,99
2012,11,6,7,50,322,0.8,2.1,0,99,4.47,999,1013.9,11.7,14.8,11.7,99,99
2012,11,6,8,50,330,2.3,4.7,0.01,99,5.58,999,1014.5,11.3,13.8,11.3,99,99
2012,11,6,9,50,328,1.8,3.8,0.01,99,5.08,999,1015,11.9,13.8,11.9,99,99
2012,11,6,10,50,345,2.1,4,0.01,99,5.02,999,1015,11.8,13.6,11.8,99,99
2012,11,6,11,50,348,2.6,4.8,0.01,99,4.73,999,1015.4,11.5,13.3,11.5,99,99
2012,11,6,12,50,3,2.3,6.3,0,99,4.4,999,1016.2,11.1,13,11.1,99,99
2012,11,6,13,50,344,2.4,4.6,0.01,99,5.16,999,1016.9,11.5,13,11.1,99,99
2012,11,6,14,50,357,2.4,4.3,0.01,99,4.65,999,1017.2,11.9,13.4,10.5,99,99
2012,11,6,15,50,359,2.6,5.8,0,99,4.44,999,1017.4,13.3,14.4,10.2,99,99
2012,11,6,16,50,328,2.9,6.5,0.01,99,4.79,999,1017.1,14.4,15.7,9.7,99,99
2012,11,6,17,50,180,0,0.5,0,99,4.55,999,1016.3,16.3,17.4,9.9,99,99
2012,11,24,18,50,150,0.9,2,0,99,4.48,999,9999,17.4,19.3,12.3,99,99
2012,11,24,19,50,147,1.1,1.6,0,99,4.68,999,1015.8,20.1,21.8,11.4,99,99
2012,11,24,20,50,136,0.6,1.4,0,99,4.45,999,1014.6,22.8,22.6,12.3,99,99
2012,11,24,21,50,180,0,0,0,99,4.36,999,1013.4,21.9,21.7,13.3,99,99
2012,11,24,22,50,360,0.1,0.9,0.01,99,4.89,999,1013.7,20.8,20.7,13.5,99,99
2012,11,24,23,50,129,0.3,0.9,0.01,99,5.32,999,1013.5,20.9,21.6,11.9,99,99
2012,11,25,0,50,85,0.6,1,0.01,99,5.53,999,1013.1,20.6,21,9.3,99,99
2012,11,25,2,50,90,1.2,2,99,99,99,999,1013.2,18.2,18.5,9.8,99,99
2012,11,25,3,50,86,0.5,1.4,0.01,99,5.11,999,1013.4,17.7,17.6,9,99,99
2012,11,25,4,50,180,0,0.3,0,99,4.68,999,1013.8,16.6,17,12,99,99
2012,11,25,5,50,117,0.2,0.9,0,99,4.5,999,1014.1,15.8,16.4,14.3,99,99
2012,11,25,6,50,60,0.2,1.3,0,99,4.68,999,1014.3,15.8,15.9,13.7,99,99
2012,11,25,7,50,232,0.5,2.3,0.01,99,5.65,999,1014,15.9,15.8,14,99,99
2012,11,25,8,50,8,0.4,1,0.01,99,5.1,999,1013.7,15.2,15.5,13.5,99,99
2012,11,25,9,50,19,0.2,0.8,0,99,4.48,999,1013.4,14.3,14.9,11.5,99,99
2012,11,25,10,50,305,0.9,1.6,0,99,4.68,999,1013.3,14.3,14.7,12.5,99,99
2012,11,25,11,50,347,0.2,0.4,0,99,4.43,999,1013.3,14.7,14.9,14.7,99,99
2012,11,25,12,50,102,1.1,2.2,0.01,99,5.28,999,1013.3,15.4,15.1,15,99,99
2012,11,25,13,50,110,0.7,1.5,0.01,99,4.95,999,1013.6,15.4,15.3,14.6,99,99
2012,11,25,14,50,127,1.2,2,0,99,4.71,999,1014,15.5,15.5,14.5,99,99
2012,11,25,15,50,102,1.4,2.5,0,99,4.35,999,1014.5,15.5,15.6,14.7,99,99
2012,11,25,16,50,98,2.1,3.2,0,99,4.73,999,1014.8,15.4,16,14.4,99,99
2012,11,25,17,50,102,2.1,3.4,0.01,99,4.72,999,1015,15.6,16.4,14.1,99,99
2012,11,25,18,50,138,1.8,2.7,0,99,4.26,999,1014.7,15.8,16.9,13.7,99,99
2012,11,25,19,50,153,2.8,3.8,0.01,99,5.18,999,1014.2,15.3,17.2,13.5,99,99
2012,11,25,20,50,159,1.1,3,0.01,99,5.1,999,1013.4,15.3,17.4,12.9,99,99
2012,11,25,21,50,148,1.1,2.7,0,99,4.59,999,1012.7,15.5,17.8,12.7,99,99
2012,11,25,22,50,141,1.5,2.8,0,99,4.5,999,1012.3,15.6,17.5,13.1,99,99
2012,11,25,23,50,143,1.2,2.5,0,99,4.55,999,1012.2,15.1,17.1,13.1,99,99
2012,11,26,0,50,20,0.2,0.8,0,99,4.57,999,1012.5,14.9,16.7,13.4,99,99
2012,11,26,1,50,147,0.7,2.7,0,99,4.56,999,1012.6,14.7,16.2,13.3,99,99
2012,11,26,2,50,127,1.3,2.6,0,99,4.45,999,1013.1,14.6,15.9,13.1,99,99
2012,11,26,3,50,180,0.1,1,0.01,99,5.2,999,1014,14.8,15.8,12.8,99,99
2012,11,26,4,50,98,1.3,2.5,0,99,4.68,999,1014.5,14.7,15.6,12.5,99,99
2012,11,26,5,50,98,1.4,3.1,0,99,4.28,999,1014.5,14.8,15.5,12.8,99,99
2012,11,26,6,50,90,1.9,3.3,0.01,99,4.79,999,1014.8,14.9,15.4,12.7,99,99
2012,11,26,7,50,107,2,3.7,0,99,4.47,999,1015.2,15,15.4,12.6,99,99
2012,11,26,8,50,113,1,2,0,99,4.53,999,1015.5,15.1,15.4,12.4,99,99
2012,11,26,9,50,140,1.6,3.1,0,99,4.27,999,1016.2,15.1,15.4,12.3,99,99
2012,11,26,10,50,116,0.9,1.8,0,99,4.53,999,1016.2,15,15.4,11.8,99,99
2012,11,26,11,50,96,0.9,2.3,0.01,99,5.19,999,1015.8,15.1,15.3,11.6,99,99
2012,11,26,12,50,77,1.7,3.8,0.01,99,4.92,999,1016.1,15,15.3,11.5,99,99
2012,11,26,13,50,62,1.5,2.3,0,99,4.62,999,1016.6,14.9,15.3,11.3,99,99
2012,11,26,14,50,95,1.8,3.5,0,99,4.54,999,1017.1,15.1,15.3,11.4,99,99
2012,11,26,15,50,49,1,1.9,0.01,99,5.34,999,1017.7,15.1,15.3,11.4,99,99
2012,11,26,16,50,79,0.4,0.8,99,99,99,999,1018.3,15.4,16.1,11.5,99,99
2012,11,26,17,50,147,0.3,0.9,99,99,99,999,1018.7,16.6,16.9,11.8,99,99
2012,11,26,18,50,182,0.7,1.6,99,99,99,999,1018.4,15.7,17.6,11.7,99,99
2012,11,26,19,50,237,0.8,1.8,99,99,99,999,1018,15.9,18.4,11.3,99,99
2012,11,26,20,50,241,1.1,2.3,99,99,99,999,1017.8,15.6,18,11.2,99,99
2012,11,26,21,50,204,1.9,3.7,99,99,99,999,1017.5,15,17.9,10.2,99,99
2012,11,26,22,50,193,0,0.2,99,99,99,999,1017.4,15.4,17.8,11,99,99
2012,11,26,23,50,160,2,2.7,0.7,11.43,6.6,192,1017.7,15.1,16,10.8,99,99
2012,11,27,0,50,220,2.4,2.9,0.73,13.79,6.74,225,1018,14.7,15.9,11.2,99,99
2012,11,27,1,50,216,2.1,2.8,0.7,13.79,6.73,171,1018.3,14.5,15.9,11.2,99,99
2012,11,27,2,50,101,0.3,0.9,0.67,11.43,6.67,196,1018.5,14.3,15.9,11,99,99
2012,11,27,3,50,127,0.6,0.9,0.62,13.79,6.69,226,1019,14.4,15.8,11.1,99,99
2012,11,27,4,50,169,1.2,1.6,0.56,12.12,6.61,232,1019.4,14.3,15.9,11.1,99,99
2012,11,27,5,50,142,2.3,2.9,0.6,12.12,7.44,271,1019.7,14.3,15.9,11.2,99,99
2012,11,27,6,50,204,2.5,3.1,0.58,12.9,7.97,207,1020.2,14.2,15.9,11.2,99,99
2012,11,27,7,50,175,0.8,1.2,0.58,12.9,8.08,186,1020.3,14.1,15.8,11,99,99
2012,11,27,8,50,237,0.6,1.2,0.59,12.12,8,230,1020.1,14,15.7,11.1,99,99
2012,11,27,9,50,249,2,2.6,0.57,12.9,7.81,288,1020,14.1,15.7,11.4,99,99
2012,11,27,10,50,149,0.8,1.2,0.57,12.12,7.45,241,1019.7,14.1,15.7,11,99,99
2012,11,27,11,50,241,2.3,3.5,0.63,12.9,7.73,199,1020.1,14.1,15.7,10.9,99,99
2012,11,27,12,50,260,4.9,6.2,0.65,11.43,7.7,263,1020.8,14.2,15.8,10.6,99,99
2012,11,27,13,50,272,4.1,5.2,0.64,12.12,6.68,251,1021,14.2,15.7,10.2,99,99
2012,11,27,14,50,301,4.4,5.3,0.65,13.79,6.53,200,1021.2,14.2,15.7,10,99,99
2012,11,27,15,50,303,3.5,4.5,0.57,12.12,6.17,144,1021.5,14.4,15.7,10,99,99
2012,11,27,16,50,295,3.3,4.3,0.56,12.12,6.86,259,1022.2,14.5,15.7,10.2,99,99
2012,11,27,17,50,289,1.9,2.7,0.61,12.9,6.43,195,1021.9,14.7,15.8,10.4,99,99
2012,11,27,18,50,290,1,1.6,0.55,11.43,6.6,220,1021.1,14.7,15.9,10.7,99,99
2012,11,27,19,50,198,1.1,1.5,0.54,12.9,6.91,203,1020.3,14.7,16.1,10.4,99,99
2012,11,27,20,50,215,2,2.4,0.51,12.12,6.69,198,1019.8,14.7,16.2,10.4,99,99
2012,11,27,21,50,248,4,5.1,0.56,12.9,7.08,214,1019.5,14.7,16.1,10.9,99,99
2012,11,27,22,50,279,4.7,5.7,0.57,11.43,6.84,238,1019.2,15,16,11.4,99,99
2012,11,27,23,50,282,5,5.9,0.54,12.12,5.52,262,1018.9,15.1,16,11.9,99,99
2012,11,28,0,50,282,5.2,6.2,0.51,12.9,5,83,1018.8,15,15.9,11.9,99,99
2012,11,28,2,50,272,4.8,5.5,0.55,12.12,4.98,207,1019.4,15.2,15.9,12.4,99,99
2012,11,28,3,50,274,5.2,6,0.51,12.12,4.68,18,1019.7,15.3,15.9,12.4,99,99
2012,11,28,4,50,263,4.2,5.1,0.51,12.9,4.74,158,1020.5,15.4,15.9,12.8,99,99
2012,11,28,5,50,254,3.1,4.1,0.47,16,5.02,297,1020.7,15.4,15.9,13.1,99,99
2012,11,28,6,50,268,1.3,1.7,0.52,12.9,4.9,156,1021,15.3,15.9,12.9,99,99
2012,11,28,7,50,235,0.1,0.4,0.48,12.12,5.45,195,1020.6,15.2,15.9,12.7,99,99
2012,11,28,8,50,163,2.1,2.6,0.47,12.12,5.92,168,1020.3,15.1,15.9,13.1,99,99
2012,11,28,9,50,193,3.4,4,0.46,12.12,5.99,192,1021,15.1,15.9,13.4,99,99
2012,11,28,10,50,132,2.2,2.7,0.5,12.12,7.06,192,1020.6,15,15.9,13.7,99,99
2012,11,28,11,50,101,3.7,4.2,0.48,11.43,6.33,185,1019.8,15.2,15.9,13.2,99,99
2012,11,28,12,50,105,2.7,3.4,0.41,12.12,6.58,176,1019.8,15.5,15.9,12.2,99,99
2012,11,28,13,50,104,2.5,3.3,0.42,16,7.17,171,1020.4,15.7,15.9,12.3,99,99
2012,11,28,14,50,157,3.1,3.7,0.42,16,7.58,31,1021.5,15.8,15.9,12,99,99
2012,11,28,15,50,188,2.9,3.6,0.44,12.12,7.56,135,1022.3,15.7,15.9,12.6,99,99
2012,11,28,16,50,114,3.9,4.4,0.44,16,6.16,354,1021.7,16,15.9,11.8,99,99
2012,11,28,17,50,77,5,6.5,0.46,16,5.1,16,1022.5,15.8,15.9,12.4,99,99
2012,11,28,18,50,91,5.5,6.5,0.48,12.9,4.57,159,1022.3,15.8,16,12.5,99,99
2012,11,28,19,50,130,5.5,7.9,0.5,12.9,3.81,136,1021.9,16.3,16.4,12.6,99,99
2012,11,28,20,50,136,5.3,6.3,0.5,16,4.18,202,1021,16.3,16.7,12.6,99,99
2012,11,28,21,50,126,5.3,6,0.45,14.81,4.24,227,1020.5,16.2,16.6,13,99,99
2012,11,28,22,50,133,4.9,5.7,0.45,14.81,4.74,268,1020.8,15.9,16.5,12.9,99,99
2012,11,28,23,50,126,5.5,6.2,0.48,14.81,4.43,234,1020.8,15.8,16.2,13.5,99,99
2012,11,29,0,50,109,6.3,7.4,0.55,14.81,4.14,189,1021.1,15.5,16.2,13.8,99,99
2012,11,29,1,50,110,6.7,7.9,0.59,14.81,3.86,209,1021.2,15.5,16.3,14,99,99
2012,11,29,2,50,116,7.3,8.5,0.62,14.81,3.73,287,1021.4,15.3,16.6,14.9,99,99
2012,11,29,3,50,101,8.1,9.3,0.67,11.43,3.8,89,1021.6,15.4,16.8,15.3,99,99
2012,11,29,4,50,114,7.8,9.7,0.79,3.13,3.54,115,1022.1,15.7,16.9,15.7,99,99
2012,11,29,5,50,116,7.4,8.4,0.89,3.33,3.79,125,1022.1,16,16.9,15.9,99,99
2012,11,29,6,50,136,8.8 1,0,1,10,4.13,255,1022,16,17,16,99,99
2012,11,29,7,50,142,8.1,9.7,1.12,10.81,4.69,274,1021.7,16.1,17.1,16.1,99,99
2012,11,29,8,50,138,8.7 1,0.2,1.5,10,5.48,248,1021.5,16.1,17.2,16.1,99,99
2012,11,29,9,50,140,7.5,8.8,1.76,10.81,6.19,256,1021.6,16.1,17.2,16.1,99,99
2012,11,29,10,50,141,6.2,7.8,2.06,10,6.77,254,1021.6,16.3,17.3,16.3,99,99
2012,11,29,11,50,149,5.5,7.1,2.42,10.81,7.33,245,1021.4,16.4,17.3,16.4,99,99
2012,11,29,12,50,109,3.9,5.7,2.05,10,6.76,252,1021.5,16.4,17.4,16.4,99,99
2012,11,29,13,50,60,7,8.5,2.15,10,6.57,240,1021.8,15.8,17.3,15.8,99,99
2012,11,29,14,50,73,7.6 1,0.6,1.84,9.09,5.93,254,1022.2,15.8,17.4,15.8,99,99
2012,11,29,15,50,123,2.1,5.9,1.86,10,6.12,252,1022.8,16.2,17.5,16.2,99,99
2012,11,29,16,50,226,2.1,2.9,1.89,9.09,6.64,240,1023.1,16.1,17.6,16.1,99,99
2012,11,29,17,50,128,1,2.1,1.8,10,6.83,244,1023.6,16.7,17.6,16.7,99,99
2012,11,29,18,50,119,2.9,3.6,2.02,10,7.38,245,1023.2,16.6,17.5,16.6,99,99
2012,11,29,19,50,107,5.2,6.3,1.81,10,7.05,240,1022.7,16.6,17.4,16.6,99,99
2012,11,29,20,50,118,4,5.1,1.8,10,7.22,243,1022,16.8,17.4,16.8,99,99
2012,11,29,21,50,160,2.2,2.8,2.22,10,8.26,256,1021.7,16.6,17.5,16.6,99,99
2012,11,29,22,50,149,3.3,4.4,2.1,10,8.38,266,1021.2,16.8,17.5,16.8,99,99
2012,11,29,23,50,168,2.4,3.3,2.36,10.81,8.9,263,1021.6,16.7,17.5,16.7,99,99
2012,11,30,0,50,144,3.1,4,2.13,10,8.3,255,1021.2,16.7,17.4,16.7,99,99
2012,11,30,1,50,129,2.8,3.6,2.09,12.9,8.22,262,1021.4,16.8,17.3,16.8,99,99
2012,11,30,2,50,130,3.7,4.6,2.15,11.43,8.12,268,1021.7,16.6,17.3,16.6,99,99
2012,11,30,3,50,131,4,5.2,2.02,9.09,8.04,254,1021.6,16.6,17.2,16.6,99,99
2012,11,30,4,50,140,3.5,4.3,2,9.09,7.95,256,1021.7,16.7,17.3,16.7,99,99
2012,11,30,5,50,123,2.6,3.5,1.94,9.09,7.75,250,1022,16.6,17.2,16.6,99,99
2012,11,30,6,50,119,4.2,5.4,1.77,11.43,7.77,263,1021.5,16.6,17.1,16.6,99,99
2012,11,30,7,50,120,4.2,5.1,1.87,10,7.98,246,1021.3,16.6,16.9,16.6,99,99
2012,11,30,8,50,133,4,4.9,1.64,12.12,7.93,250,1020.8,16.7,16.8,16.7,99,99
2012,11,30,9,50,130,4.7,5.4,1.54,11.43,7.74,236,1020.5,16.6,17.2,16.6,99,99
2012,11,30,10,50,139,5.3,6.5,1.42,12.9,7.75,249,1020.3,16.7,17.4,16.7,99,99
2012,11,30,11,50,174,3.7,4.4,1.32,12.12,7.52,265,1019.8,16.9,17.4,16.9,99,99
2012,11,30,12,50,192,4.2,4.9,1.55,10,7.77,248,1019.5,16.7,17.3,16.7,99,99
2012,11,30,13,50,195,5.1,5.8,1.58,12.9,8.06,253,1019.7,16.7,17.3,16.7,99,99
2012,11,30,14,50,189,3.7,4.6,1.52,12.9,7.93,273,1020.1,16.7,17.3,16.7,99,99
2012,11,30,15,50,181,3.2,4,1.63,12.9,8.07,250,1020.4,16.7,17.4,16.7,99,99
2012,11,30,16,50,178,4,4.8,1.56,12.12,7.72,261,1020.7,16.8,17.4,16.8,99,99
2012,11,30,17,50,180,3,3.6,1.67,12.12,8.08,268,1021.1,16.9,17.4,16.9,99,99
2012,11,30,18,50,194,3.6,4.4,1.71,12.12,8.41,264,1021.1,17.1,17.5,17.1,99,99
2012,11,30,19,50,207,2.6,3.2,1.5,10,8.24,260,1020.9,17,17.5,17,99,99
2012,11,30,20,50,218,2,2.6,1.64,11.43,8.69,256,1020.5,16.8,17.5,16.8,99,99
2012,11,30,21,50,268,4.4,5.3,1.54,12.12,8.67,259,1020.5,16.7,17.5,16.7,99,99
2012,11,30,22,50,293,3.7,4.6,1.57,12.12,8.77,260,1020.6,17.1,17.5,17.1,99,99
2012,11,30,23,50,287,3.9,5,1.48,12.9,8.4,263,1020.7,17.2,17.5,17.2,99,99
2012,12,1,0,50,189,2,2.4,1.64,12.9,8.46,281,1019,16.9,17.4,16.9,99,99
2012,12,1,2,50,271,3.3,4.3,1.59,10.81,7.88,262,1020.4,16.9,17.5,16.9,99,99
2012,12,1,3,50,233,2.8,3.7,1.65,12.9,7.76,269,1021,16.7,17.4,16.7,99,99
2012,12,1,4,50,215,3.3,4.4,1.76,14.81,8.08,261,1021,16.4,17.4,16.4,99,99
2012,12,1,5,50,206,2.3,2.9,1.63,10.81,8.05,256,1021.1,16.3,17.3,16.3,99,99
2012,12,1,6,50,223,2.7,3.6,1.62,12.12,7.93,257,1021.4,16.2,17.3,16.2,99,99
2012,12,1,7,50,327,2.1,2.7,1.83,12.9,8.25,262,1021.6,16.6,17.3,16.6,99,99
2012,12,1,8,50,288,1.4,2.4,1.74,13.79,8.65,256,1021.6,17,17.3,17,99,99
2012,12,1,9,50,248,3.1,4.3,1.73,12.9,8.6,245,1020.5,16.8,17.4,16.8,99,99
2012,12,1,10,50,183,2,2.5,1.65,14.81,8.31,259,1020.2,16.5,17.4,999,99,99
2012,12,1,11,50,212,1.6,2,1.56,12.9,7.81,256,1020.3,16.5,17.4,999,99,99
2012,12,1,12,50,230,1.3,1.8,1.62,13.79,8.13,257,1019.9,16.5,17.4,999,99,99
2012,12,1,13,50,220,2,2.7,1.62,10,8.06,257,1020.3,16.7,17.4,999,99,99
2012,12,1,14,50,247,3.3,4.1,1.64,13.79,8.3,273,1020.5,16.5,17.4,999,99,99
2012,12,1,15,50,239,2.5,3.4,1.63,9.09,7.86,262,1021,16.4,17.3,999,99,99
2012,12,1,16,50,222,4.1,4.9,1.61,10.81,8.12,260,1021.4,16.6,17.3,999,99,99
2012,12,1,17,50,226,3.4,4.1,1.86,10.81,8.46,267,1021.5,16.6,17.3,999,99,99
2012,12,1,18,50,242,3.1,4.1,1.69,9.09,8.23,263,1021.3,16.8,17.4,999,99,99
2012,12,1,19,50,238,4,5,1.6,12.9,8.35,268,1020.9,16.7,17.4,999,99,99
2012,12,1,20,50,222,4,4.8,1.74,13.79,8.63,261,1020,16.5,17.4,999,99,99
2012,12,1,21,50,215,3.6,4.4,1.65,9.09,8.68,248,1019.4,16.5,17.4,999,99,99
2012,12,1,22,50,234,4,4.8,1.68,12.12,8.33,254,1019.2,16.5,17.4,999,99,99
2012,12,1,23,50,220,3.5,4.1,1.84,12.9,8.71,258,1019,16.5,17.4,999,99,99
2012,12,2,0,50,213,3.4,4.3,1.72,8.33,8.14,257,1018.8,16.5,17.4,999,99,99
2012,12,2,1,50,243,5.7,7,1.74,11.43,8.14,258,1018.6,16.6,17.3,999,99,99
2012,12,2,2,50,233,6,7.1,1.85,14.81,7.65,270,1018.4,16.6,17.2,999,99,99
2012,12,2,3,50,249,4.5,5.6,1.63,13.79,6.98,244,1018.9,16.6,17.2,999,99,99
2012,12,2,4,50,258,3.8,4.9,1.59,10.81,6.81,266,1019.1,16.5,17.1,999,99,99
2012,12,2,5,50,267,4.8,5.8,1.7,10,6.99,254,1019.2,16.7,17,999,99,99
2012,12,2,6,50,275,5.9,6.8,1.72,10.81,7.43,270,1019.6,16.3,17,999,99,99
2012,12,2,7,50,278,4.1,4.9,1.54,14.81,7.22,286,1019.3,16.4,17,999,99,99
2012,12,2,8,50,281,4.1,5.2,1.55,11.43,7.64,260,1019.1,16.4,16.9,999,99,99
2012,12,2,9,50,300,3.5,4.5,1.5,11.43,7.62,256,1019.1,16.5,16.9,999,99,99
2012,12,2,10,50,299,3.7,4.7,1.52,14.81,7.77,264,1019.2,16.6,17,999,99,99
2012,12,2,11,50,334,3.7,4.5,1.59,12.12,8.42,282,1019.1,15.9,16.9,999,99,99
2012,12,2,12,50,310,3,3.7,1.56,13.79,8.25,284,1019.2,15.8,16.9,999,99,99
2012,12,2,13,50,280,2,3,1.44,12.9,7.78,285,1019.4,16.2,16.9,999,99,99
2012,12,2,14,50,293,1.4,2.2,1.51,11.43,7.98,266,1019.9,16.1,16.9,999,99,99
2012,12,2,15,50,176,0.9,1.3,1.5,11.43,7.9,264,1019.8,16.2,16.9,999,99,99
2012,12,2,16,50,155,2.1,2.4,1.42,10,7.55,255,1020.1,16.2,16.9,999,99,99
2012,12,2,17,50,154,3,3.5,1.32,12.9,7.77,292,1020.4,16.3,16.9,999,99,99
2012,12,2,18,50,200,3.3,4.1,1.36,10,7.61,254,1020.5,16.5,16.9,999,99,99
2012,12,2,19,50,219,3.5,4.4,1.47,10.81,8.29,255,1020,16,17,999,99,99
2012,12,2,20,50,232,3.7,4.5,1.3,10.81,8,254,1018.9,16.4,17.1,999,99,99
2012,12,2,21,50,226,3.5,4.3,1.3,11.43,8.14,253,1018.4,16.4,17.1,999,99,99
2012,12,2,22,50,232,3.6,4.3,1.24,13.79,7.65,252,1018.6,16.4,17,999,99,99
2012,12,2,23,50,222,4,5,1.31,13.79,7.66,253,1018.6,16.5,16.9,999,99,99
2012,12,3,0,50,216,2.2,2.7,1.25,10.81,7.5,251,1018.9,16.6,16.7,999,99,99
2012,12,3,1,50,210,2.3,2.7,1.24,7.69,7.22,252,1018.8,16.6,16.7,999,99,99
2012,12,3,2,50,187,2.2,2.7,1.17,12.9,7.09,279,1018.9,16.7,16.7,999,99,99
2012,12,3,3,50,192,4.2,5.1,1.15,11.43,6.91,251,1018.9,16.6,16.8,999,99,99
2012,12,3,4,50,206,4.9,5.6,1.19,10.81,6.86,243,1018.8,16.7,16.9,999,99,99
2012,12,3,5,50,215,4.7,5.7,1.23,9.09,6.63,264,1019,16.7,16.9,999,99,99
2012,12,3,6,50,221,4.8,5.5,1.22,12.9,6.89,241,1018.9,16.4,16.9,999,99,99
2012,12,3,7,50,219,5.9,7,1.14,12.12,6.32,265,1018.6,16.4,17,999,99,99
2012,12,3,8,50,238,5.3,6.3,1.15,8.33,6.17,238,1018.7,16.4,17,999,99,99
2012,12,3,9,50,242,5.3,6.1,1.11,11.43,5.99,243,1018.9,16.4,17,999,99,99
2012,12,3,10,50,256,4.6,5.8,1.04,10,5.96,252,1018.8,16.6,16.9,999,99,99
2012,12,3,11,50,256,4.2,5.1,1.27,10.81,6.47,254,1018.9,16.6,16.8,999,99,99
2012,12,3,12,50,242,4.5,5.7,1.15,12.12,6.33,270,1019.1,16.5,16.8,999,99,99
2012,12,3,13,50,249,3.4,4.1,1.17,10,6.33,249,1019.5,16.4,16.8,999,99,99
2012,12,3,14,50,252,3.7,4.8,1.31,11.43,6.55,274,1020,15.1,16.8,999,99,99
2012,12,3,15,50,284,2.3,3.4,1.24,7.69,6.17,263,1020.5,15,16.9,999,99,99
2012,12,3,16,50,251,2.6,3.4,1.25,12.9,6.24,274,1021.3,14.9,17,999,99,99
2012,12,3,17,50,269,2.5,3.3,1.19,12.12,6.08,242,1022,15.4,17.4,999,99,99
2012,12,3,18,50,241,2.8,3.5,1.18,10.81,6.14,269,1021.8,15.7,17.5,999,99,99
2012,12,3,19,50,308,1.5,2.5,1.18,9.09,6.49,259,1021.4,15.7,17.6,999,99,99
