#YY,MM,DD,hh,mm,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
#yr,mo,dy,hr,mn,degT,m/s,m/s,m,sec,sec,deg,T   hPa,degC,degC,degC,mi,ft
2012,1,29,13,50,252,1.4,2.2,0.67,12.12,6.12,279,1021.2,15,13.8,8.9,99,99
2012,1,29,14,50,9,1.8,2.2,0.63,12.9,6.06,240,1021.6,15.3,13.8,7.2,99,99
2012,1,29,15,50,220,0.5,1.3,0.59,12.9,5.87,248,1022.2,15.8,13.8,7,99,99
2012,1,29,16,50,75,0.9,1.2,0.64,12.12,6.49,249,1022.6,16.1,13.9,5.4,99,99
2012,1,29,17,50,150,0.2,0.4,0.64,11.43,6.37,243,1022.9,16.4,14.1,5.9,99,99
2012,1,29,18,50,177,0.2,0.7,0.67,12.9,7.09,223,1022.5,16.6,14.6,8.8,99,99
2012,1,29,19,50,310,0.6,1.3,0.63,12.12,6.82,265,1021.5,15.9,14.5,9.5,99,99
2012,1,29,20,50,245,1.3,1.7,0.58,13.79,6.27,205,1020.3,16.2,16,10.8,99,99
2012,1,29,21,50,250,2.2,2.7,0.55,12.9,6.75,241,1019.5,16.3,16,11.4,99,99
2012,1,29,22,50,270,3.8,4.3,0.57,11.43,7.23,267,1019.1,15.9,15.4,12.2,99,99
2012,1,29,23,50,268,2.9,3.3,0.55,11.43,7.32,263,1018.6,15.6,15,12.2,99,99
2012,1,30,0,50,294,2.7,3.2,0.56,12.12,7.82,263,1018.6,15.5,14.7,11.7,99,99
2012,1,30,1,50,289,3.9,4.5,0.61,12.9,8.31,207,1018.3,14.9,14.4,11.7,99,99
2012,1,30,2,50,288,3.1,3.5,0.55,12.9,7.96,222,1018.4,14.8,14.3,11.7,99,99
2012,1,30,3,50,322,3.2,3.6,0.49,13.79,7.27,209,1018.5,14.6,14.1,11.6,99,99
2012,1,30,4,50,321,3.4,4.3,0.48,13.79,7.73,226,1018.2,14.4,14,11.8,99,99
2012,1,30,5,50,302,2.2,2.9,0.49,11.43,7.34,275,1018.1,14.1,13.9,12.4,99,99
2012,1,30,6,50,247,2,2.4,0.49,13.79,6.22,189,1018.1,13.9,13.9,12.8,99,99
2012,1,30,7,50,283,3.7,4.2,0.54,12.9,5.56,222,1017.7,14.3,13.8,12.4,99,99
2012,1,30,8,50,283,2.5,2.8,0.56,12.9,5.43,226,1017.1,14.2,13.8,12,99,99
2012,1,30,9,50,263,1.9,2.4,0.53,12.9,5,246,1016.7,14,13.7,12.4,99,99
2012,1,30,10,50,347,1.4,2,0.53,11.43,5.03,291,1016,13.8,13.7,12.4,99,99
2012,1,30,11,50,306,2.1,2.8,0.59,12.9,5.87,241,1015.6,13.7,13.7,12.5,99,99
2012,1,30,12,50,330,2.2,2.8,0.58,12.9,5.84,253,1015.2,13.7,13.7,12.2,99,99
2012,1,30,13,50,11,1.6,2.1,0.58,12.9,5.38,249,1015.2,13.3,13.7,11.6,99,99
2012,1,30,14,50,80,0.9,1.3,0.61,12.9,5.64,210,1015.3,13.2,13.7,10.8,99,99
2012,1,30,15,50,315,1.6,1.9,0.64,11.43,5.74,274,1016,13.3,13.7,11.2,99,99
2012,1,30,16,50,8,1.5,1.8,0.64,12.9,5.64,226,1016.2,13.5,13.8,11.5,99,99
2012,1,30,17,50,151,1.4,2.1,0.64,12.9,5.31,194,1016.1,14,14,11.7,99,99
2012,1,30,18,50,134,2.1,2.7,0.62,12.9,5.28,207,1016.6,13.9,14.3,11.8,99,99
2012,1,30,19,50,145,2.6,3.2,0.56,19.05,4.68,201,1015.9,14,14.5,12.8,99,99
2012,1,30,20,50,159,2.7,3.2,0.64,19.05,5.62,233,1015.3,13.9,14.4,12.6,99,99
2012,1,30,21,50,197,1.9,2.4,0.55,19.05,5.36,259,1014.6,13.8,14.5,12.3,99,99
2012,1,30,22,50,129,2.4,2.8,0.51,19.05,5.83,162,1014.4,13.7,14.6,12.1,99,99
2012,1,30,23,50,158,2.7,3.2,0.52,12.9,6.04,214,1014.5,13.6,14.5,12.6,99,99
2012,1,31,0,50,178,2.4,2.9,0.54,12.9,6.08,224,1014.4,13.6,14.4,12.4,99,99
2012,1,31,1,50,195,1.8,2.2,0.55,17.39,6.65,228,1014.5,13.5,14.1,12,99,99
2012,1,31,2,50,257,0.2,0.7,0.66,17.39,6.96,261,1015.1,13.5,13.9,12.3,99,99
2012,1,31,3,50,37,1.2,1.4,0.58,17.39,6.34,327,1015.4,13.4,13.8,12.8,99,99
2012,1,31,4,50,51,1.8,2.2,0.66,17.39,6.87,310,1015.6,13.3,13.7,12.7,99,99
2012,1,31,5,50,94,1.9,2.5,0.68,17.39,7.12,246,1015.5,13.2,13.7,12.5,99,99
2012,1,31,6,50,110,2.4,3.1,0.71,17.39,8.1,278,1015.4,13.1,13.7,12.3,99,99
2012,1,31,7,50,131,3.4,4.3,0.74,17.39,7.94,249,1015.4,13,13.7,12.3,99,99
2012,1,31,8,50,128,2.8,4,0.8,17.39,7.99,245,1015.7,12.8,13.7,11.9,99,99
2012,1,31,9,50,124,3.2,3.8,0.78,17.39,7.66,261,1015.8,12.9,13.7,11.3,99,99
2012,1,31,10,50,116,3.4,4.2,0.81,17.39,7.75,280,1015.8,12.7,13.7,10.8,99,99
2012,1,31,11,50,114,3.6,4.7,0.67,17.39,6.65,277,1015.2,12.9,13.7,10.5,99,99
2012,1,31,12,50,52,1.8,3.5,0.69,17.39,7.53,285,1016.2,13.2,13.8,10.6,99,99
2012,1,31,13,50,111,1.6,2.2,0.68,17.39,6.97,281,1016.6,13.2,13.9,10.3,99,99
2012,1,31,14,50,58,2.3,3,0.73,17.39,6.73,302,1017.2,13.2,14.1,10.2,99,99
2012,1,31,15,50,92,1.5,2.2,0.75,17.39,6.29,272,1018.2,13.1,14.2,9.7,99,99
2012,1,31,16,50,101,3.3,4.3,0.75,16,6.19,255,1018.5,13.5,14.4,9.7,99,99
2012,1,31,17,50,113,1.7,2.5,0.74,16,5.84,223,1018.8,13.6,14.4,9.8,99,99
2012,1,31,18,50,92,2.7,3.7,0.73,16,5.92,161,1019,13.5,14.7,9.8,99,99
2012,1,31,19,50,102,3,3.9,0.74,16,6.05,276,1018.3,13.5,14.8,10.4,99,99
2012,1,31,20,50,146,1.1,1.9,0.76,16,6.32,305,1018.3,13.7,15,10.8,99,99
2012,1,31,21,50,222,2.7,3.6,0.8,16,7.02,262,1018.2,13.8,15.2,11,99,99
2012,1,31,22,50,270,5,6.1,0.66,16,6.51,257,1018.5,13.8,15.1,10.7,99,99
2012,1,31,23,50,291,7.5,9.1,0.71,16,6.09,278,1018.7,13.6,15,11.5,99,99
2012,2,1,0,50,333,7.9,9.2,0.74,16,5.05,321,1018.4,13.7,14.9,12.1,99,99
2012,2,1,1,50,336,6.3,7.7,0.75,14.81,4.89,296,1018.8,13.8,14.2,12.1,99,99
2012,2,1,2,50,338,5.3,6.2,0.78,14.81,4.66,294,1019.2,13.6,14,12.4,99,99
2012,2,1,3,50,42,2.9,3.5,0.83,14.81,5.42,294,1019.1,13.6,13.9,12.7,99,99
2012,2,1,4,50,345,1.7,2,0.79,14.81,5.33,277,1019.7,13.6,13.9,13,99,99
2012,2,1,5,50,321,4.1,4.8,0.79,14.81,5.93,285,1020.2,13.6,13.8,13,99,99
2012,2,1,6,50,58,0.7,1.2,0.78,14.81,5.91,246,1020.4,13.4,13.8,12.7,99,99
2012,2,1,7,50,88,0.7,1.3,0.83,14.81,6.75,282,1020.2,13.3,13.7,12.9,99,99
2012,2,1,8,50,228,3.2,4,0.82,13.79,7,257,1020.6,13.3,13.7,13,99,99
2012,2,1,9,50,250,3.4,4,0.89,13.79,7.48,283,1021,13.4,13.8,13,99,99
2012,2,1,10,50,252,1.9,2.5,0.87,13.79,7.78,274,1020.6,13.7,14.2,12.7,99,99
2012,2,1,11,50,288,3.5,4.3,0.84,13.79,7.83,279,1020.3,13.4,14.4,12.4,99,99
2012,2,1,12,50,284,1.2,1.7,1.06,13.79,8.95,290,1019.6,13.5,14.4,11.9,99,99
2012,2,1,13,50,266,3.3,3.9,0.84,11.43,7.44,253,1020.6,13.5,14.5,12.4,99,99
2012,2,1,14,50,260,1.2,1.7,0.92,12.9,7.88,272,1020.9,13.3,14.5,12.7,99,99
2012,2,1,15,50,249,1.3,1.7,1,13.79,7.76,260,1021,13.5,14.4,12.4,99,99
2012,2,1,16,50,258,3,3.8,1.04,12.9,7.63,258,1021.6,13.7,14.4,12.7,99,99
2012,2,1,17,50,333,3.4,4.1,1.05,13.79,7.3,278,1022.1,13.5,14.4,11.6,99,99
2012,2,1,18,50,126,1.4,2,1.1,12.9,7.35,284,1021.3,13.8,14.6,11.7,99,99
2012,2,1,19,50,303,3.4,4.1,1.08,12.9,7.14,272,1021.4,13.7,15,11.4,99,99
2012,2,1,20,50,253,1.4,1.9,1.04,21.05,7.47,20,1020.1,13.7,14.9,11.2,99,99
2012,2,1,21,50,260,1.3,1.9,1.04,19.05,7.39,239,1019.2,14.2,15.3,12.2,99,99
2012,2,1,22,50,238,3.1,4.1,1.07,21.05,8.06,270,1018.8,14.1,15.3,11.6,99,99
2012,2,1,23,50,195,1.9,2.6,0.92,13.79,7.32,274,1018.2,14.3,15.1,12.2,99,99
2012,2,2,0,50,205,1.6,2.5,1.19,19.05,8.18,316,1018.2,14.3,15.1,12.4,99,99
2012,2,2,1,50,170,0.9,1.2,1.15,19.05,7.93,240,1018.2,14,14.9,12.8,99,99
2012,2,2,2,50,260,3.5,4.2,1.18,17.39,7.09,278,1018.1,13.9,14.5,12.9,99,99
2012,2,2,3,50,283,4,4.7,1.21,19.05,6.46,327,1017.9,14.1,14.3,13.2,99,99
2012,2,2,4,50,273,4.5,5.4,1.26,12.9,5.97,306,1017.9,14.1,14.5,12.9,99,99
2012,2,2,5,50,338,2,3.5,1.37,19.05,6.14,279,1018.3,14.3,14.6,12.7,99,99
2012,2,2,6,50,330,5.4,6.4,1.52,19.05,6.2,263,1018.3,14.1,14.7,12.9,99,99
2012,2,2,7,50,348,5.8,6.9,1.47,19.05,5.69,308,1018,13.9,14.6,12.9,99,99
2012,2,2,8,50,333,5.7,6.7,1.39,19.05,5.77,302,1017.6,14,14.6,12.7,99,99
2012,2,2,9,50,342,5.2,6.6,1.63,17.39,7.06,291,1017.5,14,14.5,12.7,99,99
2012,2,2,10,50,10,3.3,4,1.53,17.39,7.4,307,1017.3,13.8,14.5,12.7,99,99
2012,2,2,11,50,70,4,5,1.52,17.39,7.47,295,1016.9,13.9,14.5,13.1,99,99
2012,2,2,12,50,97,2.9,3.5,1.48,17.39,8.01,258,1016.3,13.8,14.5,13.3,99,99
2012,2,2,13,50,93,2.9,3.8,1.32,17.39,7.52,293,1016.4,13.5,14.5,13,99,99
2012,2,2,14,50,78,3.8,4.6,1.17,17.39,6.97,259,1016.5,13.3,14.5,12.9,99,99
2012,2,2,15,50,86,2.1,3,1.25,17.39,7.51,288,1016.6,13.5,14.5,12.6,99,99
2012,2,2,16,50,106,1.2,2,1.17,17.39,6.94,287,1016.4,14,14.5,12.7,99,99
2012,2,2,17,50,82,1.1,1.7,1.1,17.39,7.17,266,1016.2,13.8,14.7,12.4,99,99
2012,2,2,18,50,144,0.3,0.9,1.09,17.39,7.12,295,1016.1,14.4,14.9,12.8,99,99
2012,2,2,19,50,161,0.8,1.5,1.03,17.39,6.86,266,1015.2,14.1,15.4,12.8,99,99
2012,2,2,20,50,214,2,2.7,1.16,17.39,7.82,259,1014.3,14.1,15.3,12.9,99,99
2012,2,2,21,50,260,3.1,3.9,1.12,16,7.94,269,1013.3,14.2,15.2,12.9,99,99
2012,2,2,22,50,265,3,3.8,1.12,16,7.76,268,1013,14.5,15.2,12.3,99,99
2012,2,2,23,50,279,2.8,3.5,1.07,17.39,7.72,280,1012.9,14.5,15.1,12.1,99,99
2012,2,3,0,50,252,1.7,2.3,1.09,16,8.49,289,1012.7,14.4,15.1,12.4,99,99
2012,2,3,1,50,247,2.3,2.9,1.17,16,9.2,273,1012.8,14.1,15,12.9,99,99
2012,2,3,2,50,295,1.8,2.4,1.16,16,9.16,283,1013.2,14,14.9,13,99,99
2012,2,3,3,50,287,1.5,1.9,0.99,16,8.76,264,1013.3,13.9,14.9,12.9,99,99
2012,2,3,4,50,331,3.8,4.3,0.95,16,9.02,290,1013.1,14,14.9,12.8,99,99
2012,2,3,5,50,68,3.2,3.8,0.95,16,8.99,276,1013.7,14,14.8,12.8,99,99
2012,2,3,6,50,113,4,5,1.07,16,9.37,251,1014,13.9,14.8,13.4,99,99
2012,2,3,7,50,123,2.8,3.6,1.04,16,8.82,264,1014.5,13.9,14.7,13.6,99,99
2012,2,3,8,50,122,2.2,2.8,1,16,8.13,276,1014.6,13.8,14.6,13.5,99,99
2012,2,3,9,50,131,2.6,3.2,0.97,14.81,7.87,261,1014.6,13.8,14.6,13.5,99,99
2012,2,3,10,50,39,1.7,2.2,1.03,16,8.28,282,1014.9,13.8,14.6,13.5,99,99
2012,2,3,11,50,23,2.2,2.6,0.99,14.81,8.36,307,1014.4,14,14.5,13.2,99,99
2012,2,3,12,50,46,2.6,3.4,1.11,16,8.76,292,1013.9,14.3,14.5,13,99,99
2012,2,3,13,50,73,2.6,3.4,1.05,16,8.84,286,1014.4,14.4,14.4,12.4,99,99
2012,2,3,14,50,90,2,2.5,1.07,14.81,8.92,257,1015.1,14.9,14.3,9.5,99,99
2012,2,3,15,50,87,3.6,4.6,1.04,16,9.11,266,1015.8,14.5,14.1,10.7,99,99
2012,2,3,16,50,87,4.2,5.1,0.96,14.81,8.51,289,1016.3,14.9,14.1,8.8,99,99
2012,2,3,17,50,96,3.4,4.1,0.97,14.81,7.19,241,1016.8,15.1,14.1,8.3,99,99
2012,2,3,18,50,97,3.5,4.1,0.96,16,7.12,279,1016.9,15,14.2,8.6,99,99
2012,2,3,19,50,127,2.6,3.1,0.96,14.81,6.95,262,1016.3,15.2,14.4,7.9,99,99
2012,2,3,20,50,137,2.9,3.5,0.9,16,7.27,257,1015.2,15.6,14.7,7,99,99
2012,2,3,21,50,147,3.2,3.7,0.91,14.81,7.34,257,1014.7,15.6,14.8,7.9,99,99
2012,2,3,22,50,131,1,1.5,0.89,16,7.68,265,1014.5,15.8,14.8,8.6,99,99
2012,2,3,23,50,235,1,1.5,0.85,14.81,8.09,249,1014.5,15.8,15,10.7,99,99
2012,2,4,0,50,280,1.5,1.8,0.9,14.81,8.08,273,1014.5,15.4,14.9,11.6,99,99
2012,2,4,1,50,306,1.4,1.6,0.89,16,8.48,275,1014.6,14.8,14.8,11.6,99,99
2012,2,4,2,50,320,2.3,2.8,0.92,14.81,8.87,286,1014.9,14.8,14.7,12,99,99
2012,2,4,3,50,340,3.1,3.6,0.94,13.79,9.08,295,1015.1,14.8,14.6,12.2,99,99
2012,2,4,4,50,355,3,3.4,0.87,14.81,8.85,279,1015.3,15.4,14.6,10,99,99
2012,2,4,5,50,17,2.2,2.6,0.76,14.81,8.99,282,1015.6,15.6,14.5,9.5,99,99
2012,2,4,6,50,106,2.4,3.3,0.73,16,8.76,240,1015.6,15.9,14.4,7.1,99,99
2012,2,4,7,50,89,4,5.2,0.77,14.81,9.47,200,1015.9,15.6,14.3,9.3,99,99
2012,2,4,8,50,70,5,5.9,0.78,13.79,5.98,284,1015.6,15.4,14.3,9.1,99,99
2012,2,4,9,50,80,5.7,6.4,0.84,13.79,5.75,266,1015.7,15.3,14.3,7.5,99,99
2012,2,4,10,50,73,4.7,5.6,0.84,13.79,6.04,274,1015.7,15,14.3,9.2,99,99
2012,2,4,11,50,89,5.3,6.2,0.79,13.79,6.12,276,1015.5,15.2,14.2,8.1,99,99
2012,2,4,12,50,70,5.4,6.4,0.76,12.9,5.44,225,1015.5,14.9,14.2,8,99,99
2012,2,4,13,50,67,5.2,6.2,0.77,14.81,5.92,286,1015.7,14.9,14.1,8.4,99,99
2012,2,4,14,50,67,4.5,5.2,0.73,14.81,6.36,312,1016.1,15,14.1,9.3,99,99
2012,2,4,15,50,68,2.7,3.3,0.78,14.81,6.06,253,1017,15.2,14.1,9,99,99
2012,2,4,16,50,82,2.1,2.4,0.84,16,6.37,282,1017.3,14.9,14.2,10.5,99,99
2012,2,4,17,50,82,3.7,4.6,0.88,16,6.78,268,1017.4,14.8,14.2,9.7,99,99
2012,2,4,18,50,99,3.8,4.5,0.81,14.81,6.45,267,1017.5,14.9,14.2,8.8,99,99
2012,2,4,19,50,85,4.4,5,0.88,16,6.74,210,1016.8,15.3,14.3,7.6,99,99
2012,2,4,20,50,100,3.2,3.7,0.89,14.81,7.3,260,1016.3,15.5,14.4,8.4,99,99
2012,2,4,21,50,121,2.9,3.3,0.84,14.81,7.82,261,1015.7,15.7,14.5,8.2,99,99
2012,2,4,22,50,139,4,4.5,0.78,13.79,8.6,249,1015.4,15.8,14.6,7.2,99,99
2012,2,4,23,50,157,3.6,4.1,0.83,14.81,9.74,260,1015.5,15.6,14.6,9.1,99,99
2012,2,5,0,50,183,2.6,3.1,0.88,14.81,9.56,265,1015.7,15.5,14.5,8.9,99,99
2012,2,5,1,50,183,1.9,2.5,0.79,14.81,10.31,268,1015.6,15.3,14.4,8.2,99,99
2012,2,5,2,50,344,2.1,3.3,0.91,14.81,11,266,1016,14.7,14.3,10.3,99,99
2012,2,5,3,50,289,1.9,2.3,0.92,14.81,10.95,283,1016.5,14.6,14.3,10.7,99,99
2012,2,5,4,50,315,2.5,3,1.02,14.81,11.38,288,1016.7,14.4,14.2,11.7,99,99
2012,2,5,5,50,293,2.2,2.8,1.11,13.79,11.35,286,1016.7,14.5,14.2,11.4,99,99
2012,2,5,6,50,238,1.2,1.5,1.02,13.79,11.09,280,1016.5,14.5,14.2,11.1,99,99
2012,2,5,7,50,227,1.4,1.9,0.95,12.9,10.59,247,1016.7,14.2,14.2,11.8,99,99
2012,2,5,8,50,173,0.5,1.7,1.22,12.9,11.63,253,1016.5,14,14.2,12,99,99
2012,2,5,9,50,34,0.5,0.7,1.18,12.9,11.29,282,1016.3,14.1,14.1,11.2,99,99
2012,2,5,10,50,87,1.6,2.6,1.11,13.79,11.25,275,1015.9,14.1,14.1,11.7,99,99
2012,2,5,11,50,96,3.1,3.8,1.01,12.12,10.41,275,1015.6,14.5,14.1,11.2,99,99
2012,2,5,12,50,83,2.4,2.9,1.15,13.79,10.87,258,1016,14.7,14.1,11,99,99
2012,2,5,13,50,69,3.7,4.3,0.99,13.79,9.81,279,1016.3,15.5,14.1,8.3,99,99
2012,2,5,14,50,69,2.4,2.9,1.02,12.12,9.69,278,1016.7,15.4,14.1,8.8,99,99
2012,2,5,15,50,65,1.8,2.4,1.08,12.9,10.21,284,1017,14.9,14.1,10.7,99,99
2012,2,5,16,50,90,3.2,4.2,1,13.79,9.43,268,1017.1,15.2,14.1,9.8,99,99
2012,2,5,17,50,80,2.9,3.6,1.13,13.79,10.36,259,1017.4,15.2,14.2,9.1,99,99
2012,2,5,18,50,100,2.1,2.8,1.11,12.9,9.17,253,1017.6,15.2,14.3,10.1,99,99
2012,2,5,19,50,88,2.5,3,1.06,12.9,9.16,261,1017,15,14.5,10.8,99,99
2012,2,5,20,50,165,1.3,1.6,1.03,11.43,8.94,241,1016.4,15.7,14.9,9.5,99,99
2012,2,5,21,50,208,2.5,3.7,0.94,12.9,9.58,248,1015.8,15.8,15.3,9.9,99,99
2012,2,5,22,50,250,2.1,2.6,1.01,12.9,10.13,243,1015.4,15.5,15.2,11.8,99,99
2012,2,5,23,50,261,2.5,2.9,0.82,13.79,10.08,260,1015,15.4,15,13,99,99
2012,2,6,0,50,250,3.3,3.9,0.89,12.12,10.62,238,1014.5,15.1,14.8,12.8,99,99
2012,2,6,1,50,268,4.2,5,0.96,12.12,10.7,266,1014.6,14.6,14.7,12.8,99,99
2012,2,6,2,50,281,4,5.2,0.99,16,10.12,271,1015.1,14.5,14.5,12.2,99,99
2012,2,6,3,50,299,4.2,4.8,0.9,14.81,8.64,267,1015.3,14.3,14.3,12.6,99,99
2012,2,6,4,50,287,3.7,4.4,1,12.9,9.07,279,1015.4,14.5,14.2,11.7,99,99
2012,2,6,5,50,286,4.1,5.1,1.05,12.9,9.31,280,1015.9,14.4,14.2,12,99,99
2012,2,6,6,50,315,4.9,5.7,1.04,13.79,9.43,284,1016,14,14.3,12.9,99,99
2012,2,6,7,50,318,4.5,5.3,1.11,13.79,8.51,275,1016,13.7,14.2,12.7,99,99
2012,2,6,8,50,325,3.5,4.3,1.16,13.79,7.54,276,1015.7,13.7,14.2,12.6,99,99
2012,2,6,9,50,281,2.9,3.7,1.3,12.12,8.02,271,1015.7,13.6,14.2,12.4,99,99
2012,2,6,10,50,321,1.8,2.4,1.08,13.79,7.58,288,1014.9,13.5,14.2,12.5,99,99
2012,2,6,11,50,337,1.1,1.5,1.18,12.9,8.5,275,1014.7,13.3,14.2,12.5,99,99
2012,2,6,12,50,178,0.4,0.6,1.04,12.9,8.24,258,1014.6,13.2,14.2,12.6,99,99
2012,2,6,13,50,123,1.1,1.4,1.2,12.9,8.87,257,1014.6,13.3,14.1,12.9,99,99
2012,2,6,14,50,155,1.7,2.1,0.97,13.79,8.14,247,1015.3,13.7,14.1,13,99,99
2012,2,6,15,50,197,1.7,2,0.97,13.79,8.46,241,1015.7,13.6,14.2,12.9,99,99
2012,2,6,16,50,214,3,3.5,0.94,12.9,8.7,265,1016.2,13.7,14.2,13.3,99,99
2012,2,6,17,50,237,2.2,3,0.85,13.79,8.62,234,1016.5,13.5,14.2,13,99,99
2012,2,6,18,50,263,2.2,2.6,1.03,13.79,9.68,275,1016.4,13.5,14.3,12.9,99,99
2012,2,6,19,50,279,1.6,2.3,0.89,13.79,8.6,257,1015.9,13.8,14.4,12.7,99,99
2012,2,6,20,50,275,1.9,2.5,0.93,12.9,8.92,245,1015,13.8,14.5,12.4,99,99
2012,2,6,21,50,233,0.9,1.8,1.13,12.9,9.82,258,1014.1,14.5,14.8,12.7,99,99
2012,2,6,22,50,173,0.2,0.5,0.9,12.9,9.26,254,1013.5,14.1,15,12.5,99,99
2012,2,6,23,50,196,2.8,3.9,1.01,12.9,9.85,237,1013.2,13.9,14.9,12.7,99,99
2012,2,7,0,50,193,3.3,4,0.91,12.9,9.75,250,1012.9,13.9,14.7,12.9,99,99
2012,2,7,1,50,121,1.6,2,0.72,12.9,9.38,235,1012.4,14,14.6,13,99,99
2012,2,7,2,50,189,3.3,3.7,0.63,11.43,8.58,237,1012.5,14.1,14.5,13.2,99,99
2012,2,7,3,50,195,0.4,0.9,0.73,11.43,9.27,256,1012.6,14,14.5,13.2,99,99
2012,2,7,4,50,198,1.5,2,0.77,11.43,9.54,247,1013,14.2,14.3,13.2,99,99
2012,2,7,5,50,167,3.6,4.4,0.72,14.81,9.71,223,1012.4,14.1,14.3,12.7,99,99
2012,2,7,6,50,178,3.7,4.1,0.64,11.43,9.37,227,1013,14.1,14.3,12.7,99,99
2012,2,7,7,50,182,3,3.7,0.63,12.12,9.19,222,1013.2,14.1,14.3,13.1,99,99
2012,2,7,8,50,183,3.2,4.1,0.65,14.81,8.84,207,1012.9,14,14.3,12.8,99,99
2012,2,7,9,50,190,1.8,2.2,0.64,14.81,8.29,213,1013,13.9,14.3,12.7,99,99
2012,2,7,10,50,102,3.3,4.1,0.61,12.9,7.7,224,1012,13.8,14.3,12.9,99,99
2012,2,7,11,50,106,4.4,5.4,0.61,13.79,7.47,217,1010.9,13.9,14.3,13.1,99,99
2012,2,7,12,50,109,5.7,6.7,0.53,12.9,5.7,200,1010.5,14.1,14.3,13.2,99,99
2012,2,7,13,50,170,5.3,6,0.56,12.12,5.3,212,1011.8,14.2,14.2,13.2,99,99
2012,2,7,14,50,119,5.6,7,0.62,12.12,5.02,222,1011.1,14.2,14.2,13.1,99,99
2012,2,7,15,50,91,6.4,7.6,0.67,12.9,4.68,252,1011,14.1,14.3,13,99,99
2012,2,7,16,50,82,6.4,7.6,0.67,11.43,3.91,235,1011.6,14.2,14.2,12.7,99,99
2012,2,7,17,50,101,7.5,9.7,0.79,14.81,4.1,207,1012,14.5,14.2,11.8,99,99
2012,2,7,18,50,95,7.3,8.7,0.98,11.43,4.54,233,1011.6,14.5,14.2,12.5,99,99
2012,2,7,19,50,99,6.1,7.3,1.09,11.43,4.86,254,1011.4,14.5,14.2,13.3,99,99
2012,2,7,20,50,115,6.2,7.3,1.14,12.9,4.95,270,1011.4,14.5,14.2,13.5,99,99
2012,2,7,21,50,107,6,7.2,1.31,11.43,5.64,234,1011,14.6,14.2,13.5,99,99
2012,2,7,22,50,120,5.4,7.5,1.6,10.81,6.03,252,1011.2,14.5,14.3,13,99,99
2012,2,7,23,50,105,9.3 1,4.1,2.05,10.81,6.77,252,1010.8,14.4,14.3,13,99,99
2012,2,8,0,50,103,9.7 1,1.8,2.07,10.81,6.48,249,1011,14.4,14.3,13.4,99,99
2012,2,8,1,50,101 1,1.0 1,4.3,2.58,12.12,6.7,245,1011.1,13.4,14.2,11.4,99,99
2012,2,8,2,50,89 1,2.6 1,6.1,2.54,12.12,5.9,255,1011.4,13.1,14.2,11.9,99,99
2012,2,8,3,50,90 1,0.4 1,3,2.68,11.43,6.04,265,1012.6,13.5,14.1,11.9,99,99
2012,2,8,4,50,100 1,1.2 1,3.7,2.72,12.12,6,255,1013.2,13.1,14.1,11.7,99,99
2012,2,8,5,50,105 1,1.0 1,3.4,2.58,6.67,5.95,152,1013.9,13.7,14,11.5,99,99
2012,2,8,6,50,104,8.8 1,0.7,2.65,7.14,6.21,157,1014.3,14.1,14,11.6,99,99
2012,2,8,7,50,84,6.6,8.3,2.51,12.12,6.45,239,1015.3,14.3,14,11.7,99,99
2012,2,8,8,50,90,4.8,6.4,1.96,11.43,6.39,250,1015.7,14.7,14,11.6,99,99
2012,2,8,9,50,92,3.1,3.9,2.13,11.43,7.07,257,1016.2,14.5,14,12.7,99,99
2012,2,8,10,50,82,2.3,3.3,1.99,11.43,7.46,249,1016.2,14.5,14,12.7,99,99
2012,2,8,11,50,25,2.7,3.5,1.88,11.43,7.6,262,1016.1,14.2,13.9,12.7,99,99
2012,2,8,12,50,354,1.7,2.4,1.92,10.81,8.13,269,1016.1,14.3,13.9,11.2,99,99
2012,2,8,13,50,344,1.3,1.9,1.66,10.81,7.9,273,1015.6,14.5,13.8,10.3,99,99
2012,2,8,14,50,315,6.2,8.5,1.79,10.81,8.08,274,1017,14.4,13.8,10.4,99,99
2012,2,8,15,50,324,6.9,9,1.89,10.81,7.59,272,1017.6,14.5,13.8,9.6,99,99
2012,2,8,16,50,327,6.8,7.7,1.83,10.81,6.9,283,1018.6,14.3,13.8,11.6,99,99
2012,2,8,17,50,333,4.4,5.4,1.68,17.39,7.11,294,1018.8,14.5,13.9,11.7,99,99
2012,2,8,18,50,306,5.6,7.3,1.96,10.81,7.97,277,1018.8,14.4,14,12.1,99,99
2012,2,8,19,50,311,3.8,4.5,2.08,13.79,8.33,293,1018.4,14.9,14.1,12,99,99
2012,2,8,20,50,283,4.5,5.4,2.12,11.43,8.8,269,1017.9,15.2,14.3,11.8,99,99
2012,2,8,21,50,302,4.1,5,2.12,11.43,8.91,278,1017.3,15.6,14.3,11.7,99,99
2012,2,8,22,50,311,4.1,5.2,2.35,12.12,9.42,290,1016.8,15.3,14.4,11.9,99,99
2012,2,8,23,50,287,3,3.9,2.48,11.43,9.42,273,1017,15.3,14.3,12.1,99,99
2012,2,9,0,50,261,3.8,4.9,2.48,12.12,9.76,255,1017.4,15.2,14.3,13.2,99,99
2012,2,9,1,50,329,3.7,4.9,2.75,13.79,9.6,272,1018.1,14.9,14.2,13.3,99,99
