"Year","Observer","Plot","LayingSequence","Length","Width","Size"
2015,NA,"CC","Egg1",56.2,36.7,2062.54
2015,NA,"CC","Egg1",54.1,35.9,1942.19
2015,NA,"CC","Egg1",58,36,2088
2015,NA,"CC","Egg1",55.9,35.8,2001.22
2015,NA,"CC","Egg1",51.6,36.4,1878.24
2015,NA,"CC","Egg1",52.9,35.6,1883.24
2015,NA,"CC","Egg1",54.8,36.2,1983.76
2015,NA,"CC","Egg1",54.8,35.4,1939.92
2015,NA,"CC","Egg1",54,36.4,1965.6
2015,NA,"CC","Egg1",53.4,35.6,1901.04
2015,NA,"CC","Egg1",55.9,35.4,1978.86
2015,NA,"APNC","Egg1",54.3,34.8,1889.64
2015,NA,"BH","Egg1",57.1,34.8,1987.08
2015,NA,"DO","Egg1",51.6,35.8,1847.28
2015,NA,"LC","Egg1",51.5,35.6,1833.4
2015,NA,"LC","Egg1",51.3,35.1,1800.63
2015,NA,"CC","Egg1",52.9,35.6,1883.24
2015,NA,"CC","Egg1",55.7,36.9,2055.33
2015,NA,"CC","Egg1",54.8,35.7,1956.36
2015,NA,"CC","Egg1",55.4,34.6,1916.84
2015,NA,"CC","Egg1",53.5,36,1926
2015,NA,"APNC","Egg1",57.2,34.5,1973.4
2015,NA,"APNC","Egg1",51.7,34.7,1793.99
2015,NA,"APNC","Egg1",55.9,36.6,2045.94
2015,NA,"DO","Egg1",53.2,34.1,1814.12
2015,NA,"DO","Egg1",51.5,36.8,1895.2
2015,NA,"DO","Egg1",52.5,35.7,1874.25
2015,NA,"DO","Egg1",49.4,35.2,1738.88
2015,NA,"DO","Egg1",55.8,35.8,1997.64
2015,NA,"DO","Egg1",53.8,36.2,1947.56
2015,NA,"DO","Egg1",52.4,35.8,1875.92
2015,NA,"LC","Egg1",54,36.1,1949.4
2015,NA,"LC","Egg1",51.1,35.1,1793.61
2015,NA,"LC","Egg1",53.9,35.5,1913.45
2015,NA,"LC","Egg1",55,35.4,1947
2015,NA,"LC","Egg1",54.8,37.2,2038.56
2015,NA,"LC","Egg1",52.1,34.1,1776.61
2015,NA,"LC","Egg1",53.4,36.6,1954.44
2015,NA,"CC","Egg1",54,36.8,1987.2
2015,NA,"APNC","Egg1",43.6,34.9,1521.64
2015,NA,"DO","Egg1",52.9,36.9,1952.01
2015,NA,"DO","Egg1",54.3,36.1,1960.23
2015,NA,"DO","Egg1",53.5,35.5,1899.25
2016,"AJD","LC","Egg1",54.4,35.3,1920.32
2016,"PTL","LC","Egg1",41,29.1,1193.1
2016,"JAH","APNC","Egg1",53,36,1908
2016,"AAY","LC","Egg1",52.4,34.8,1823.52
2016,"AAY","LC","Egg1",49.9,34.6,1726.54
2016,"PTL","CC","Egg1",51.9,35.6,1847.64
2016,"AAY","APNC","Egg1",58.5,33.9,1983.15
2016,"AAY","APNC","Egg1",52.9,34.6,1830.34
2016,"GRK","DO","Egg1",54.1,34.7,1877.27
2016,"GRK","DO","Egg1",51.6,35.4,1826.64
2016,"AAY","LC","Egg1",51.7,33.5,1731.95
2016,"AAY","LC","Egg1",53.1,37.1,1970.01
2016,"AAY","LC","Egg1",54.4,36.5,1985.6
2016,"AAY","LC","Egg1",54.2,35.7,1934.94
2016,"GRK","CC","Egg1",52.6,36.1,1898.86
2016,"AAY","APNC","Egg1",54.8,37.2,2038.56
2016,"GRK","DO","Egg1",52.5,35,1837.5
2016,"JAH","CC","Egg1",53.5,34.6,1851.1
2016,"JAH","BH","Egg1",55.2,36.1,1992.72
2016,"JAH","DO","Egg1",51.1,36.2,1849.82
2016,"JAH","DO","Egg1",52.2,36.1,1884.42
2016,"MGB","LC","Egg1",55.2,35.7,1970.64
2016,"AAY","APNC","Egg1",49.9,35.4,1766.46
2016,"AJB","LC","Egg1",52.5,33.9,1779.75
2016,"AJB","LC","Egg1",54.5,35.5,1934.75
2016,"AAY","CC","Egg1",49.7,35.2,1749.44
2016,"AAY","CC","Egg1",53.6,35.4,1897.44
2016,"AAY","CC","Egg1",53,35.6,1886.8
2016,"JAH","DO","Egg1",53.7,36.3,1949.31
2016,"JAH","DO","Egg1",52.5,32.9,1727.25
2016,"JAH","LC","Egg1",55.4,36.4,2016.56
2016,"JAH","CC","Egg1",54.1,34.5,1866.45
2016,"JAH","DO","Egg1",52.6,35.5,1867.3
2016,"JAH","LC","Egg1",53.8,35.5,1909.9
2016,"JAH","LC","Egg1",54,35.5,1917
2016,"JAH","LC","Egg1",50.8,35.1,1783.08
2016,"JAH","LC","Egg1",52.8,36,1900.8
2016,"JAH","LC","Egg1",54.8,36,1972.8
2016,"JAH","LC","Egg1",51.8,35.1,1818.18
2016,"JAH","CC","Egg1",53.3,35.8,1908.14
2016,"AAY","LC","Egg1",51.7,35.3,1825.01
2016,"AAY","LC","Egg1",54,35.1,1895.4
2016,"AAY","CC","Egg1",52.2,35.5,1853.1
2016,"AAY","CC","Egg1",55,35.9,1974.5
2016,"AAY","CC","Egg1",52.6,35.9,1888.34
2016,"AAY","APNC","Egg1",52.3,33.7,1762.51
2016,"AAY","DO","Egg1",53.7,38,2040.6
2016,"AAY","DO","Egg1",53.9,35.9,1935.01
2016,"AAY","LC","Egg1",51.4,35.4,1819.56
2016,"AAY","LC","Egg1",54.2,35,1897
2016,"AAY","LC","Egg1",57,36.6,2086.2
2016,"AAY","LC","Egg1",54.8,37.1,2033.08
2016,"PTL","CC","Egg1",58.5,36.8,2152.8
2016,"PTL","CC","Egg1",52.7,34.4,1812.88
2016,"PTL","CC","Egg1",54.3,35.9,1949.37
2016,"PTL","CC","Egg1",54.6,34.8,1900.08
2016,"PTL","CC","Egg1",54.8,37.3,2044.04
2016,"JAH","APNC","Egg1",54.8,37.3,2044.04
2016,"JAH","APNC","Egg1",53.2,34.6,1840.72
2016,"JAH","APNC","Egg1",55.1,36.3,2000.13
2016,"JAH","BH","Egg1",54.3,35,1900.5
2016,"JAH","DO","Egg1",55.6,35.2,1957.12
2016,"JAH","DO","Egg1",51.8,35.9,1859.62
2016,"JAH","DO","Egg1",52.6,34.9,1835.74
2016,"JAH","DO","Egg1",54.5,33.5,1825.75
2016,"JAH","DO","Egg1",54.5,36.2,1972.9
2016,"JAH","DO","Egg1",55.5,35.8,1986.9
2016,"JAH","LC","Egg1",54.3,36.4,1976.52
2016,"JAH","LC","Egg1",53.7,34.5,1852.65
2016,"JAH","LC","Egg1",53,36.1,1913.3
2016,"JAH","LC","Egg1",51.8,35.3,1828.54
2016,"JAH","LC","Egg1",54.9,35,1921.5
2016,"JAH","LC","Egg1",54.3,36.6,1987.38
2016,"JAH","LC","Egg1",54.3,35.4,1922.22
2016,"JAH","LC","Egg1",53.9,35.9,1935.01
2016,"JAH","LC","Egg1",56.1,35.8,2008.38
2016,"JAH","LC","Egg1",54.1,36,1947.6
2016,"JAH","LC","Egg1",53.2,33.9,1803.48
2016,"JAH","CC","Egg1",53.5,35.7,1909.95
2016,"JAH","CC","Egg1",54,34.9,1884.6
2016,"JAH","CC","Egg1",55.4,34.9,1933.46
2016,"JAH","CC","Egg1",56.8,37.4,2124.32
2016,"JAH","CC","Egg1",53.5,34.3,1835.05
2016,"JAH","CC","Egg1",53.4,34.2,1826.28
2016,"JAH","CC","Egg1",51.1,35.1,1793.61
2016,"JAH","CC","Egg1",57.8,35.1,2028.78
2016,"JAH","CC","Egg1",53.4,34,1815.6
2016,"JAH","CC","Egg1",55,35.3,1941.5
2016,"JAH","CC","Egg1",52.8,35.1,1853.28
2016,"JAH","CC","Egg1",55.5,36,1998
2016,"AJB","APNC","Egg1",56.9,35,1991.5
2016,"AJB","APNC","Egg1",53.2,36.5,1941.8
2016,"AJB","APNC","Egg1",57.1,37,2112.7
2016,"AJB","APNC","Egg1",55.3,35.3,1952.09
2016,"AJB","APNC","Egg1",53.9,35.5,1913.45
2016,"AJB","APNC","Egg1",53.6,37,1983.2
2016,"AJB","APNC","Egg1",54.4,35.4,1925.76
2016,"JAH","BH","Egg1",54.4,36.8,2001.92
2016,"JAH","DO","Egg1",52.4,34.8,1823.52
2016,"JAH","DO","Egg1",57.9,35.5,2055.45
2016,"JAH","DO","Egg1",54.5,37,2016.5
2016,"JAH","DO","Egg1",51.9,35.4,1837.26
2016,"JAH","DO","Egg1",54.4,35.6,1936.64
2016,"JAH","DO","Egg1",55.7,37.5,2088.75
2016,"JAH","DO","Egg1",56.3,36.1,2032.43
2017,"AJD","APNC","Egg1",53.5,35,1872.5
2017,"AJD","APNC","Egg1",57.8,35.7,2063.46
2017,"PTL","CC","Egg1",53.4,34.9,1863.66
2017,"AJD","DO","Egg1",54.5,37.5,2043.75
2017,"AAY","CC","Egg1",55.5,36.7,2036.85
2017,"AAY","CC","Egg1",56.5,37.3,2107.45
2017,"JAH","BH","Egg1",52.9,35.9,1899.11
2017,"JAH","DO","Egg1",57.6,36.9,2125.44
2017,"JAH","DO","Egg1",51,36.2,1846.2
2017,"JAH","APNC","Egg1",52.9,34.2,1809.18
2017,"JAH","CC","Egg1",57.3,36.9,2114.37
2017,"JAH","CC","Egg1",52,35.9,1866.8
2017,"JAH","CC","Egg1",53.2,36,1915.2
2017,"JAH","CC","Egg1",53.7,35.1,1884.87
2017,"JAH","CC","Egg1",50.6,34.6,1750.76
2017,"JAH","CC","Egg1",55.2,37.1,2047.92
2017,"JAH","DO","Egg1",51.3,34.5,1769.85
2017,"JAH","DO","Egg1",50.2,34.9,1751.98
2017,"JAH","DO","Egg1",53.3,37.1,1977.43
2017,"JAH","APNC","Egg1",54.4,36.5,1985.6
2017,"JAH","APNC","Egg1",53.9,35.4,1908.06
2017,"JAH","CC","Egg1",55.1,35.8,1972.58
2017,"JAH","CC","Egg1",53.3,33.7,1796.21
2017,"JAH","DO","Egg1",52.7,34.8,1833.96
2017,"JAH","DO","Egg1",54.1,35.3,1909.73
2017,"JAH","DO","Egg1",54.5,36.5,1989.25
2017,"JAH","DO","Egg1",53.4,36.6,1954.44
2017,"JAH","APNC","Egg1",56.6,34.4,1947.04
2017,"JAH","CC","Egg1",54,36.5,1971
2017,"JAH","CC","Egg1",49,36.1,1768.9
2017,"JAH","CC","Egg1",54.1,36.5,1974.65
2017,"JAH","CC","Egg1",53.8,36.3,1952.94
2017,"JAH","CC","Egg1",52.5,36.3,1905.75
2017,"JAH","CC","Egg1",55.1,35.9,1978.09
2017,"JAH","CC","Egg1",53,36.4,1929.2
2017,"JAH","CC","Egg1",56.3,35.5,1998.65
2017,"JAH","CC","Egg1",54.5,37.8,2060.1
2017,"JAH","LC","Egg1",55.7,37.3,2077.61
2017,"JAH","APNC","Egg1",54.9,36.3,1992.87
2017,"JAH","APNC","Egg1",51.9,34.9,1811.31
2017,"AJD","DO","Egg1",54.7,36.4,1991.08
2017,"AJD","DO","Egg1",52.1,36.2,1886.02
2017,"AJD","DO","Egg1",54.2,37.5,2032.5
2017,"AJD","DO","Egg1",51.3,36.1,1851.93
2017,"AJD","DO","Egg1",51.6,35.5,1831.8
2017,"JAH","DO","Egg1",54.9,35.5,1948.95
2017,"JAH","CC","Egg1",52.5,35.5,1863.75
2017,"JAH","DO","Egg1",52.9,36.2,1914.98
2017,"JAH","APNC","Egg1",52.8,35.6,1879.68
2017,"JAH","DO","Egg1",52.1,35.6,1854.76
2017,"JAH","CC","Egg1",50,36.1,1805
2017,"JAH","CC","Egg1",53.3,34,1812.2
2017,"JAH","BH","Egg1",56.6,36.1,2043.26
2017,"JAH","APNC","Egg1",56.2,34,1910.8
2017,"JAH","CC","Egg1",51.4,35.4,1819.56
2017,"JAH","APNC","Egg1",52.3,34.9,1825.27
2009,"CEH","DO","Egg2",50.3,30.5,1534.15
2009,"CEH","CC","Egg2",55.8,37,2064.6
2009,"CEH","CC","Egg2",54.4,35.1,1909.44
2009,"CEH","CC","Egg2",56,36.5,2044
2010,"DLW","BT","Egg2",53,31,1643
2010,"SAA","WC","Egg2",54,36.5,1971
2010,"NAG","CC","Egg2",53,33.5,1775.5
2010,"NAG","CC","Egg2",52.5,35.5,1863.75
2010,"SAA","BT","Egg2",52,35,1820
2010,"SKT","APNC","Egg2",54,35.1,1895.4
2010,"SAA","LC","Egg2",51,36,1836
2010,"SKT","CC","Egg2",53.8,36.5,1963.7
2010,"SAA","LC","Egg2",55.7,36,2005.2
2010,"SKT","BT","Egg2",51.5,33,1699.5
2010,"SKT","DO","Egg2",51.9,36.8,1909.92
2010,"SKT","CC","Egg2",54,35.7,1927.8
2010,"SKT","CC","Egg2",51.2,32.9,1684.48
2010,"KWB","APNC","Egg2",52,36,1872
2010,"SAA","LC","Egg2",52,36.1,1877.2
2010,"SAA","LC","Egg2",56.1,36,2019.6
2010,"KWB","CC","Egg2",54,36.5,1971
2010,"KWB","APNC","Egg2",52.5,35.5,1863.75
2010,"KWB","LC","Egg2",52.5,35,1837.5
2010,"SAA","DO","Egg2",52.7,34.5,1818.15
2010,"KWB","CC","Egg2",54.9,36.2,1987.38
2010,"SAA","LC","Egg2",50.5,35,1767.5
2010,"SAA","LC","Egg2",54.5,34.3,1869.35
2010,"KWB","APNC","Egg2",53.8,37,1990.6
2010,"SKT","BH","Egg2",54.1,36.1,1953.01
2010,"SAA","LC","Egg2",52.5,36,1890
2011,"KWB","CC","Egg2",55.4,35.9,1988.86
2011,"SAA","CC","Egg2",56.2,36.7,2062.54
2011,"SKT","CC","Egg2",54.35,37.2,2021.82
2011,"SAA","DO","Egg2",55.85,36.2,2021.77
2011,"KWB","CC","Egg2",51.5,36,1854
2011,"SAA","CC","Egg2",55.5,35.8,1986.9
2011,"SAA","LC","Egg2",55.85,37.4,2088.79
2011,"KWB","CC","Egg2",54,35.8,1933.2
2011,"CEK","LC","Egg2",50.3,34.2,1720.26
2011,"SKT","CC","Egg2",54.9,38.6,2119.14
2011,"KWB","CC","Egg2",52.5,35.5,1863.75
2011,"SAA","APNC","Egg2",53.35,37,1973.95
2011,"SAA","DO","Egg2",55.4,36.9,2044.26
2011,"KWB","CC","Egg2",51,31.11,1586.61
2011,"SAA","BH","Egg2",52.2,36.8,1920.96
2012,"AAY","DO","Egg2",51.2,30.8,1576.96
2012,"KMR","DO","Egg2",59.8,36,2152.8
2012,"REW","LC","Egg2",53.8,37.2,2001.36
2012,"KMR","DO","Egg2",55.3,33.9,1874.67
2012,"SLA","BH","Egg2",55.5,34.7,1925.85
2012,"SLA","LC","Egg2",55.5,34.7,1925.85
2012,"SLA","BH","Egg2",55.5,36.2,2009.1
2012,"CAC","DO","Egg2",53.8,36.9,1985.22
2012,"CAC","DO","Egg2",51.3,34.5,1769.85
2012,"CAC","DO","Egg2",52.1,36,1875.6
2012,"SKT","BH","Egg2",52.75,35.45,1869.9875
2012,"SKT","LC","Egg2",51.65,34.75,1794.8375
2012,"SKT","DO","Egg2",53.1,36.5,1938.15
2012,"KMR","LC","Egg2",51.9,35.8,1858.02
2012,"KMR","LC","Egg2",59.6,34.4,2050.24
2012,"SKT","DO","Egg2",53.55,36.8,1970.64
2012,"SKT","LC","Egg2",55.8,35.7,1992.06
2012,"SKT","LC","Egg2",53.2,35.9,1909.88
2012,"SKT","LC","Egg2",49.3,33.1,1631.83
2012,"REW","CC","Egg2",51.4,35.2,1809.28
2012,"REW","LC","Egg2",53,34.6,1833.8
2012,"REW","CC","Egg2",54.9,34.1,1872.09
2012,"KMR","LC","Egg2",53.1,36.8,1954.08
2012,"SKT","DO","Egg2",52.1,35.5,1849.55
2012,"SKT","LC","Egg2",50.2,36.2,1817.24
2012,"SKT","CC","Egg2",53.8,35.7,1920.66
2013,"SJK","DO","Egg2",54,36.25,1957.5
2013,"AAY","DO","Egg2",56.9,37.9,2156.51
2013,"CLE","DO","Egg2",53.9,36.8,1983.52
2013,"CLE","DO","Egg2",51.2,35,1792
2013,"RER","CC","Egg2",55.5,37.45,2078.475
2013,"RER","CC","Egg2",55.2,36.3,2003.76
2013,"AAY","DO","Egg2",55,35.9,1974.5
2013,"AAY","DO","Egg2",51.3,34.9,1790.37
2013,"RER","LC","Egg2",55.7,36.1,2010.77
2013,"RER","LC","Egg2",52.6,35,1841
2013,"RER","LC","Egg2",58,35.7,2070.6
2013,"RER","CC","Egg2",55.2,36.6,2020.32
2013,"JAH","APNC","Egg2",55.25,36.8,2033.2
2013,"CLE","DO","Egg2",55.2,35.5,1959.6
2013,"CLE","DO","Egg2",48.8,33.8,1649.44
2013,"SJK","LC","Egg2",55.6,34.3,1907.08
2013,"AAY","DO","Egg2",52.6,36.2,1904.12
2013,"CAC","DO","Egg2",52.1,36,1875.6
2013,"SJK","LC","Egg2",52.7,36.9,1944.63
2013,"RER","CC","Egg2",53,35.9,1902.7
2013,"RER","LC","Egg2",53.5,35.5,1899.25
2014,"JAH","LC","Egg2",55.6,37.5,2085
2014,"SMC","APNC","Egg2",55.1,34.4,1895.44
2014,"JAH","CC","Egg2",52.2,36,1879.2
2014,"EWW","CC","Egg2",51.9,34.9,1811.31
2014,"EWW","CC","Egg2",53.8,36.6,1969.08
2014,"EWW","CC","Egg2",55.6,35.7,1984.92
2014,"EWW","CC","Egg2",54.1,36.2,1958.42
2014,"SMC","LC","Egg2",52,35.1,1825.2
2014,"SMC","LC","Egg2",55.3,36.1,1996.33
2014,"AAY","LC","Egg2",54,35.9,1938.6
2014,"AML","CC","Egg2",52,38.1,1981.2
2014,"JAH","DO","Egg2",54,37,1998
2014,"JAH","LC","Egg2",54.3,37.1,2014.53
2014,"CAC","DO","Egg2",51.2,35.3,1807.36
2014,"CAC","DO","Egg2",51.8,35.4,1833.72
2014,"JAH","BH","Egg2",55.7,36.5,2033.05
2014,"SMC","LC","Egg2",53.1,35.1,1863.81
2015,NA,"APNC","Egg2",54,37,1998
2015,NA,"CC","Egg2",58.8,32.1,1887.48
2015,NA,"CC","Egg2",54.2,35.3,1913.26
2015,NA,"APNC","Egg2",53.4,35.7,1906.38
2015,NA,"CC","Egg2",53.7,35.9,1927.83
2015,NA,"DO","Egg2",53,35.1,1860.3
2015,NA,"APNC","Egg2",53.7,36.6,1965.42
2015,NA,"LC","Egg2",57.6,37.1,2136.96
2015,NA,"LC","Egg2",55,35.9,1974.5
2015,NA,"LC","Egg2",53,35.5,1881.5
2015,NA,"CC","Egg2",55.2,36.4,2009.28
2015,NA,"CC","Egg2",53.7,35.2,1890.24
2015,NA,"APNC","Egg2",54,36.8,1987.2
2015,NA,"DO","Egg2",52.9,36.3,1920.27
2015,NA,"LC","Egg2",56,36.1,2021.6
2015,NA,"CC","Egg2",55.8,36.1,2014.38
2015,NA,"DO","Egg2",52.3,35.9,1877.57
2015,NA,"CC","Egg2",55.4,37.5,2077.5
2015,NA,"CC","Egg2",54.4,36,1958.4
2015,NA,"APNC","Egg2",52.5,36.3,1905.75
2015,NA,"APNC","Egg2",57.5,36.6,2104.5
2015,NA,"DO","Egg2",53.4,36.3,1938.42
2015,NA,"LC","Egg2",52.7,34.7,1828.69
2015,NA,"CC","Egg2",55.9,37.8,2113.02
2015,NA,"DO","Egg2",55,36.2,1991
2016,"JAH","BH","Egg2",49.1,35.4,1738.14
2016,"JAH","BH","Egg2",51.8,35.5,1838.9
2016,"AJB","LC","Egg2",41.2,29.3,1207.16
2016,"JAH","CC","Egg2",51.5,35,1802.5
2016,"JAH","APNC","Egg2",51.9,36.6,1899.54
2016,"AAY","APNC","Egg2",54.2,38.1,2065.02
2016,"GRK","DO","Egg2",53.8,36.1,1942.18
2016,"MGB","APNC","Egg2",55.5,34.6,1920.3
2016,"AAY","LC","Egg2",54.1,35.7,1931.37
2016,"JAH","DO","Egg2",51,36.3,1851.3
2016,"JAH","LC","Egg2",53.5,35.1,1877.85
2016,"JAH","LC","Egg2",54.9,37.1,2036.79
2016,"JAH","CC","Egg2",53.1,35.9,1906.29
2016,"JAH","CC","Egg2",53,36.8,1950.4
2016,"JAH","DO","Egg2",56.6,33.7,1907.42
2016,"AAY","LC","Egg2",53.5,36.4,1947.4
2016,"AAY","LC","Egg2",56.1,36.9,2070.09
2016,"AAY","LC","Egg2",51.4,34.9,1793.86
2016,"AAY","CC","Egg2",54.6,37,2020.2
2016,"AAY","CC","Egg2",55.3,36.3,2007.39
2016,"AAY","CC","Egg2",54.9,34.6,1899.54
2016,"AAY","APNC","Egg2",54.7,36.1,1974.67
2016,"AAY","DO","Egg2",55.5,37.2,2064.6
2016,"AAY","LC","Egg2",53.5,34.9,1867.15
2016,"PTL","CC","Egg2",54.8,36,1972.8
2016,"PTL","CC","Egg2",51.1,36.9,1885.59
2016,"JAH","APNC","Egg2",55.6,37.8,2101.68
2016,"JAH","APNC","Egg2",54.3,36.7,1992.81
2016,"JAH","APNC","Egg2",54.4,37,2012.8
2016,"JAH","DO","Egg2",52.1,35.3,1839.13
2017,"JAH","APNC","Egg2",56.1,36.1,2025.21
2017,"JAH","APNC","Egg2",55.8,37.2,2075.76
2017,"JAH","CC","Egg2",56.1,38,2131.8
2017,"JAH","CC","Egg2",55.6,37.2,2068.32
2017,"JAH","APNC","Egg2",54.1,35.4,1915.14
2017,"JAH","CC","Egg2",56,37.8,2116.8
2017,"JAH","CC","Egg2",51.5,35.7,1838.55
2017,"AJD","DO","Egg2",53.6,37,1983.2
2017,"JAH","BH","Egg2",55.1,36.6,2016.66
2017,"JAH","CC","Egg2",53.9,36.5,1967.35
2017,"JAH","CC","Egg2",52.8,36.4,1921.92
2017,"JAH","DO","Egg2",54.1,37.5,2028.75
2017,"JAH","CC","Egg2",54.6,36,1965.6
2017,"JAH","CC","Egg2",51.2,35.2,1802.24
